2theta	Theorical peaks	2theta	I	2theta	I
deg	Intensity	deg	(a.u.)	deg	(a.u.)
2H-WSe2	2H-WSe2	x=15,d=21%	x=15,d=21%	x=0,d=4%	x=0,d=4%
		19.58	0.00423857099606418	23.61085	0.0105206498336269
		19.6	0.00605510142294883	23.63715	0.010178117048346
		19.62	0.00484408113835907	23.66345	0.00714425523585826
		19.64	0.00423857099606418	23.68975	0.00902818555490316
		19.66	0.00635785649409628	23.71605	0.00971325112546487
		19.68	0.00635785649409628	23.74235	0.00704638872577801
		19.7	0.00302755071147442	23.76865	0.00650812292033667
		19.72	0.00756887677868604	23.79495	0.00694852221569777
		19.74	0.00908265213442325	23.82125	0.0057985907222548
		19.76	0.00302755071147442	23.84755	0.00521139166177333
		19.78	0.00544959128065395	23.87385	0.0049177921315326
		19.8	0.00454132606721163	23.90015	0.00455079271873168
		19.82	0.00575234635180139	23.92645	0.00474652573889217
		19.84	0.00423857099606418	23.95275	0.00369446075552944
		19.86	0.00575234635180139	23.97905	0.00322959483264828
		19.88	0.00575234635180139	24.00535	0.00227539635936582
		19.9	0.00605510142294883	24.03165	0.00335192797024859
		19.92	0.0072661217075386	24.05795	0.00364552750048932
		19.94	0.00635785649409628	24.08425	0.00281366216480724
		19.96	0.00756887677868604	24.11055	0.00340086122528871
		19.98	0.00817438692098093	24.13685	0.00364552750048932
		20	0.00484408113835907	24.16315	0.00325406146016834
		20.02	0.00696336663639116	24.18945	0.00381679389312975
		20.04	0.00484408113835907	24.21575	0.00239772949696614
		20.06	0.00514683620950651	24.24205	0.002715795654727
		20.08	0.00605510142294883	24.26835	0.00308279506752792
		20.1	0.00666061156524372	24.29465	0.00445292620865144
		20.12	0.00575234635180139	24.32095	0.00408592679585042
		20.14	0.00575234635180139	24.34725	0.00344979448032883
		20.16	0.00423857099606418	24.37355	0.00347426110784889
		20.18	0.00908265213442325	24.39985	0.00364552750048932
		20.2	0.00454132606721163	24.42615	0.0031561949500881
		20.22	0.00454132606721163	24.45245	0.00406146016833036
		20.24	0.00333030578262186	24.47875	0.00335192797024859
		20.26	0.00423857099606418	24.50505	0.00364552750048932
		20.28	0.00877989706327581	24.53135	0.00291152867488749
		20.3	0.00575234635180139	24.55765	0.00259346251712659
		20.32	0.00544959128065395	24.58395	0.00347426110784889
		20.34	0.00666061156524372	24.61025	0.00237326286944607
		20.36	0.00514683620950651	24.63655	0.00374339401056956
		20.38	0.0072661217075386	24.66285	0.00364552750048932
		20.4	0.00454132606721163	24.68915	0.00330299471520847
		20.42	0.00575234635180139	24.71545	0.00354766099040908
		20.44	0.00423857099606418	24.74175	0.00318066157760816
		20.46	0.00575234635180139	24.76805	0.00357212761792914
		20.48	0.00666061156524372	24.79435	0.00332746134272853
		20.5	0.0036330608537693	24.82065	0.00261792914464666
		20.52	0.00272479564032698	24.84695	0.00296046192992761
		20.54	0.00605510142294883	24.87325	0.00325406146016834
		20.56	0.00817438692098093	24.89955	0.00335192797024859
		20.58	0.00333030578262186	24.92585	0.00232432961440595
		20.6	0.00484408113835907	24.95215	0.00269132902720694
		20.62	0.00575234635180139	24.97845	8.56331963202188E-4
		20.64	0.00847714199212837	25.00475	0.0024221961244862
		20.66	0.00696336663639116	25.03105	0.00237326286944607
		20.68	0.00605510142294883	25.05735	0.00237326286944607
		20.7	0.00575234635180139	25.08365	0.0022264631043257
		20.72	0.00484408113835907	25.10995	0.00330299471520847
		20.74	0.00666061156524372	25.13625	0.0020307300841652
		20.76	0.00484408113835907	25.16255	0.002715795654727
		20.78	0.00544959128065395	25.18885	0.00217752984928558
		20.8	0.00847714199212837	25.21515	0.00193286357408495
		20.82	0.00544959128065395	25.24145	0.00337639459776865
		20.84	0.00635785649409628	25.26775	0.00232432961440595
		20.86	0.00696336663639116	25.29405	0.00310726169504798
		20.88	0.00605510142294883	25.32035	0.00259346251712659
		20.9	0.00605510142294883	25.34665	0.00200626345664514
		20.92	0.00605510142294883	25.37295	0.00337639459776865
		20.94	0.00605510142294883	25.39925	0.00188393031904482
		20.96	0.00484408113835907	25.42555	0.00322959483264828
		20.98	0.00454132606721163	25.45185	0.00352319436288902
		21	0.00393581592491674	25.47815	0.00176159718144451
		21.02	0.00605510142294883	25.50445	0.00300939518496773
		21.04	0.00787163184983349	25.53075	0.0024221961244862
		21.06	0.00454132606721163	25.55705	0.00163926404384419
		21.08	0.00605510142294883	25.58335	0.00239772949696614
		21.1	0.00696336663639116	25.60965	0.00247112937952633
		21.12	0.00666061156524372	25.63595	0.00168819729888432
		21.14	0.00635785649409628	25.66225	0.00259346251712659
		21.16	0.00787163184983349	25.68855	0.00239772949696614
		21.18	0.0072661217075386	25.71485	0.00212859659424545
		21.2	0.00605510142294883	25.74115	0.00159033078880407
		21.22	0.00605510142294883	25.76745	0.00298492855744767
		21.24	0.00423857099606418	25.79375	0.0022264631043257
		21.26	0.00423857099606418	25.82005	0.00364552750048932
		21.28	0.0072661217075386	25.84635	0.00220199647680564
		21.3	0.00666061156524372	25.87265	0.00247112937952633
		21.32	0.00484408113835907	25.89895	0.00254452926208647
		21.34	0.00635785649409628	25.92525	0.00195733020160501
		21.36	0.0036330608537693	25.95155	0.00220199647680564
		21.38	0.00756887677868604	25.97785	0.0020307300841652
		21.4	0.00696336663639116	26.00415	0.00229986298688589
		21.42	0.00666061156524372	26.03045	0.00166373067136426
		21.44	0.00696336663639116	26.05675	0.00298492855744767
		21.46	0.00575234635180139	26.08305	0.00220199647680564
		21.48	0.00514683620950651	26.10935	0.00249559600704635
		21.5	0.00666061156524372	26.13565	0.00220199647680564
		21.52	0.00756887677868604	26.16195	0.00291152867488749
		21.54	0.00696336663639116	26.18825	0.00256899588960653
		21.56	0.00423857099606418	26.21455	0.00163926404384419
		21.58	0.0036330608537693	26.24085	0.00220199647680564
		21.6	0.00666061156524372	26.26715	0.0018349970640047
		21.62	0.00544959128065395	26.29345	0.00220199647680564
		21.64	0.00514683620950651	26.31975	0.00173713055392445
		21.66	0.00787163184983349	26.34605	0.00303386181248779
		21.68	0.00787163184983349	26.37235	0.00281366216480724
		21.7	0.00544959128065395	26.39865	0.00337639459776865
		21.72	0.00756887677868604	26.42495	0.0031561949500881
		21.74	0.00635785649409628	26.45125	0.00325406146016834
		21.76	0.00817438692098093	26.47755	0.00300939518496773
		21.78	0.00484408113835907	26.50385	0.00318066157760816
		21.8	0.00666061156524372	26.53015	0.00291152867488749
		21.82	0.00756887677868604	26.55645	0.00450185946369156
		21.84	0.00908265213442325	26.58275	0.00327852808768841
		21.86	0.00544959128065395	26.60905	0.00374339401056956
		21.88	0.0036330608537693	26.63535	0.00293599530240755
		21.9	0.00877989706327581	26.66165	0.00288706204736743
		21.92	0.00877989706327581	26.68795	0.00340086122528871
		21.94	0.00575234635180139	26.71425	0.00342532785280877
		21.96	0.00635785649409628	26.74055	0.00433059307105113
		21.98	0.00544959128065395	26.76685	0.00391466040320999
		22	0.00877989706327581	26.79315	0.00337639459776865
		22.02	0.00605510142294883	26.81945	0.00366999412800938
		22.04	0.00514683620950651	26.84575	0.00445292620865144
		22.06	0.00423857099606418	26.87205	0.00320512820512822
		22.08	0.00514683620950651	26.89835	0.00330299471520847
		22.1	0.00968816227671813	26.92465	0.00369446075552944
		22.12	0.00696336663639116	26.95095	0.00320512820512822
		22.14	0.00544959128065395	26.97725	0.00352319436288902
		22.16	0.00514683620950651	27.00355	0.00396359365825012
		22.18	0.00756887677868604	27.02985	0.00234879624192601
		22.2	0.00605510142294883	27.05615	0.00293599530240755
		22.22	0.00544959128065395	27.08245	0.00366999412800938
		22.24	0.00333030578262186	27.10875	0.00406146016833036
		22.26	0.00605510142294883	27.13505	0.0044773928361715
		22.28	0.00514683620950651	27.16135	0.00433059307105113
		22.3	0.00544959128065395	27.18765	0.00572519083969461
		22.32	0.00817438692098093	27.21395	0.00601879036993545
		22.34	0.0072661217075386	27.24025	0.00863671951458208
		22.36	0.00393581592491674	27.26655	0.00998238402818554
		22.38	0.00877989706327581	27.29285	0.0102515169309062
		22.4	0.00666061156524372	27.31915	0.0113035819142689
		22.42	0.00605510142294883	27.34545	0.0119886474848307
		22.44	0.00938540720557069	27.37175	0.0127960461929928
		22.46	0.00514683620950651	27.39805	0.0142151105891564
		22.48	0.00575234635180139	27.42435	0.0161969074182815
		22.5	0.00605510142294883	27.45065	0.0153161088275592
		22.52	0.00514683620950651	27.47695	0.0168819729888433
		22.54	0.00605510142294883	27.50325	0.0147044431395576
		22.56	0.0072661217075386	27.52955	0.0145821100019573
		22.58	0.00514683620950651	27.55585	0.0153650420825994
		22.6	0.00756887677868604	27.58215	0.0135055783910745
		22.62	0.00666061156524372	27.60845	0.0154139753376395
		22.64	0.00575234635180139	27.63475	0.0120131141123507
		22.66	0.00423857099606418	27.66105	0.0104961832061068
		22.68	0.00514683620950651	27.68735	0.00954198473282444
		22.7	0.00605510142294883	27.71365	0.00726658837345856
		22.72	0.00635785649409628	27.73995	0.00641025641025642
		22.74	0.00696336663639116	27.76625	0.00533372479937364
		22.76	0.00423857099606418	27.79255	0.00616559013505581
		22.78	0.00484408113835907	27.81885	0.00506459189665297
		22.8	0.00575234635180139	27.84515	0.0040369935408103
		22.82	0.00544959128065395	27.87145	0.00386572714816987
		22.84	0.00605510142294883	27.89775	0.00396359365825012
		22.86	0.00575234635180139	27.92405	0.00335192797024859
		22.88	0.00756887677868604	27.95035	0.00366999412800938
		22.9	0.00605510142294883	27.97665	0.00322959483264828
		22.92	0.0072661217075386	28.00295	0.00347426110784889
		22.94	0.00938540720557069	28.02925	0.00259346251712659
		22.96	0.00605510142294883	28.05555	0.00384126052064981
		22.98	0.0112019376324553	28.08185	0.00318066157760816
		23	0.00756887677868604	28.10815	0.00310726169504798
		23.02	0.00787163184983349	28.13445	0.00344979448032883
		23.04	0.00605510142294883	28.16075	0.00249559600704635
		23.06	0.00696336663639116	28.18705	0.00220199647680564
		23.08	0.00514683620950651	28.21335	0.00264239577216672
		23.1	0.00817438692098093	28.23965	0.00286259541984737
		23.12	0.00666061156524372	28.26595	0.00283812879232731
		23.14	0.00484408113835907	28.29225	0.00259346251712659
		23.16	0.00817438692098093	28.31855	0.0022264631043257
		23.18	0.0112019376324553	28.34485	0.00274026228224706
		23.2	0.00635785649409628	28.37115	0.00212859659424545
		23.22	0.00787163184983349	28.39745	0.00112546486592288
		23.24	0.00484408113835907	28.42375	0.00244666275200627
		23.26	0.00605510142294883	28.45005	0.00237326286944607
		23.28	0.00514683620950651	28.47635	0.00296046192992761
		23.3	0.00938540720557069	28.50265	0.00188393031904482
		23.32	0.00938540720557069	28.52895	0.00168819729888432
		23.34	0.00877989706327581	28.55525	0.00220199647680564
		23.36	0.00666061156524372	28.58155	0.00200626345664514
		23.38	0.00666061156524372	28.60785	0.00210412996672538
		23.4	0.00968816227671813	28.63415	0.00217752984928558
		23.42	0.00575234635180139	28.66045	0.00291152867488749
		23.44	0.00575234635180139	28.68675	0.00283812879232731
		23.46	0.00847714199212837	28.71305	0.00200626345664514
		23.48	0.00908265213442325	28.73935	0.00161479741632413
		23.5	0.00908265213442325	28.76565	0.00212859659424545
		23.52	0.00787163184983349	28.79195	0.00166373067136426
		23.54	0.00575234635180139	28.81825	0.00178606380896457
		23.56	0.00454132606721163	28.84455	0.00337639459776865
		23.58	0.00635785649409628	28.87085	0.00259346251712659
		23.6	0.00787163184983349	28.89715	0.00259346251712659
		23.62	0.00454132606721163	28.92345	0.00129673125856332
		23.64	0.00666061156524372	28.94975	0.00195733020160501
		23.66	0.00756887677868604	28.97605	0.00217752984928558
		23.68	0.00454132606721163	29.00235	0.00227539635936582
		23.7	0.00635785649409628	29.02865	0.00185946369152476
		23.72	0.00514683620950651	29.05495	0.00188393031904482
		23.74	0.00666061156524372	29.08125	0.00229986298688589
		23.76	0.00544959128065395	29.10755	0.00283812879232731
		23.78	0.00908265213442325	29.13385	0.0018349970640047
		23.8	0.00787163184983349	29.16015	0.00274026228224706
		23.82	0.00575234635180139	29.18645	0.00149246427872383
		23.84	0.00423857099606418	29.21275	0.00234879624192601
		23.86	0.0036330608537693	29.23905	0.0022264631043257
		23.88	0.00423857099606418	29.26535	0.00195733020160501
		23.9	0.00605510142294883	29.29165	0.00215306322176552
		23.92	0.00454132606721163	29.31795	0.00215306322176552
		23.94	0.00756887677868604	29.34425	0.00198179682912508
		23.96	0.0072661217075386	29.37055	0.00286259541984737
		23.98	0.00605510142294883	29.39685	0.00188393031904482
		24	0.00575234635180139	29.42315	0.00220199647680564
		24.02	0.00484408113835907	29.44945	0.0031561949500881
		24.04	0.00423857099606418	29.47575	0.00212859659424545
		24.06	0.00484408113835907	29.50205	0.00286259541984737
		24.08	0.00756887677868604	29.52835	0.00159033078880407
		24.1	0.00544959128065395	29.55465	0.00171266392640439
		24.12	0.00575234635180139	29.58095	0.0018349970640047
		24.14	0.00484408113835907	29.60725	0.00217752984928558
		24.16	0.00696336663639116	29.63355	0.001174398120963
		24.18	0.00484408113835907	29.65985	0.00185946369152476
		24.2	0.00756887677868604	29.68615	0.00215306322176552
		24.22	0.00787163184983349	29.71245	0.00137013114112351
		24.24	0.00575234635180139	29.73875	0.00132119788608338
		24.26	0.00484408113835907	29.76505	0.00151693090624389
		24.28	0.00514683620950651	29.79135	0.00200626345664514
		24.3	0.0072661217075386	29.81765	0.00195733020160501
		24.32	0.00575234635180139	29.84395	0.00234879624192601
		24.34	0.00605510142294883	29.87025	0.00176159718144451
		24.36	0.00423857099606418	29.89655	0.00159033078880407
		24.38	0.00756887677868604	29.92285	0.00132119788608338
		24.4	0.00666061156524372	29.94915	0.0018349970640047
		24.42	0.00484408113835907	29.97545	0.00154139753376395
		24.44	0.00666061156524372	30.00175	0.00102759835584264
		24.46	0.00423857099606418	30.02805	0.0018349970640047
		24.48	0.00333030578262186	30.05435	0.00146799765120376
		24.5	0.00393581592491674	30.08065	6.60598943041689E-4
		24.52	0.00514683620950651	30.10695	0.00159033078880407
		24.54	0.00484408113835907	30.13325	0.00151693090624389
		24.56	0.00605510142294883	30.15955	0.00119886474848307
		24.58	0.00635785649409628	30.18585	7.58465453121943E-4
		24.6	0.00635785649409628	30.21215	0.0022264631043257
		24.62	0.00544959128065395	30.23845	0.0020307300841652
		24.64	0.00575234635180139	30.26475	0.00181053043648463
		24.66	0.0036330608537693	30.29105	0.00124779800352319
		24.68	0.00423857099606418	30.31735	0.00129673125856332
		24.7	0.00696336663639116	30.34365	0.00151693090624389
		24.72	0.00454132606721163	30.36995	3.91466040321006E-4
		24.74	0.00817438692098093	30.39625	0.0010520649833627
		24.76	0.00666061156524372	30.42255	0.00146799765120376
		24.78	0.00544959128065395	30.44885	0.00163926404384419
		24.8	0.00666061156524372	30.47515	0.001174398120963
		24.82	0.0072661217075386	30.50145	0.00151693090624389
		24.84	0.00605510142294883	30.52775	0.00215306322176552
		24.86	0.00908265213442325	30.55405	0.00171266392640439
		24.88	0.00575234635180139	30.58035	0.00127226463104326
		24.9	0.00635785649409628	30.60665	0.00200626345664514
		24.92	0.0072661217075386	30.63295	0.00215306322176552
		24.94	0.00605510142294883	30.65925	0.00159033078880407
		24.96	0.00756887677868604	30.68555	9.29731845762382E-4
		24.98	0.00635785649409628	30.71185	0.00239772949696614
		25	0.0036330608537693	30.73815	0.00215306322176552
		25.02	0.00393581592491674	30.76445	0.00161479741632413
		25.04	0.00756887677868604	30.79075	0.00163926404384419
		25.06	0.00666061156524372	30.81705	0.00119886474848307
		25.08	0.00544959128065395	30.84335	0.00154139753376395
		25.1	0.01301846805934	30.86965	0.00146799765120376
		25.12	0.00575234635180139	30.89595	0.00149246427872383
		25.14	0.0072661217075386	30.92225	7.33998825601882E-4
		25.16	0.00605510142294883	30.94855	9.05265218242319E-4
		25.18	0.00333030578262186	30.97485	0.00171266392640439
		25.2	0.00514683620950651	31.00115	0.00132119788608338
		25.22	0.00666061156524372	31.02745	0.00161479741632413
		25.24	0.00817438692098093	31.05375	0.00100313172832256
		25.26	0.00605510142294883	31.08005	0.00173713055392445
		25.28	0.00575234635180139	31.10635	0.00181053043648463
		25.3	0.00575234635180139	31.13265	0.00283812879232731
		25.32	0.00575234635180139	31.15895	0.00261792914464666
		25.34	0.00393581592491674	31.18525	0.00327852808768841
		25.36	0.00756887677868604	31.21155	0.0031561949500881
		25.38	0.00393581592491674	31.23785	0.00344979448032883
		25.4	0.00393581592491674	31.26415	0.00188393031904482
		25.42	0.00787163184983349	31.29045	0.00386572714816987
		25.44	0.00575234635180139	31.31675	0.00159033078880407
		25.46	0.00635785649409628	31.34305	0.00303386181248779
		25.48	0.00514683620950651	31.36935	0.00435505969857119
		25.5	0.0036330608537693	31.39565	0.00501565864161284
		25.52	0.00605510142294883	31.42195	0.00310726169504798
		25.54	0.00605510142294883	31.44825	0.00318066157760816
		25.56	0.00423857099606418	31.47455	0.0037189273830495
		25.58	0.00635785649409628	31.50085	0.00352319436288902
		25.6	0.00877989706327581	31.52715	0.00418379330593067
		25.62	0.00605510142294883	31.55345	0.00445292620865144
		25.64	0.00544959128065395	31.57975	0.00362106087296926
		25.66	0.00514683620950651	31.60605	0.00389019377568993
		25.68	0.00635785649409628	31.63235	0.00327852808768841
		25.7	0.00454132606721163	31.65865	0.00227539635936582
		25.72	0.00514683620950651	31.68495	0.00249559600704635
		25.74	0.00756887677868604	31.71125	0.00256899588960653
		25.76	0.00514683620950651	31.73755	0.0024221961244862
		25.78	0.0036330608537693	31.76385	0.00264239577216672
		25.8	0.00575234635180139	31.79015	0.00291152867488749
		25.82	0.00484408113835907	31.81645	0.00305832844000786
		25.84	0.00454132606721163	31.84275	0.00379232726560969
		25.86	0.00333030578262186	31.86905	0.00484439224897242
		25.88	0.00756887677868604	31.89535	0.00494225875905266
		25.9	0.00454132606721163	31.92165	0.00731552162849868
		25.92	0.00575234635180139	31.94795	0.00763358778625958
		25.94	0.00635785649409628	31.97425	0.00941965159522414
		25.96	0.00605510142294883	32.00055	0.0119886474848307
		25.98	0.00635785649409628	32.02685	0.0137502446662753
		26	0.00605510142294883	32.05315	0.0154384419651596
		26.02	0.00575234635180139	32.07945	0.0146065766294774
		26.04	0.00423857099606418	32.10575	0.0173468389117244
		26.06	0.0072661217075386	32.13205	0.0174447054218047
		26.08	0.00635785649409628	32.15835	0.0179095713446858
		26.1	0.00605510142294883	32.18465	0.0177872382070855
		26.12	0.00605510142294883	32.21095	0.0182031708749266
		26.14	0.00666061156524372	32.23725	0.0162458406733216
		26.16	0.00333030578262186	32.26355	0.0143863769817968
		26.18	0.0036330608537693	32.28985	0.0148267762771579
		26.2	0.00484408113835907	32.31615	0.012893912703073
		26.22	0.00605510142294883	32.34245	0.0111812487766686
		26.24	0.00635785649409628	32.36875	0.00941965159522414
		26.26	0.00666061156524372	32.39505	0.00912605206498341
		26.28	0.00696336663639116	32.42135	0.0071197886083382
		26.3	0.0072661217075386	32.44765	0.00626345664513606
		26.32	0.00575234635180139	32.47395	0.00398806028577018
		26.34	0.00696336663639116	32.50025	0.00406146016833036
		26.36	0.00423857099606418	32.52655	0.00327852808768841
		26.38	0.0072661217075386	32.55285	0.00340086122528871
		26.4	0.00423857099606418	32.57915	0.00252006263456641
		26.42	0.00544959128065395	32.60545	0.00124779800352319
		26.44	0.00635785649409628	32.63175	0.00100313172832256
		26.46	0.00666061156524372	32.65805	0.00205519671168526
		26.48	0.00544959128065395	32.68435	8.80798590722258E-4
		26.5	0.00393581592491674	32.71065	0.00300939518496773
		26.52	0.00544959128065395	32.73695	0.00161479741632413
		26.54	0.00666061156524372	32.76325	0.00127226463104326
		26.56	0.00817438692098093	32.78955	2.93599530240752E-4
		26.58	0.00605510142294883	32.81585	0.00114993149344294
		26.6	0.00756887677868604	32.84215	0.00188393031904482
		26.62	0.00696336663639116	32.86845	0.00190839694656488
		26.64	0.00817438692098093	32.89475	0.00132119788608338
		26.66	0.00847714199212837	32.92105	9.54198473282443E-4
		26.68	0.00605510142294883	32.94735	0.00102759835584264
		26.7	0.00817438692098093	32.97365	0.00156586416128401
		26.72	0.00756887677868604	32.99995	9.78665100802504E-4
		26.74	0.00454132606721163	33.02625	0.00100313172832256
		26.76	0.00938540720557069	33.05255	0
		26.78	0.00635785649409628	33.07885	0.00190839694656488
		26.8	0.0072661217075386	33.10515	0.00119886474848307
		26.82	0.00605510142294883	33.13145	0.00139459776864357
		26.84	0.00454132606721163	33.15775	8.56331963202188E-4
		26.86	0.00575234635180139	33.18405	7.09532198081811E-4
		26.88	0.0036330608537693	33.21035	0.00102759835584264
		26.9	0.0072661217075386	33.23665	0.00159033078880407
		26.92	0.00393581592491674	33.26295	0.00181053043648463
		26.94	0.00454132606721163	33.28925	6.8506557056175E-4
		26.96	0.00544959128065395	33.31555	0.00146799765120376
		26.98	0.0072661217075386	33.34185	2.93599530240752E-4
		27	0.00514683620950651	33.36815	2.2019964768056E-4
		27.02	0.00454132606721163	33.39445	0.00190839694656488
		27.04	0.00696336663639116	33.42075	0.00200626345664514
		27.06	0.00423857099606418	33.44705	0.00119886474848307
		27.08	0.00605510142294883	33.47335	0.00188393031904482
		27.1	0.00484408113835907	33.49965	7.33998825601882E-4
		27.12	0.00423857099606418	33.52595	7.33998825601882E-4
		27.14	0.00575234635180139	33.55225	0.00114993149344294
		27.16	0.00696336663639116	33.57855	8.31865335682126E-4
		27.18	0.00666061156524372	33.60485	7.33998825601882E-4
		27.2	0.00575234635180139	33.63115	9.54198473282443E-4
		27.22	0.00696336663639116	33.65745	8.56331963202188E-4
		27.24	0.00302755071147442	33.68375	0.00146799765120376
		27.26	0.00393581592491674	33.71005	0.00110099823840282
		27.28	0.00484408113835907	33.73635	0.00205519671168526
		27.3	0.0072661217075386	33.76265	0.00210412996672538
		27.32	0.00211928549803209	33.78895	0.00171266392640439
		27.34	0.00484408113835907	33.81525	0.0020307300841652
		27.36	0.00302755071147442	33.84155	0.00112546486592288
		27.38	0.00817438692098093	33.86785	0.00110099823840282
		27.4	0.00635785649409628	33.89415	0.00137013114112351
		27.42	0.00756887677868604	33.92045	0.00134566451360345
		27.44	0.00393581592491674	33.94675	0.001174398120963
		27.46	0.00817438692098093	33.97305	0.00205519671168526
		27.48	0.00423857099606418	33.99935	0.00217752984928558
		27.5	0.00605510142294883	34.02565	0.00190839694656488
		27.52	0.00666061156524372	34.05195	0.00252006263456641
		27.54	0.00696336663639116	34.07825	0.00119886474848307
		27.56	0.00544959128065395	34.10455	0.00193286357408495
		27.58	0.0036330608537693	34.13085	0.00207966333920532
		27.6	0.00423857099606418	34.15715	8.56331963202188E-4
		27.62	0.00666061156524372	34.18345	0.00119886474848307
		27.64	0.0036330608537693	34.20975	0.00173713055392445
		27.66	0.00666061156524372	34.23605	0.00159033078880407
		27.68	0.00544959128065395	34.26235	0.00110099823840282
		27.7	0.00393581592491674	34.28865	0.00173713055392445
		27.72	0.00333030578262186	34.31495	0.00122333137600313
		27.74	0.00696336663639116	34.34125	0.00198179682912508
		27.76	0.00666061156524372	34.36755	0.00239772949696614
		27.78	0.00575234635180139	34.39385	0.00217752984928558
		27.8	0.00423857099606418	34.42015	0.00237326286944607
		27.82	0.00544959128065395	34.44645	0.00227539635936582
		27.84	0.00544959128065395	34.47275	9.78665100802504E-4
		27.86	0.00635785649409628	34.49905	0.00276472890976712
		27.88	0.00605510142294883	34.52535	0.00217752984928558
		27.9	0.00302755071147442	34.55165	0.00141906439616363
		27.92	0.00635785649409628	34.57795	6.36132315521628E-4
		27.94	0.00423857099606418	34.60425	0.00217752984928558
		27.96	0.00666061156524372	34.63055	9.29731845762382E-4
		27.98	0.00544959128065395	34.65685	0.00178606380896457
		28	0.00302755071147442	34.68315	0.0022264631043257
		28.02	0.00454132606721163	34.70945	0.00156586416128401
		28.04	0.00454132606721163	34.73575	0.00195733020160501
		28.06	0.00575234635180139	34.76205	0.00200626345664514
		28.08	0.00454132606721163	34.78835	0.00156586416128401
		28.1	0.00635785649409628	34.81465	0.00144353102368369
		28.12	0.00302755071147442	34.84095	6.60598943041689E-4
		28.14	0.00454132606721163	34.86725	0.00122333137600313
		28.16	0.00514683620950651	34.89355	7.09532198081811E-4
		28.18	0.00302755071147442	34.91985	8.07398708162065E-4
		28.2	0.00575234635180139	34.94615	3.18066157760813E-4
		28.22	0.00423857099606418	34.97245	0.00100313172832256
		28.24	0.00544959128065395	34.99875	8.31865335682126E-4
		28.26	0.00696336663639116	35.02505	6.8506557056175E-4
		28.28	0.00302755071147442	35.05135	7.33998825601882E-4
		28.3	0.00302755071147442	35.07765	7.58465453121943E-4
		28.32	0.00423857099606418	35.10395	0.00124779800352319
		28.34	0.00514683620950651	35.13025	0.00256899588960653
		28.36	0.00817438692098093	35.15655	8.31865335682126E-4
		28.38	0.00605510142294883	35.18285	0.00195733020160501
		28.4	0.00544959128065395	35.20915	0.00234879624192601
		28.42	0.00484408113835907	35.23545	8.56331963202188E-4
		28.44	0.00484408113835907	35.26175	8.80798590722258E-4
		28.46	0.00484408113835907	35.28805	0.00149246427872383
		28.48	0.00514683620950651	35.31435	0.00102759835584264
		28.5	0.00484408113835907	35.34065	0.00193286357408495
		28.52	0.00544959128065395	35.36695	0.00239772949696614
		28.54	0.0036330608537693	35.39325	0.00274026228224706
		28.56	0.00544959128065395	35.41955	0.00452632609121162
		28.58	0.0036330608537693	35.44585	0.00384126052064981
		28.6	0.00484408113835907	35.47215	0.00508905852417303
		28.62	0.00393581592491674	35.49845	0.00587199060481508
		28.64	0.00514683620950651	35.52475	0.00682618907809746
		28.66	0.00484408113835907	35.55105	0.00814738696418086
		28.68	0.0036330608537693	35.57735	0.00880798590722251
		28.7	0.00393581592491674	35.60365	0.0103493834409865
		28.72	0.0072661217075386	35.62995	0.0108387159913878
		28.74	0.00544959128065395	35.65625	0.0118418477197103
		28.76	0.00605510142294883	35.68255	0.0107163828537875
		28.78	0.00666061156524372	35.70885	0.0112057154041887
		28.8	0.00544959128065395	35.73515	0.0103249168134664
		28.82	0.00423857099606418	35.76145	0.0107163828537875
		28.84	0.00211928549803209	35.78775	0.00873458602466233
		28.86	0.00333030578262186	35.81405	0.00902818555490316
		28.88	0.00272479564032698	35.84035	0.00978665100802506
		28.9	0.00454132606721163	35.86665	0.00795165394402037
		28.92	0.0036330608537693	35.89295	0.0063613231552163
		28.94	0.00393581592491674	35.91925	0.00508905852417303
		28.96	0.00484408113835907	35.94555	0.00396359365825012
		28.98	0.0036330608537693	35.97185	0.00335192797024859
		29	0.00575234635180139	35.99815	0.00472205911137211
		29.02	0.00484408113835907	36.02445	0.00303386181248779
		29.04	0.0036330608537693	36.05075	0.00205519671168526
		29.06	0.0036330608537693	36.07705	0.00256899588960653
		29.08	0.00575234635180139	36.10335	0.00259346251712659
		29.1	0.00393581592491674	36.12965	0.00156586416128401
		29.12	0.00635785649409628	36.15595	7.82932080642004E-4
		29.14	0.00514683620950651	36.18225	0.00146799765120376
		29.16	0.00514683620950651	36.20855	5.62732432961445E-4
		29.18	0.00514683620950651	36.23485	7.33998825601933E-5
		29.2	0.00393581592491674	36.26115	0.00178606380896457
		29.22	0.00393581592491674	36.28745	0.00173713055392445
		29.24	0.0036330608537693	36.31375	6.8506557056175E-4
		29.26	0.0036330608537693	36.34005	0.00159033078880407
		29.28	0.00423857099606418	36.36635	0.00137013114112351
		29.3	0.00333030578262186	36.39265	9.78665100802504E-4
		29.32	0.00484408113835907	36.41895	6.60598943041689E-4
		29.34	0.00423857099606418	36.44525	0.00200626345664514
		29.36	0.00454132606721163	36.47155	0.00173713055392445
		29.38	0.00393581592491674	36.49785	9.05265218242319E-4
		29.4	0.0036330608537693	36.52415	0.00185946369152476
		29.42	0.00514683620950651	36.55045	5.13799177921313E-4
		29.44	0.00484408113835907	36.57675	7.58465453121943E-4
