2theta	Theorical peaks	2theta	I	2theta	I
deg	Intensity	deg	(a.u.)	deg	(a.u.)
2H-WSe2	2H-WSe2	x=15,d=21%	x=15,d=21%	x=0,d=4%	x=0,d=4%
		29.46	0.00544959128065395	36.60305	0.00114993149344294
		29.48	0.00454132606721163	36.62935	0.00166373067136426
		29.5	0.00484408113835907	36.65565	0.00141906439616363
		29.52	0.00423857099606418	36.68195	0.001174398120963
		29.54	0.00454132606721163	36.70825	0.00127226463104326
		29.56	0.00696336663639116	36.73455	8.07398708162065E-4
		29.58	0.00544959128065395	36.76085	0.00141906439616363
		29.6	0.00575234635180139	36.78715	0.00207966333920532
		29.62	0.00544959128065395	36.81345	0.0018349970640047
		29.64	0.00666061156524372	36.83975	0.00212859659424545
		29.66	0.00454132606721163	36.86605	0.00198179682912508
		29.68	0.00544959128065395	36.89235	0.00151693090624389
		29.7	0.00333030578262186	36.91865	0.00114993149344294
		29.72	0.00544959128065395	36.94495	0.00149246427872383
		29.74	0.00423857099606418	36.97125	0.0010520649833627
		29.76	0.00454132606721163	36.99755	0.00100313172832256
		29.78	0.00544959128065395	37.02385	0.00185946369152476
		29.8	0.00333030578262186	37.05015	0.00134566451360345
		29.82	0.00393581592491674	37.07645	0.00278919553728718
		29.84	0.00181653042688465	37.10275	0.00286259541984737
		29.86	0.00484408113835907	37.12905	0.00129673125856332
		29.88	0.0036330608537693	37.15535	9.54198473282443E-4
		29.9	0.00302755071147442	37.18165	0.00269132902720694
		29.92	0.00393581592491674	37.20795	0.00276472890976712
		29.94	0.00575234635180139	37.23425	0.00413486005089054
		29.96	0.00302755071147442	37.26055	0.00239772949696614
		29.98	0.00272479564032698	37.28685	0.00195733020160501
		30	0.00484408113835907	37.31315	0.00298492855744767
		30.02	0.0036330608537693	37.33945	0.0024221961244862
		30.04	0.00605510142294883	37.36575	0.0031561949500881
		30.06	0.00605510142294883	37.39205	0.00332746134272853
		30.08	0.00333030578262186	37.41835	0.00462419260129187
		30.1	0.00454132606721163	37.44465	0.00567625758465449
		30.12	0.00635785649409628	37.47095	0.00555392444705419
		30.14	0.00393581592491674	37.49725	0.00442845958113138
		30.16	0.00333030578262186	37.52355	0.00611665688001569
		30.18	0.00454132606721163	37.54985	0.00533372479937364
		30.2	0.00575234635180139	37.57615	0.00694852221569777
		30.22	0.00211928549803209	37.60245	0.00787825406146019
		30.24	0.00272479564032698	37.62875	0.00689958896065765
		30.26	0.00242204056917953	37.65505	0.00819632021922098
		30.28	0.00544959128065395	37.68135	0.00807398708162068
		30.3	0.0036330608537693	37.70765	0.00601879036993545
		30.32	0.00544959128065395	37.73395	0.00697298884321783
		30.34	0.00393581592491674	37.76025	0.00648365629281661
		30.36	0.00302755071147442	37.78655	0.00822078684674104
		30.38	0.00514683620950651	37.81285	0.0080005871990605
		30.4	0.00333030578262186	37.83915	0.00829418672930123
		30.42	0.00575234635180139	37.86545	0.00689958896065765
		30.44	0.00272479564032698	37.89175	0.00804952045410062
		30.46	0.00635785649409628	37.91805	0.00704638872577801
		30.48	0.00454132606721163	37.94435	0.00765805441377964
		30.5	0.00302755071147442	37.97065	0.00572519083969461
		30.52	0.0036330608537693	37.99695	0.00626345664513606
		30.54	0.00242204056917953	38.02325	0.00521139166177333
		30.56	0.0036330608537693	38.04955	0.00379232726560969
		30.58	0.00423857099606418	38.07585	0.00494225875905266
		30.6	0.00272479564032698	38.10215	0.00418379330593067
		30.62	0.00484408113835907	38.12845	0.00357212761792914
		30.64	0.0036330608537693	38.15475	0.00212859659424545
		30.66	0.00423857099606418	38.18105	0.00283812879232731
		30.68	0.00181653042688465	38.20735	0.00325406146016834
		30.7	0.00514683620950651	38.23365	0.00300939518496773
		30.72	0.0036330608537693	38.25995	0.00349872773536896
		30.74	0.00333030578262186	38.28625	0.002715795654727
		30.76	0.00605510142294883	38.31255	0.00244666275200627
		30.78	0.00423857099606418	38.33885	0.00200626345664514
		30.8	0.00544959128065395	38.36515	0.00156586416128401
		30.82	0.00393581592491674	38.39145	0.00195733020160501
		30.84	0.00302755071147442	38.41775	0.00181053043648463
		30.86	0.00544959128065395	38.44405	0.00205519671168526
		30.88	0.00514683620950651	38.47035	0.00137013114112351
		30.9	0.00635785649409628	38.49665	0.00110099823840282
		30.92	0.00544959128065395	38.52295	0.00122333137600313
		30.94	0.0072661217075386	38.54925	0.00198179682912508
		30.96	0.0127157129881926	38.57555	0.00159033078880407
		30.98	0.00756887677868604	38.60185	0.00100313172832256
		31	0.00999091734786558	38.62815	0.00239772949696614
		31.02	0.00999091734786558	38.65445	2.4466627520063E-4
		31.04	0.00968816227671813	38.68075	0.001174398120963
		31.06	0.00877989706327581	38.70705	0.00146799765120376
		31.08	0.00938540720557069	38.73335	9.54198473282443E-4
		31.1	0.0072661217075386	38.75965	0.00173713055392445
		31.12	0.0108991825613079	38.78595	0.00102759835584264
		31.14	0.00575234635180139	38.81225	6.36132315521628E-4
		31.16	0.00544959128065395	38.83855	0.00102759835584264
		31.18	0.00484408113835907	38.86485	0.00195733020160501
		31.2	0.00333030578262186	38.89115	9.29731845762382E-4
		31.22	0.00423857099606418	38.91745	6.8506557056175E-4
		31.24	0.00242204056917953	38.94375	0.00159033078880407
		31.26	0.00393581592491674	38.97005	0.00129673125856332
		31.28	0.00302755071147442	38.99635	9.05265218242319E-4
		31.3	0.00544959128065395	39.02265	0.00100313172832256
		31.32	0.00423857099606418	39.04895	6.11665688001567E-4
		31.34	0.00423857099606418	39.07525	0.00168819729888432
		31.36	0.00454132606721163	39.10155	0.001174398120963
		31.38	0.00423857099606418	39.12785	0.00178606380896457
		31.4	0.00635785649409628	39.15415	6.11665688001567E-4
		31.42	0.0036330608537693	39.18045	8.56331963202188E-4
		31.44	0.00454132606721163	39.20675	0.00234879624192601
		31.46	0.00544959128065395	39.23305	0.00188393031904482
		31.48	0.00423857099606418	39.25935	0.00198179682912508
		31.5	0.00211928549803209	39.28565	8.31865335682126E-4
		31.52	0.00514683620950651	39.31195	9.54198473282443E-4
		31.54	0.00302755071147442	39.33825	9.05265218242319E-4
		31.56	0.00242204056917953	39.36455	0.00149246427872383
		31.58	0.00484408113835907	39.39085	4.89332550401252E-4
		31.6	0.00484408113835907	39.41715	9.78665100802504E-4
		31.62	0.00242204056917953	39.44345	0.00154139753376395
		31.64	0.00544959128065395	39.46975	0.001174398120963
		31.66	0.00514683620950651	39.49605	0.00112546486592288
		31.68	0.00333030578262186	39.52235	0.00171266392640439
		31.7	0.00454132606721163	39.54865	0.00114993149344294
		31.72	0.00605510142294883	39.57495	8.07398708162065E-4
		31.74	0.00544959128065395	39.60125	7.82932080642004E-4
		31.76	0.00454132606721163	39.62755	0.00141906439616363
		31.78	0.00333030578262186	39.65385	8.80798590722258E-4
		31.8	0.00302755071147442	39.68015	3.66999412800937E-4
		31.82	0.00575234635180139	39.70645	0.0018349970640047
		31.84	0.00423857099606418	39.73275	0.00112546486592288
		31.86	0.0036330608537693	39.75905	0.00266686239968678
		31.88	0.00272479564032698	39.78535	0.00217752984928558
		31.9	0.00121102028458977	39.81165	0.00112546486592288
		31.92	0.00302755071147442	39.83795	0.00122333137600313
		31.94	0.00484408113835907	39.86425	0.00220199647680564
		31.96	0.00423857099606418	39.89055	0.0022264631043257
		31.98	0.00211928549803209	39.91685	0.0024221961244862
		32	0.00211928549803209	39.94315	7.82932080642004E-4
		32.02	0.00393581592491674	39.96945	0.00217752984928558
		32.04	0.00242204056917953	39.99575	0.00149246427872383
		32.06	0.00484408113835907	40.02205	0.00225092973184576
		32.08	0.00333030578262186	40.04835	0.00156586416128401
		32.1	0.00393581592491674	40.07465	0.00247112937952633
		32.12	0.00393581592491674	40.10095	0.00318066157760816
		32.14	0.0036330608537693	40.12725	0.00320512820512822
		32.16	0.00423857099606418	40.15355	0.00362106087296926
		32.18	0.00302755071147442	40.17985	0.00369446075552944
		32.2	0.0072661217075386	40.20615	0.00452632609121162
		32.22	0.00393581592491674	40.23245	0.00430612644353107
		32.24	0.00393581592491674	40.25875	0.00472205911137211
		32.26	0.00333030578262186	40.28505	0.00506459189665297
		32.28	0.0036330608537693	40.31135	0.00457525934625174
		32.3	0.00272479564032698	40.33765	0.00506459189665297
		32.32	0.00272479564032698	40.36395	0.0049177921315326
		32.34	0.00242204056917953	40.39025	0.00645918966529655
		32.36	0.00423857099606418	40.41655	0.00611665688001569
		32.38	0.00302755071147442	40.44285	0.0063613231552163
		32.4	0.00575234635180139	40.46915	0.00621452339009594
		32.42	0.0036330608537693	40.49545	0.00685065570561752
		32.44	0.00302755071147442	40.52175	0.00643472303777649
		32.46	0.00666061156524372	40.54805	0.00631238990017618
		32.48	0.00423857099606418	40.57435	0.00719318849089838
		32.5	0.00272479564032698	40.60065	0.00694852221569777
		32.52	0.00484408113835907	40.62695	0.00773145429633982
		32.54	0.00484408113835907	40.65325	0.00780485417890001
		32.56	0.00211928549803209	40.67955	0.00966431787042475
		32.58	0.00393581592491674	40.70585	0.00998238402818554
		32.6	0.00302755071147442	40.73215	0.0104472499510667
		32.62	0.00242204056917953	40.75845	0.0153161088275592
		32.64	0.00272479564032698	40.78475	0.0173957721667646
		32.66	0.00393581592491674	40.81105	0.021848698375416
		32.68	0.0036330608537693	40.83735	0.026937756899589
		32.7	0.00544959128065395	40.86365	0.0319534155412018
		32.72	0.00211928549803209	40.88995	0.0446271285965942
		32.74	0.00484408113835907	40.91625	0.0535574476414171
		32.76	0.00272479564032698	40.94255	0.0674789587003328
		32.78	0.00514683620950651	40.96885	0.0769964768056371
		32.8	0.00484408113835907	40.99515	0.0861469954981405
		32.82	0.00393581592491674	41.02145	0.0964229790565672
		32.84	0.00211928549803209	41.04775	0.107090428655314
		32.86	0.00272479564032698	41.07405	0.115384615384615
		32.88	0.00211928549803209	41.10035	0.114724016441574
		32.9	0.00181653042688465	41.12665	0.121770405167352
		32.92	0.00575234635180139	41.15295	0.118320610687023
		32.94	0.00454132606721163	41.17925	0.121623605402231
		32.96	0.00484408113835907	41.20555	0.112815619495009
		32.98	0.00272479564032698	41.23185	0.109023292229399
		33	0.00272479564032698	41.25815	0.106087296926992
		33.02	0.00272479564032698	41.28445	0.100141906439616
		33.04	0.00272479564032698	41.31075	0.0994323742415344
		33.06	0.00423857099606418	41.33705	0.103347034644744
		33.08	0.00423857099606418	41.36335	0.107824427480916
		33.1	0.00393581592491674	41.38965	0.124021334899197
		33.12	0.00242204056917953	41.41595	0.155803484047759
		33.14	0.00302755071147442	41.44225	0.18765903307888
		33.16	0.00423857099606418	41.46855	0.22656097083578
		33.18	0.00211928549803209	41.49485	0.27326776277158
		33.2	0.00121102028458977	41.52115	0.337859659424545
		33.22	0.00454132606721163	41.54745	0.40604815032296
		33.24	0.00454132606721163	41.57375	0.471863378351928
		33.26	0.00272479564032698	41.60005	0.542082599334507
		33.28	0.00211928549803209	41.62635	0.598576042278333
		33.3	0.00302755071147442	41.65265	0.646408299080054
		33.32	0.00423857099606418	41.67895	0.686925034253279
		33.34	0.00181653042688465	41.70525	0.721104912898806
		33.36	0.00211928549803209	41.73155	0.751810530436485
		33.38	0.00544959128065395	41.75785	0.741559013505578
		33.4	0.00242204056917953	41.78415	0.72685457036602
		33.42	0.00423857099606418	41.81045	0.689175963985124
		33.44	0.00333030578262186	41.83675	0.643056371109806
		33.46	0.00333030578262186	41.86305	0.577852808768839
		33.48	0.00242204056917953	41.88935	0.50778038755138
		33.5	0.00272479564032698	41.91565	0.441035427676649
		33.52	0.0036330608537693	41.94195	0.374853200234879
		33.54	0.0036330608537693	41.96825	0.32004795458994
		33.56	0.00211928549803209	41.99455	0.258489919749461
		33.58	0.00393581592491674	42.02085	0.20319534155412
		33.6	0.00544959128065395	42.04715	0.156904482286162
		33.62	0.00423857099606418	42.07345	0.118222744176942
		33.64	0.00333030578262186	42.09975	0.0900861225288706
		33.66	0.00454132606721163	42.12605	0.0637355646897631
		33.68	0.00423857099606418	42.15235	0.0465844587981992
		33.7	0.00393581592491674	42.17865	0.0308279506752789
		33.72	0.00454132606721163	42.20495	0.0242464278723821
		33.74	0.00393581592491674	42.23125	0.018374437267567
		33.76	0.00242204056917953	42.25755	0.0146065766294774
		33.78	0.00575234635180139	42.28385	0.0149980426697984
		33.8	0.00666061156524372	42.31015	0.0132119788608338
		33.82	0.00787163184983349	42.33645	0.010912115873948
		33.84	0.00817438692098093	42.36275	0.0100068506557056
		33.86	0.00575234635180139	42.38905	0.00765805441377964
		33.88	0.00908265213442325	42.41535	0.00963985124290469
		33.9	0.00696336663639116	42.44165	0.00853885300450184
		33.92	0.00787163184983349	42.46795	0.00807398708162068
		33.94	0.010293672419013	42.49425	0.00861225288706202
		33.96	0.00544959128065395	42.52055	0.0080005871990605
		33.98	0.00696336663639116	42.54685	0.0068017224505774
		34	0.00635785649409628	42.57315	0.006238990017616
		34.02	0.00393581592491674	42.59945	0.00807398708162068
		34.04	0.00605510142294883	42.62575	0.00819632021922098
		34.06	0.00605510142294883	42.65205	0.00721765511841844
		34.08	0.00272479564032698	42.67835	0.0066793893129771
		34.1	0.0036330608537693	42.70465	0.00797612057154043
		34.12	0.0036330608537693	42.73095	0.00692405558817771
		34.14	0.00272479564032698	42.75725	0.00638578978273636
		34.16	0.00333030578262186	42.78355	0.00721765511841844
		34.18	0.00393581592491674	42.80985	0.00570072421217455
		34.2	0.00454132606721163	42.83615	0.0066793893129771
		34.22	0.00393581592491674	42.86245	0.005480524564494
		34.24	0.00333030578262186	42.88875	0.00567625758465449
		34.26	0.00333030578262186	42.91505	0.00685065570561752
		34.28	0.00181653042688465	42.94135	0.00570072421217455
		34.3	0.00242204056917953	42.96765	0.0057985907222548
		34.32	0.00514683620950651	42.99395	0.00550499119201406
		34.34	0.00333030578262186	43.02025	0.00508905852417303
		34.36	0.00211928549803209	43.04655	0.00611665688001569
		34.38	0.00544959128065395	43.07285	0.00594539048737526
		34.4	0.00454132606721163	43.09915	0.00484439224897242
		34.42	0.00211928549803209	43.12545	0.00621452339009594
		34.44	0.00302755071147442	43.15175	0.0049177921315326
		34.46	0.00302755071147442	43.17805	0.00506459189665297
		34.48	0.0036330608537693	43.20435	0.00518692503425327
		34.5	0.00211928549803209	43.23065	0.00511352515169309
		34.52	0.00272479564032698	43.25695	0.00477099236641223
		34.54	0.00333030578262186	43.28325	0.005480524564494
		34.56	0.00393581592491674	43.30955	0.00489332550401254
		34.58	0.00151377535573721	43.33585	0.00641025641025642
		34.6	6.05510142294883E-4	43.36215	0.00567625758465449
		34.62	0.00272479564032698	43.38845	0.00499119201409278
		34.64	0.00121102028458977	43.41475	0.00528479154433351
		34.66	9.08265213442325E-4	43.44105	0.00484439224897242
		34.68	0.00242204056917953	43.46735	0.00499119201409278
		34.7	0.00423857099606418	43.49365	0.00433059307105113
		34.72	0.00393581592491674	43.51995	0.0045997259737718
		34.74	0.00423857099606418	43.54625	0.0049177921315326
		34.76	0.00151377535573721	43.57255	0.0041593266784106
		34.78	0.00423857099606418	43.59885	0.00423272656097079
		34.8	0.00302755071147442	43.62515	0.00357212761792914
		34.82	0.00211928549803209	43.65145	0.00484439224897242
		34.84	3.02755071147442E-4	43.67775	0.00362106087296926
		34.86	0.00333030578262186	43.70405	0.00477099236641223
		34.88	0.00393581592491674	43.73035	0.00435505969857119
		34.9	0.00211928549803209	43.75665	0.00342532785280877
		34.92	0.00393581592491674	43.78295	0.00496672538657272
		34.94	0.00423857099606418	43.80925	0.00464865922881193
		34.96	0.00242204056917953	43.83555	0.00425719318849095
		34.98	0.00272479564032698	43.86185	0.00369446075552944
		35	0.00181653042688465	43.88815	0.00352319436288902
		35.02	0.00272479564032698	43.91445	0.00286259541984737
		35.04	0.00302755071147442	43.94075	0.0037189273830495
		35.06	0.00393581592491674	43.96705	0.00322959483264828
		35.08	0.0036330608537693	43.99335	0.00276472890976712
		35.1	0.00423857099606418	44.01965	0.00413486005089054
		35.12	0.00302755071147442	44.04595	0.00364552750048932
		35.14	0.00242204056917953	44.07225	0.00499119201409278
		35.16	0.00211928549803209	44.09855	0.00310726169504798
		35.18	0.00121102028458977	44.12485	0.00362106087296926
		35.2	0.00302755071147442	44.15115	0.00364552750048932
		35.22	0.00454132606721163	44.17745	0.00374339401056956
		35.24	0.00211928549803209	44.20375	0.00406146016833036
		35.26	0.00181653042688465	44.23005	0.00366999412800938
		35.28	6.05510142294883E-4	44.25635	0.00389019377568993
		35.3	0.00181653042688465	44.28265	0.00300939518496773
		35.32	0.00211928549803209	44.30895	0.00364552750048932
		35.34	0.00181653042688465	44.33525	0.00249559600704635
		35.36	0.00211928549803209	44.36155	0.00420825993345073
		35.38	0.00302755071147442	44.38785	0.00335192797024859
		35.4	0.00302755071147442	44.41415	0.00477099236641223
		35.42	0.00333030578262186	44.44045	0.00310726169504798
		35.44	0.00333030578262186	44.46675	0.00303386181248779
		35.46	0.00423857099606418	44.49305	0.00401252691329024
		35.48	0.00484408113835907	44.51935	0.00298492855744767
		35.5	0.00302755071147442	44.54565	0.00347426110784889
		35.52	0.00454132606721163	44.57195	0.00406146016833036
		35.54	0.00666061156524372	44.59825	0.0022264631043257
		35.56	0.00484408113835907	44.62455	0.00354766099040908
		35.58	0.00605510142294883	44.65085	0.00411039342337048
		35.6	0.00575234635180139	44.67715	0.00349872773536896
		35.62	0.00454132606721163	44.70345	0.0035965942454492
		35.64	0.00333030578262186	44.72975	0.00332746134272853
		35.66	0.00484408113835907	44.75605	0.00308279506752792
		35.68	0.00333030578262186	44.78235	0.00332746134272853
		35.7	0.00454132606721163	44.80865	0.00308279506752792
		35.72	0.0036330608537693	44.83495	0.00310726169504798
		35.74	0.00242204056917953	44.86125	0.0035965942454492
		35.76	0.00242204056917953	44.88755	0.00283812879232731
		35.78	0.00333030578262186	44.91385	0.00347426110784889
		35.8	0.00454132606721163	44.94015	0.0041593266784106
		35.82	0.0036330608537693	44.96645	0.00376786063808963
		35.84	0.00272479564032698	44.99275	0.00327852808768841
		35.86	0.00151377535573721	45.01905	0.00362106087296926
		35.88	0.00211928549803209	45.04535	0.00320512820512822
		35.9	0.00211928549803209	45.07165	0.00335192797024859
		35.92	0.00272479564032698	45.09795	0.00276472890976712
		35.94	0.00272479564032698	45.12425	0.00313172832256804
		35.96	0.00333030578262186	45.15055	0.00303386181248779
		35.98	0.00333030578262186	45.17685	0.00259346251712659
		36	0.00211928549803209	45.20315	0.00379232726560969
		36.02	0.0036330608537693	45.22945	0.00300939518496773
		36.04	9.08265213442325E-4	45.25575	0.00308279506752792
		36.06	0.00302755071147442	45.28205	0.00298492855744767
		36.08	0.00302755071147442	45.30835	0.00296046192992761
		36.1	0.00211928549803209	45.33465	0.00283812879232731
		36.12	0.0036330608537693	45.36095	0.00217752984928558
		36.14	0.00242204056917953	45.38725	0.00266686239968678
		36.16	0.00181653042688465	45.41355	0.00300939518496773
		36.18	0.00242204056917953	45.43985	0.00298492855744767
		36.2	0.0036330608537693	45.46615	0.00220199647680564
		36.22	0.00333030578262186	45.49245	0.00303386181248779
		36.24	0.00272479564032698	45.51875	0.00313172832256804
		36.26	0.00211928549803209	45.54505	0.00310726169504798
		36.28	0.00272479564032698	45.57135	0.00286259541984737
		36.3	9.08265213442325E-4	45.59765	0.00318066157760816
		36.32	0.00242204056917953	45.62395	0.00308279506752792
		36.34	0.00211928549803209	45.65025	0.00320512820512822
		36.36	0.00393581592491674	45.67655	0.00364552750048932
		36.38	0.0036330608537693	45.70285	0.00332746134272853
		36.4	9.08265213442325E-4	45.72915	0.00200626345664514
		36.42	0.00151377535573721	45.75545	0.00335192797024859
		36.44	0.00333030578262186	45.78175	0.00283812879232731
		36.46	0.00302755071147442	45.80805	0.00357212761792914
		36.48	3.02755071147442E-4	45.83435	0.00384126052064981
		36.5	0.00211928549803209	45.86065	0.00342532785280877
		36.52	0.0036330608537693	45.88695	0.00276472890976712
		36.54	0.00151377535573721	45.91325	0.00198179682912508
		36.56	0.00211928549803209	45.93955	0.00296046192992761
		36.58	0.00121102028458977	45.96585	0.00305832844000786
		36.6	0.00211928549803209	45.99215	0.002715795654727
		36.62	0.00211928549803209	46.01845	0.00303386181248779
		36.64	0.00272479564032698	46.04475	0.00276472890976712
		36.66	0.00272479564032698	46.07105	0.00217752984928558
		36.68	0.00211928549803209	46.09735	0.00144353102368369
		36.7	0.00302755071147442	46.12365	0.00261792914464666
		36.72	0.0036330608537693	46.14995	0.0024221961244862
		36.74	0.00454132606721163	46.17625	0.00303386181248779
		36.76	0.00333030578262186	46.20255	0.00347426110784889
		36.78	0.00181653042688465	46.22885	0.00259346251712659
		36.8	0.00151377535573721	46.25515	0.00247112937952633
		36.82	0.00302755071147442	46.28145	0.00232432961440595
		36.84	0.00302755071147442	46.30775	0.00261792914464666
		36.86	0.00302755071147442	46.33405	0.00249559600704635
		36.88	0.0036330608537693	46.36035	0.00298492855744767
		36.9	0.00272479564032698	46.38665	0.00266686239968678
		36.92	0.00393581592491674	46.41295	0.0040369935408103
		36.94	0.00272479564032698	46.43925	0.00266686239968678
		36.96	0.00302755071147442	46.46555	0.00310726169504798
		36.98	0.00242204056917953	46.49185	0.00281366216480724
		37	0.00514683620950651	46.51815	0.00256899588960653
		37.02	0.00544959128065395	46.54445	0.00379232726560969
		37.04	0.00302755071147442	46.57075	0.00376786063808963
		37.06	0.00635785649409628	46.59705	0.00430612644353107
		37.08	0.00787163184983349	46.62335	0.00401252691329024
		37.1	0.010293672419013	46.64965	0.00452632609121162
		37.12	0.0108991825613079	46.67595	0.00411039342337048
		37.14	0.0108991825613079	46.70225	0.00457525934625174
		37.16	0.0105964274901605	46.72855	0.00555392444705419
		37.18	0.0175597941265516	46.75485	0.00479545899393229
		37.2	0.0127157129881926	46.78115	0.00481992562145235
		37.22	0.0154405086285195	46.80745	0.00550499119201406
		37.24	0.0166515289131093	46.83375	0.00660598943041691
		37.26	0.0115046927036028	46.86005	0.0071197886083382
		37.28	0.00877989706327581	46.88635	0.00518692503425327
		37.3	0.01301846805934	46.91265	0.00670385594049716
		37.32	0.00908265213442325	46.93895	0.00619005676257587
		37.34	0.0072661217075386	46.96525	0.00663045605793697
		37.36	0.00484408113835907	46.99155	0.00570072421217455
		37.38	0.00151377535573721	47.01785	0.00601879036993545
		37.4	0.00544959128065395	47.04415	0.00731552162849868
		37.42	0.00272479564032698	47.07045	0.00621452339009594
		37.44	0.00393581592491674	47.09675	0.00675278919553728
		37.46	0.00484408113835907	47.12305	0.00545605793697394
		37.48	0.00484408113835907	47.14935	0.00609219025249563
		37.5	0.0036330608537693	47.17565	0.00694852221569777
		37.52	0.00242204056917953	47.20195	0.00663045605793697
		37.54	0.00393581592491674	47.22825	0.00672832256801722
		37.56	0.00333030578262186	47.25455	0.00633685652769624
		37.58	0.00302755071147442	47.28085	0.00707085535329807
		37.6	0.00121102028458977	47.30715	0.00804952045410062
		37.62	0.00242204056917953	47.33345	0.00702192209825795
		37.64	0.00514683620950651	47.35975	0.0081229203366608
		37.66	0.00333030578262186	47.38605	0.00858778625954196
		37.68	0.00272479564032698	47.41235	0.00861225288706202
		37.7	0.00302755071147442	47.43865	0.00858778625954196
		37.72	0.00151377535573721	47.46495	0.00885691916226263
		37.74	0.00181653042688465	47.49125	0.00765805441377964
		37.76	0.0036330608537693	47.51755	0.00726658837345856
		37.78	0.00211928549803209	47.54385	0.00741338813857903
		37.8	0.00242204056917953	47.57015	0.00530925817185357
		37.82	0.00181653042688465	47.59645	0.00648365629281661
		37.84	0.00242204056917953	47.62275	0.00555392444705419
		37.86	0.00181653042688465	47.64905	0.00489332550401254
		37.88	0.00333030578262186	47.67535	0.0041593266784106
		37.9	0.00393581592491674	47.70165	0.00435505969857119
		37.92	0.00151377535573721	47.72795	0.00528479154433351
		37.94	0.00151377535573721	47.75425	0.00494225875905266
		37.96	0.00393581592491674	47.78055	0.00435505969857119
		37.98	0.00302755071147442	47.80685	0.00347426110784889
		38	9.08265213442325E-4	47.83315	0.0044773928361715
		38.02	0.00151377535573721	47.85945	0.00340086122528871
		38.04	0.00272479564032698	47.88575	0.00354766099040908
		38.06	0.00211928549803209	47.91205	0.00499119201409278
		38.08	0.00544959128065395	47.93835	0.0041593266784106
		38.1	0.00272479564032698	47.96465	0.00506459189665297
		38.12	0.00302755071147442	47.99095	0.00496672538657272
		38.14	6.05510142294883E-4	48.01725	0.00658152280289685
		38.16	0.00242204056917953	48.04355	0.0053581914268937
		38.18	0.00302755071147442	48.06985	0.00611665688001569
		38.2	0.00151377535573721	48.09615	0.00709532198081813
		38.22	0.00151377535573721	48.12245	0.00543159130945388
		38.24	0.00181653042688465	48.14875	0.00658152280289685
		38.26	0.00393581592491674	48.17505	0.00883245253474257
		38.28	0.00302755071147442	48.20135	0.00807398708162068
		38.3	0.00393581592491674	48.22765	0.00863671951458208
		38.32	0.00242204056917953	48.25395	0.00836758661186141
		38.34	0.00393581592491674	48.28025	0.00839205323938147
		38.36	0.00272479564032698	48.30655	0.00733998825601874
		38.38	0.00211928549803209	48.33285	0.00748678802113921
		38.4	0.00242204056917953	48.35915	0.00621452339009594
		38.42	0.00272479564032698	48.38545	0.0075601879036994
		38.44	0.00121102028458977	48.41175	0.00545605793697394
		38.46	0.00393581592491674	48.43805	0.00538265805441376
		38.48	0.00181653042688465	48.46435	0.0045997259737718
		38.5	0.00302755071147442	48.49065	0.0053581914268937
		38.52	0.00393581592491674	48.51695	0.00327852808768841
		38.54	0.00121102028458977	48.54325	0.00347426110784889
		38.56	0.00393581592491674	48.56955	0.00354766099040908
		38.58	0.00333030578262186	48.59585	0.00474652573889217
		38.6	0.00302755071147442	48.62215	0.0035965942454492
		38.62	0.00302755071147442	48.64845	0.00212859659424545
		38.64	0.00211928549803209	48.67475	0.00293599530240755
		38.66	0.00696336663639116	48.70105	0.00291152867488749
		38.68	0.00484408113835907	48.72735	0.00266686239968678
		38.7	0.00605510142294883	48.75365	0.00225092973184576
		38.72	0.00544959128065395	48.77995	0.00229986298688589
		38.74	0.00635785649409628	48.80625	0.00141906439616363
		38.76	0.00999091734786558	48.83255	0.00190839694656488
		38.78	0.00514683620950651	48.85885	0.00293599530240755
		38.8	0.00575234635180139	48.88515	0.00239772949696614
		38.82	0.0036330608537693	48.91145	0.00252006263456641
		38.84	0.00514683620950651	48.93775	0.00266686239968678
		38.86	0.00454132606721163	48.96405	0.00300939518496773
		38.88	0.00302755071147442	48.99035	0.00163926404384419
		38.9	0.00423857099606418	49.01665	0.00232432961440595
		38.92	0.00454132606721163	49.04295	0.00256899588960653
		38.94	0.00242204056917953	49.06925	0.00212859659424545
		38.96	0.0036330608537693	49.09555	0.00212859659424545
		38.98	0.00242204056917953	49.12185	0.00200626345664514
		39	0.00484408113835907	49.14815	0.00171266392640439
		39.02	0.00121102028458977	49.17445	0.00198179682912508
		39.04	0.00423857099606418	49.20075	0.00220199647680564
		39.06	0.00605510142294883	49.22705	0.00264239577216672
		39.08	0.00484408113835907	49.25335	0.00362106087296926
		39.1	0.00272479564032698	49.27965	0.00205519671168526
		39.12	0.00393581592491674	49.30595	0.00278919553728718
		39.14	0.00454132606721163	49.33225	0.00327852808768841
		39.16	0.00605510142294883	49.35855	0.00261792914464666
		39.18	0.00605510142294883	49.38485	0.00352319436288902
		39.2	0.00333030578262186	49.41115	0.00229986298688589
		39.22	0.00242204056917953	49.43745	0.00352319436288902
		39.24	0.00302755071147442	49.46375	0.00252006263456641
		39.26	0.00333030578262186	49.49005	0.00264239577216672
		39.28	0.00181653042688465	49.51635	0.00247112937952633
		39.3	0.00514683620950651	49.54265	0.00212859659424545
		39.32	0.00605510142294883	49.56895	0.00239772949696614
		39.34	0.00423857099606418	49.59525	0.00212859659424545
		39.36	0.00302755071147442	49.62155	0.00195733020160501
