Raman schift	Intensity	Normalized Y1	Intensity
cm-1	Counts		a.u.
x=0%, d =4%	x=0%, d =4%	x=0%, d =4%	x=0%, d =4%
70.4567	250.421	0.0708360821568368	0.0708360821568368
72.5661	248.211	0.0513964023397987	0.0513964023397987
74.675	248.895	0.0574130272243481	0.0574130272243481
76.7791	250.632	0.0726920877864275	0.0726920877864275
78.8871	249.105	0.0592602366187271	0.0592602366187271
80.9924	249.158	0.0597264370849276	0.0597264370849276
83.0973	252	0.0847253375555263	0.0847253375555263
85.1996	254.947	0.110647842723314	0.110647842723314
87.3035	258.211	0.139358754453094	0.139358754453094
89.4048	255.789	0.118054272771254	0.118054272771254
91.5056	258.737	0.143985574174254	0.143985574174254
93.6039	261.158	0.165281259620882	0.165281259620882
95.7059	265.895	0.20694902581695	0.20694902581695
97.8032	264.579	0.195373180278841	0.195373180278841
99.9001	262.789	0.179627919250561	0.179627919250561
101.996	262.737	0.179170515019572	0.179170515019572
104.092	267.579	0.221761885912829	0.221761885912829
106.186	264.053	0.190746360557681	0.190746360557681
108.281	264.421	0.193983375115451	0.193983375115451
110.373	266.947	0.216202665259269	0.216202665259269
112.465	273.789	0.276386506575186	0.276386506575186
114.556	277.895	0.312503848352905	0.312503848352905
116.645	276.105	0.296758587324625	0.296758587324625
118.735	274.632	0.283801732858337	0.283801732858337
120.823	276.105	0.296758587324625	0.296758587324625
122.911	272.895	0.268522672296257	0.268522672296257
124.996	274.684	0.284259137089326	0.284259137089326
127.082	271.947	0.260183841315917	0.260183841315917
129.168	271.737	0.258336631921538	0.258336631921538
131.252	270.316	0.245837181686238	0.245837181686238
133.335	269.632	0.239820556801689	0.239820556801689
135.417	276.105	0.296758587324625	0.296758587324625
137.497	290.632	0.42454149623961	0.42454149623961
139.579	287.632	0.398152790605621	0.398152790605621
141.657	278.895	0.321300083564234	0.321300083564234
143.736	271.474	0.256023222060958	0.256023222060958
145.812	267.737	0.22315169107622	0.22315169107622
147.892	264.632	0.195839380745041	0.195839380745041
149.967	265.158	0.200466200466201	0.200466200466201
152.041	261.474	0.168060869947662	0.168060869947662
154.115	261.947	0.172221489202621	0.172221489202621
156.189	259.737	0.152781809385583	0.152781809385583
158.258	257.895	0.136579144126314	0.136579144126314
160.331	259.895	0.154171614548973	0.154171614548973
162.401	257.474	0.132875929102344	0.132875929102344
164.47	261.895	0.171764084971632	0.171764084971632
166.537	255.316	0.113893653516295	0.113893653516295
168.606	257.684	0.134723138496724	0.134723138496724
170.675	256.053	0.120376478867045	0.120376478867045
172.74	256.211	0.121766284030435	0.121766284030435
174.805	259.474	0.150468399525003	0.150468399525003
176.868	264.211	0.192136165721072	0.192136165721072
178.93	254.105	0.103241412675375	0.103241412675375
180.994	254.421	0.106021023002155	0.106021023002155
183.056	255.526	0.115740862910674	0.115740862910674
185.116	255.105	0.112037647886704	0.112037647886704
187.175	255.526	0.115740862910674	0.115740862910674
189.233	256.737	0.126393103751595	0.126393103751595
191.294	254.789	0.109258037559924	0.109258037559924
193.347	256.105	0.120833883098034	0.120833883098034
195.403	254.895	0.110190438492325	0.110190438492325
197.459	255.211	0.112970048819106	0.112970048819106
199.515	258.368	0.140739763381273	0.140739763381273
201.568	259.263	0.148612393895413	0.148612393895413
203.621	260.316	0.157874829572943	0.157874829572943
205.671	260.895	0.162967849760302	0.162967849760302
207.724	262.737	0.179170515019572	0.179170515019572
209.773	262.421	0.176390904692791	0.176390904692791
211.822	265.211	0.200932400932401	0.200932400932401
213.87	264.526	0.19490697981264	0.19490697981264
215.918	267.474	0.22083828121564	0.22083828121564
217.963	268.211	0.22732110656639	0.22732110656639
220.01	268.895	0.233337731450939	0.233337731450939
222.054	274.632	0.283801732858337	0.283801732858337
224.096	273.053	0.269912477459647	0.269912477459647
226.139	274.895	0.286115142718916	0.286115142718916
228.182	278.632	0.318986673703655	0.318986673703655
230.223	280.421	0.334723138496723	0.334723138496723
232.262	285.316	0.377780709856181	0.377780709856181
234.302	283.947	0.365738663851871	0.365738663851871
236.339	282.842	0.356018823943352	0.356018823943352
238.377	286.737	0.390280160091481	0.390280160091481
240.411	290.158	0.420372080749439	0.420372080749439
242.449	295.474	0.467132867132867	0.467132867132867
244.484	312.263	0.614812860095879	0.614812860095879
246.517	348.842	0.936570347891102	0.936570347891102
248.549	352.421	0.968052073712451	0.968052073712451
250.581	320.737	0.689352157276686	0.689352157276686
252.612	315.368	0.642125170427057	0.642125170427057
254.643	338.105	0.842125170427057	0.842125170427057
256.673	356.053	1	1
258.701	343.316	0.887962352113295	0.887962352113295
260.728	326.053	0.736112943660113	0.736112943660113
262.753	295.474	0.467132867132867	0.467132867132867
264.782	274.316	0.281022122531556	0.281022122531556
266.806	265.737	0.205559220653561	0.205559220653561
268.829	263.211	0.183339930509742	0.183339930509742
270.852	259.737	0.152781809385583	0.152781809385583
272.875	260.263	0.157408629106742	0.157408629106742
274.893	259.737	0.152781809385583	0.152781809385583
276.915	262.211	0.174543695298412	0.174543695298412
278.936	257.421	0.132409728636144	0.132409728636144
280.953	255.842	0.118520473237455	0.118520473237455
282.971	257.526	0.133333333333333	0.133333333333333
284.987	255.737	0.117596868540265	0.117596868540265
287.002	259.316	0.149078594361613	0.149078594361613
289.017	254.421	0.106021023002155	0.106021023002155
291.032	253.947	0.101851607511985	0.101851607511985
293.044	253.579	0.0986145929542157	0.0986145929542157
295.057	253.632	0.0990807934204161	0.0990807934204161
297.068	256.158	0.121300083564235	0.121300083564235
299.079	256.842	0.127316708448784	0.127316708448784
