LayerData
1.6430496e-11	1.4313798e-11	1.6354609e-11	1.9131452e-11	1.8572118e-11	1.82579e-11	1.9395428e-11	1.8113412e-11	2.0659115e-11	2.1261102e-11	1.9743438e-11	2.1129969e-11	2.0784359e-11	2.0744864e-11	1.7544445e-11	1.3970726e-11	1.7274595e-11	1.8479355e-11	1.7150337e-11	2.0497704e-11	2.0182973e-11	1.9469551e-11	2.2215193e-11	2.3324866e-11	2.0749062e-11	2.0990515e-11	2.1633301e-11	2.2600397e-11	2.5690828e-11	2.26028e-11	2.0080118e-11	1.9795807e-11	2.0962244e-11	1.937467e-11	1.7672794e-11	1.9025698e-11	1.9165142e-11	2.002578e-11	2.2860073e-11	2.1698058e-11	2.3425787e-11	2.4351184e-11	2.5352376e-11	2.0594056e-11	2.3416668e-11	2.3456544e-11	1.895614e-11	1.9840657e-11	2.7073453e-11	2.5147918e-11	2.2332757e-11	1.8922228e-11	2.482011e-11	2.4697836e-11	2.6945807e-11	2.8339204e-11	2.3635005e-11	2.2825018e-11	1.9390926e-11	2.0769442e-11	2.3185912e-11	2.5279358e-11	2.4176919e-11	2.2511687e-11	2.3366279e-11	2.512388e-11	2.4248598e-11	1.7885844e-11	1.8979046e-11	2.0501592e-11	2.1305719e-11	1.994328e-11	2.1093806e-11	2.1899701e-11	2.2447353e-11	2.2899151e-11	2.2124523e-11
1.5832446e-11	1.4072507e-11	1.7121853e-11	1.8801703e-11	1.9027944e-11	1.928812e-11	1.8884458e-11	1.8953145e-11	2.0796805e-11	2.2580557e-11	1.898626e-11	2.1390452e-11	2.1282118e-11	2.0032259e-11	1.775932e-11	1.4454038e-11	1.6721926e-11	1.8495341e-11	1.737945e-11	1.9835279e-11	2.0575234e-11	1.7736959e-11	2.052809e-11	2.2071935e-11	1.927606e-11	2.2051853e-11	2.2314312e-11	2.3087091e-11	2.6989666e-11	2.1049142e-11	1.9424963e-11	1.8412669e-11	2.0541849e-11	1.8835057e-11	1.8003314e-11	1.8731787e-11	1.7998032e-11	2.0735851e-11	2.2163426e-11	2.2435954e-11	2.3561687e-11	2.4741586e-11	2.3434968e-11	2.0466399e-11	2.3907784e-11	2.3678783e-11	1.9238052e-11	2.0390739e-11	2.7396186e-11	2.3600386e-11	2.2165087e-11	2.0870635e-11	2.4842873e-11	2.3356412e-11	2.6657003e-11	2.8100296e-11	2.3170601e-11	2.2360657e-11	1.9505239e-11	2.0347156e-11	2.331985e-11	2.4074348e-11	2.2784259e-11	2.2334641e-11	2.2655279e-11	2.4302721e-11	2.4559148e-11	1.7059732e-11	1.856711e-11	1.997435e-11	2.0269965e-11	2.0402376e-11	2.1059902e-11	2.181991e-11	2.277149e-11	2.340403e-11	2.1893952e-11
1.5163201e-11	1.4700852e-11	1.7145346e-11	1.8910186e-11	1.8724309e-11	1.885845e-11	1.9632873e-11	1.8385567e-11	2.0555935e-11	2.2232933e-11	2.0770594e-11	2.1624253e-11	2.0393805e-11	2.0300558e-11	1.6887745e-11	1.522993e-11	1.6447e-11	1.8490636e-11	1.672805e-11	1.900321e-11	2.0396003e-11	1.7341526e-11	1.9473942e-11	2.2066196e-11	1.9669592e-11	2.2543134e-11	2.2068656e-11	2.200435e-11	2.6825757e-11	2.2478439e-11	2.0485631e-11	2.0011786e-11	2.1353287e-11	1.9533146e-11	1.9242753e-11	1.918655e-11	1.8226682e-11	2.0546271e-11	2.114087e-11	2.4325802e-11	2.4732019e-11	2.5135994e-11	2.4026938e-11	2.1123383e-11	2.2692796e-11	2.3299739e-11	1.9351265e-11	1.9943684e-11	2.6595327e-11	2.4269212e-11	2.1720655e-11	2.0703016e-11	2.3364744e-11	2.3312945e-11	2.4424924e-11	2.7252943e-11	2.2056848e-11	2.3266175e-11	2.0080586e-11	2.1543926e-11	2.3831347e-11	2.3901566e-11	2.4181025e-11	2.2995286e-11	2.2871531e-11	2.3314604e-11	2.3833614e-11	1.7321198e-11	1.8672923e-11	1.9571803e-11	1.9560928e-11	2.0558309e-11	2.0591208e-11	2.0498688e-11	2.2890665e-11	2.2540494e-11	2.2039424e-11
1.5084803e-11	1.4927106e-11	1.7645017e-11	1.9190685e-11	1.8801493e-11	1.9791262e-11	1.9751086e-11	1.8361994e-11	2.2014847e-11	2.216537e-11	2.0998342e-11	2.0572837e-11	2.1049384e-11	2.0853489e-11	1.6873279e-11	1.4006274e-11	1.5579482e-11	1.6798023e-11	1.552225e-11	1.7324579e-11	1.8993692e-11	1.6288087e-11	1.9321317e-11	2.1100073e-11	1.9507828e-11	2.185138e-11	2.1538153e-11	2.0233331e-11	2.3813975e-11	2.3024692e-11	2.0149165e-11	1.9804214e-11	2.1395705e-11	1.9809978e-11	1.8277107e-11	1.9489826e-11	1.8549164e-11	2.0630195e-11	2.0358486e-11	2.6394538e-11	2.5849885e-11	2.4819414e-11	2.3363114e-11	2.0677788e-11	2.3793065e-11	2.2661741e-11	1.8709985e-11	1.89555e-11	2.6662705e-11	2.6396529e-11	2.1626426e-11	2.0007208e-11	2.3354221e-11	2.2358412e-11	2.4416753e-11	2.6251397e-11	2.1513041e-11	2.3279316e-11	1.9470798e-11	2.2462591e-11	2.3930687e-11	2.3918577e-11	2.5184931e-11	2.4229388e-11	2.2447684e-11	2.3491062e-11	2.1724473e-11	1.7282445e-11	1.816133e-11	1.8917763e-11	1.9966591e-11	2.0017184e-11	2.2191081e-11	2.2271643e-11	2.2656474e-11	2.3344802e-11	2.1542683e-11
1.5332652e-11	1.458895e-11	1.7126162e-11	1.8435718e-11	1.8609633e-11	1.9618076e-11	1.9852581e-11	1.7714342e-11	2.0002375e-11	2.2981542e-11	1.9289115e-11	2.1612385e-11	2.0610692e-11	2.0435648e-11	1.6475933e-11	1.4255599e-11	1.575625e-11	1.7000278e-11	1.5810868e-11	1.8530007e-11	1.9720319e-11	1.575747e-11	1.9670729e-11	2.081498e-11	1.906328e-11	2.031531e-11	2.0186512e-11	2.066758e-11	2.4627696e-11	2.2761808e-11	2.0770975e-11	2.0812572e-11	2.2843852e-11	2.040525e-11	1.7764616e-11	2.0074362e-11	1.7749375e-11	2.179025e-11	2.1428817e-11	2.4421014e-11	2.5027987e-11	2.3947027e-11	2.2749629e-11	2.0104907e-11	2.4042242e-11	2.1754471e-11	1.8248691e-11	1.9863699e-11	2.5987287e-11	2.5218713e-11	2.1855929e-11	2.0574284e-11	2.3946701e-11	2.3125852e-11	2.550289e-11	2.6755166e-11	2.3137426e-11	2.4099334e-11	1.8758908e-11	2.1485824e-11	2.2662712e-11	2.4587013e-11	2.3438401e-11	2.2532439e-11	2.2828954e-11	2.1840529e-11	2.2111507e-11	1.6560624e-11	1.7902237e-11	1.8615691e-11	2.1447346e-11	2.0538444e-11	2.2619965e-11	2.245377e-11	2.1894009e-11	2.1108745e-11	2.2462575e-11
1.4953074e-11	1.4114284e-11	1.7173925e-11	1.8385515e-11	1.8685893e-11	1.8786566e-11	1.9066051e-11	1.6537651e-11	1.745714e-11	2.2626175e-11	1.8407406e-11	2.0239921e-11	2.0582236e-11	2.0530353e-11	1.5384582e-11	1.4967456e-11	1.6120636e-11	1.7717966e-11	1.6636562e-11	1.8788847e-11	2.034267e-11	1.5937113e-11	2.059544e-11	2.1490608e-11	1.9474719e-11	1.9468337e-11	2.0675028e-11	1.9924524e-11	2.392528e-11	2.2006376e-11	2.0353852e-11	1.9806422e-11	2.304938e-11	2.1430715e-11	1.7757689e-11	1.8881986e-11	1.8583099e-11	2.2162699e-11	2.1690103e-11	2.5230642e-11	2.6625157e-11	2.3660879e-11	2.4777772e-11	2.0153733e-11	2.5186447e-11	2.197495e-11	1.8828933e-11	2.0255702e-11	2.4522093e-11	2.4282663e-11	2.3789979e-11	2.1507787e-11	2.3800253e-11	2.3660457e-11	2.5093436e-11	2.7544252e-11	2.3885746e-11	2.3671813e-11	1.9151776e-11	2.1814908e-11	2.2265025e-11	2.4904207e-11	2.213949e-11	2.0140988e-11	2.175414e-11	2.1951354e-11	2.1864874e-11	1.6469806e-11	1.8991069e-11	1.8041629e-11	2.1453268e-11	2.1317663e-11	2.0694743e-11	2.2783688e-11	2.0856025e-11	2.1141599e-11	2.3176547e-11
1.4493179e-11	1.4194626e-11	1.6652102e-11	1.8608972e-11	1.8250878e-11	1.9139551e-11	1.9440789e-11	1.6883411e-11	1.7834395e-11	2.2140007e-11	1.8400765e-11	1.8352025e-11	2.06182e-11	2.1398393e-11	1.573512e-11	1.4200263e-11	1.6098928e-11	1.7462696e-11	1.6955073e-11	1.8065867e-11	1.990088e-11	1.7433067e-11	2.2470255e-11	2.262953e-11	1.9846475e-11	2.0131785e-11	2.1934827e-11	2.0970078e-11	2.5300604e-11	2.0893827e-11	2.0186113e-11	2.0214025e-11	2.1856286e-11	2.1645047e-11	1.8044203e-11	1.9689687e-11	1.8638459e-11	2.2656698e-11	2.3279774e-11	2.4554322e-11	2.5926573e-11	2.4321009e-11	2.5175936e-11	2.075768e-11	2.7286264e-11	2.2268595e-11	1.8858642e-11	2.0394044e-11	2.4731493e-11	2.5222168e-11	2.4124924e-11	1.9714817e-11	2.353258e-11	2.3956566e-11	2.600193e-11	2.6701554e-11	2.4704683e-11	2.3836743e-11	1.8641002e-11	2.3349229e-11	2.2179359e-11	2.4780504e-11	2.228252e-11	2.0178491e-11	2.2844684e-11	2.2147825e-11	2.2305364e-11	1.6451632e-11	2.0576398e-11	1.8971085e-11	2.2444883e-11	2.2463894e-11	2.2013499e-11	2.3817951e-11	2.0696623e-11	2.1828808e-11	2.1920223e-11
1.5985662e-11	1.5422285e-11	1.7940854e-11	1.9048483e-11	1.8691762e-11	1.9282145e-11	1.947917e-11	1.6449947e-11	1.8626579e-11	2.1359876e-11	1.8266626e-11	2.0103183e-11	1.8535798e-11	2.0593074e-11	1.5887836e-11	1.4008382e-11	1.6801439e-11	1.7933956e-11	1.6831108e-11	1.8279999e-11	2.0524821e-11	1.7847425e-11	2.3885919e-11	2.2982821e-11	2.0596013e-11	2.1580038e-11	2.193256e-11	2.0212857e-11	2.3764452e-11	2.2001385e-11	2.2537158e-11	1.964205e-11	2.0979319e-11	2.0127202e-11	1.8517068e-11	1.8563966e-11	1.7803928e-11	2.3520956e-11	2.1647543e-11	2.5179111e-11	2.6736497e-11	2.5501205e-11	2.581824e-11	2.2261516e-11	2.7796142e-11	2.3789814e-11	1.9334444e-11	2.104655e-11	2.5756968e-11	2.5087267e-11	2.4042166e-11	2.056599e-11	2.2838589e-11	2.4262948e-11	2.5383206e-11	2.6930271e-11	2.4227353e-11	2.3935371e-11	1.9401878e-11	2.3129451e-11	2.2383227e-11	2.5197625e-11	2.2285829e-11	2.1691468e-11	2.3534018e-11	2.2981698e-11	2.1584571e-11	1.7304942e-11	2.0438217e-11	1.9815096e-11	2.1277986e-11	2.2151522e-11	2.3973197e-11	2.5320801e-11	2.1677644e-11	2.1827358e-11	2.2363928e-11
1.4952732e-11	1.5216776e-11	1.7710524e-11	1.7686404e-11	1.8270035e-11	1.8461937e-11	1.8425442e-11	1.6117326e-11	1.8309958e-11	2.2155526e-11	1.8423041e-11	2.0829232e-11	1.8233123e-11	2.0270223e-11	1.648634e-11	1.3945847e-11	1.6902502e-11	1.8594e-11	1.731746e-11	1.8944988e-11	2.0434114e-11	1.9021224e-11	2.3986939e-11	2.2439059e-11	2.0256217e-11	2.1069474e-11	2.4577351e-11	2.0485343e-11	2.2369075e-11	2.0922932e-11	2.1524399e-11	1.9771887e-11	2.1124984e-11	1.9906734e-11	1.7736063e-11	1.9894688e-11	1.8203865e-11	2.3431378e-11	2.6218585e-11	2.3199588e-11	2.5817334e-11	2.6294921e-11	2.6395273e-11	2.1548046e-11	2.6924013e-11	2.3358442e-11	1.9598002e-11	2.0177299e-11	2.5876159e-11	2.404494e-11	2.2948081e-11	2.017559e-11	2.3543412e-11	2.3769835e-11	2.6984944e-11	2.728663e-11	2.3950874e-11	2.301735e-11	2.0425014e-11	2.2680009e-11	2.2472621e-11	2.6421794e-11	2.2502162e-11	2.172176e-11	2.4031449e-11	2.3896723e-11	2.2695778e-11	1.7587411e-11	2.0485775e-11	2.0040351e-11	2.2737355e-11	2.1810475e-11	2.3944114e-11	2.5112459e-11	2.1362235e-11	2.2029529e-11	2.2655397e-11
1.5497027e-11	1.404291e-11	1.7605523e-11	1.7574072e-11	1.7951153e-11	1.7636588e-11	1.8419908e-11	1.6389988e-11	1.854869e-11	2.3549886e-11	1.7462139e-11	2.0344131e-11	1.810329e-11	1.9229073e-11	1.6128409e-11	1.4687978e-11	1.6854554e-11	1.9708653e-11	1.8707284e-11	1.8553549e-11	2.0604582e-11	1.8931245e-11	2.3057199e-11	2.3360796e-11	2.0528561e-11	2.1039675e-11	2.3312822e-11	2.0439058e-11	2.2939478e-11	2.0092223e-11	2.1280311e-11	1.8998116e-11	2.0724547e-11	1.9898279e-11	1.7212671e-11	1.8353739e-11	1.8177208e-11	2.3325626e-11	2.4427686e-11	2.2114669e-11	2.6301716e-11	2.3761411e-11	2.5566995e-11	2.1203782e-11	2.5828081e-11	2.3769084e-11	1.8921942e-11	2.0854927e-11	2.5322043e-11	2.4139427e-11	2.1690816e-11	1.9892492e-11	2.3178568e-11	2.4537284e-11	2.8000831e-11	2.72383e-11	2.393539e-11	2.351907e-11	2.1132226e-11	2.3455531e-11	2.1472468e-11	2.6609407e-11	2.3459824e-11	2.1737612e-11	2.4121448e-11	2.3213651e-11	2.3068967e-11	1.814969e-11	2.0242018e-11	2.1105635e-11	2.4127181e-11	2.0920335e-11	2.5799361e-11	2.5668419e-11	2.1224925e-11	2.2664169e-11	2.1135507e-11
