H	M	M over mass
Oe	emu	emu/g
x=1.0%, d =1%	x=1.0%, d =1%	x=1.0%, d =1%
150.38872	4.0275702E-5	0.0035642214159292
147.87708	3.7183599E-5	0.00329058398230088
145.37548	3.8146728E-5	0.00337581663716814
142.88042	3.8744619E-5	0.00342872734513274
140.37182	4.0181539E-5	0.00355588840707965
137.85643	3.5871198E-5	0.00317444230088496
135.35458	3.9940012E-5	0.00353451433628319
132.88232	3.6073675E-5	0.00319236061946903
130.37882	3.7120176E-5	0.00328497132743363
127.88073	3.8187456E-5	0.00337942088495575
125.37489	3.7951482E-5	0.0033585382300885
122.87898	3.5394353E-5	0.00313224362831858
120.37256	3.7643905E-5	0.00333131902654867
117.88205	3.3780797E-5	0.0029894510619469
115.38737	3.6466381E-5	0.00322711336283186
112.87807	3.8247142E-5	0.00338470283185841
110.37365	3.554618E-5	0.0031456796460177
107.8939	3.6311755E-5	0.0032134296460177
105.3935	3.579792E-5	0.00316795752212389
102.88544	3.8390168E-5	0.00339736
101.60785	3.3795433E-5	0.00299074628318584
101.13021	3.2835523E-5	0.00290579849557522
100.61217	3.4803951E-5	0.00307999566371681
100.13	3.3263811E-5	0.00294370008849558
99.630749	3.5197526E-5	0.00311482530973451
99.145857	3.1762308E-5	0.00281082371681416
98.65731	3.4525515E-5	0.00305535530973451
98.125932	3.6198268E-5	0.00320338654867257
97.621835	3.4520396E-5	0.00305490230088496
97.145335	3.4242125E-5	0.00303027654867257
96.687675	2.9620005E-5	0.00262123938053097
96.005767	3.1128378E-5	0.00275472371681416
95.67619	3.0297607E-5	0.00268120415929204
95.165145	3.1455818E-5	0.0027837007079646
94.698169	3.207472E-5	0.00283847079646018
94.166996	3.481204E-5	0.00308071150442478
93.656106	3.4082298E-5	0.00301613256637168
93.169515	3.3904135E-5	0.00300036592920354
92.67968	3.2362685E-5	0.00286395442477876
92.163437	3.2420334E-5	0.00286905610619469
91.666653	3.649509E-5	0.00322965398230089
91.17934	3.2342318E-5	0.00286215203539823
90.684668	3.3159832E-5	0.00293449840707965
90.170071	3.2288255E-5	0.00285736769911504
89.680597	2.9886565E-5	0.00264482876106195
89.181084	3.3667594E-5	0.00297943309734513
88.690013	3.2369167E-5	0.00286452805309735
88.185045	2.8296866E-5	0.00250414743362832
87.695365	3.3693881E-5	0.00298175938053097
87.20167	3.0091254E-5	0.00266294283185841
86.708747	2.9356031E-5	0.00259787884955752
86.206197	2.699452E-5	0.00238889557522124
85.688869	2.9489278E-5	0.00260967061946903
85.200168	3.0731494E-5	0.00271960123893805
84.708274	3.1941661E-5	0.00282669566371681
84.214938	3.1914255E-5	0.0028242703539823
83.703743	3.0895793E-5	0.00273414097345133
83.215504	3.1161104E-5	0.00275761982300885
82.726235	3.391589E-5	0.00300140619469027
82.225076	3.2396185E-5	0.00286691902654867
81.723659	3.1993722E-5	0.00283130283185841
81.224506	3.3834419E-5	0.00299419637168142
80.725406	3.0182111E-5	0.00267098327433628
80.234852	3.0882031E-5	0.00273292309734513
79.737861	2.9756963E-5	0.00263335955752212
79.241892	2.6823132E-5	0.00237372849557522
78.736599	3.0264148E-5	0.00267824318584071
78.224668	3.1941024E-5	0.0028266392920354
77.761438	3.6596962E-5	0.00323866920353982
77.234987	2.9192362E-5	0.00258339486725664
76.747818	3.296656E-5	0.00291739469026549
76.251175	2.8933326E-5	0.00256047132743363
75.744443	3.0959741E-5	0.00273980008849558
75.266952	3.1125564E-5	0.00275447469026549
74.764338	3.2910674E-5	0.00291244902654867
74.264606	3.1783162E-5	0.00281266920353982
73.77651	2.7360262E-5	0.00242126212389381
73.255569	2.7899857E-5	0.00246901389380531
72.770459	3.1433205E-5	0.00278169955752212
72.27562	3.2738016E-5	0.00289716955752212
71.767702	3.1031964E-5	0.00274619150442478
71.266992	3.1658336E-5	0.00280162265486726
70.776218	3.1467087E-5	0.00278469796460177
70.283644	3.0116539E-5	0.00266518044247788
69.779177	3.2423409E-5	0.0028693282300885
69.288146	2.7481771E-5	0.00243201513274336
68.785737	2.9738363E-5	0.00263171353982301
68.283688	3.026111E-5	0.00267797433628319
67.790239	2.9619434E-5	0.00262118884955752
67.300907	2.7595449E-5	0.00244207513274336
66.792527	2.9649903E-5	0.00262388522123894
66.280029	2.8663956E-5	0.00253663327433628
65.800942	3.4343516E-5	0.00303924920353982
65.30497	3.2864382E-5	0.00290835238938053
64.806217	2.7485927E-5	0.00243238292035398
64.309008	2.9370011E-5	0.00259911601769912
63.812057	3.1741077E-5	0.00280894486725664
63.313302	2.9766797E-5	0.00263422982300885
62.812594	3.293435E-5	0.00291454424778761
62.309003	2.8129578E-5	0.00248934318584071
61.824921	2.821918E-5	0.00249727256637168
61.3186	3.1809385E-5	0.00281498982300885
60.832049	2.9619465E-5	0.00262119159292035
60.334582	3.1184817E-5	0.00275971831858407
59.862239	2.752378E-5	0.00243573274336283
59.31875	2.8060617E-5	0.00248324044247788
58.807228	2.9649985E-5	0.00262389247787611
58.312131	2.6418804E-5	0.00233794725663717
57.823623	2.9716235E-5	0.00262975530973451
57.318383	2.6532497E-5	0.0023480085840708
56.807996	2.70887E-5	0.00239723008849558
56.31784	2.8409556E-5	0.00251412
55.81471	2.920214E-5	0.00258426017699115
55.309008	2.8513363E-5	0.00252330646017699
54.822508	2.905478E-5	0.00257121946902655
54.320717	2.6639628E-5	0.00235748920353982
53.839931	2.406928E-5	0.00213002477876106
53.323365	2.7937369E-5	0.00247233353982301
52.812051	2.9580451E-5	0.00261773902654867
52.327399	2.905399E-5	0.00257114955752212
51.725216	2.4989894E-5	0.00221149504424779
51.2208	2.573647E-5	0.00227756371681416
50.721069	2.8108601E-5	0.00248748681415929
50.210732	3.0171029E-5	0.00267000256637168
49.721041	2.9768549E-5	0.00263438486725664
49.223368	2.7610793E-5	0.00244343300884956
48.72374	2.6667173E-5	0.00235992681415929
48.227716	2.6069202E-5	0.00230700902654867
47.723867	2.7399632E-5	0.00242474619469027
47.219038	2.4791837E-5	0.00219396787610619
46.723683	2.5820532E-5	0.00228500283185841
46.210927	2.3163835E-5	0.00204989690265487
45.725971	2.669547E-5	0.00236243097345133
45.223202	2.6307655E-5	0.0023281110619469
44.718734	2.6820655E-5	0.0023735092920354
44.229557	2.6195139E-5	0.00231815389380531
43.715463	2.809106E-5	0.00248593451327434
43.223505	2.2061846E-5	0.00195237575221239
42.72465	2.8453727E-5	0.0025180289380531
42.234236	2.6500714E-5	0.00234519592920354
41.718135	2.3078662E-5	0.00204235946902655
41.232098	2.4903445E-5	0.00220384469026549
40.718879	2.8741381E-5	0.00254348504424779
40.22965	2.4026719E-5	0.00212625831858407
39.725646	2.6118833E-5	0.00231140115044248
39.233122	2.3086207E-5	0.00204302716814159
38.733649	2.6251737E-5	0.00232316256637168
38.22671	2.2114081E-5	0.00195699831858407
37.736966	2.4570484E-5	0.00217437911504425
37.233271	2.5412858E-5	0.00224892548672566
36.737402	2.5446519E-5	0.00225190433628319
36.236435	2.2741393E-5	0.00201251265486726
35.74283	2.1551591E-5	0.00190722044247788
35.246084	2.4411999E-5	0.00216035389380531
34.738734	2.5259338E-5	0.0022353396460177
34.242195	2.495312E-5	0.0022082407079646
33.747148	2.8477948E-5	0.00252017238938053
33.245204	2.3050018E-5	0.00203982460176991
32.743053	2.4390425E-5	0.00215844469026549
32.246668	2.3546843E-5	0.0020837914159292
31.739782	2.5949614E-5	0.00229642601769912
31.25045	2.5956009E-5	0.00229699194690266
30.746961	2.5094101E-5	0.00222071690265487
30.256084	2.306293E-5	0.00204096725663717
29.748426	2.1160657E-5	0.00187262451327434
29.246996	2.3318702E-5	0.00206360194690266
28.747521	2.5987493E-5	0.00229977814159292
28.251445	2.5470245E-5	0.00225400398230089
27.746566	2.0639842E-5	0.00182653469026549
27.242202	2.0595236E-5	0.00182258725663717
26.744376	2.3264027E-5	0.00205876345132743
26.241762	2.256306E-5	0.00199673097345133
25.744759	2.7082842E-5	0.00239671168141593
25.252647	2.264369E-5	0.00200386637168142
24.762487	2.2692596E-5	0.00200819433628319
24.269017	2.2436254E-5	0.00198550920353982
23.748386	2.0271632E-5	0.00179394973451327
23.24172	2.0004376E-5	0.00177029876106195
22.738405	2.7363986E-5	0.00242159168141593
22.261476	1.8401501E-5	0.0016284514159292
21.7343	2.3898291E-5	0.00211489300884956
21.263195	2.0677282E-5	0.00182984796460177
20.759931	1.7095713E-5	0.00151289495575221
20.260533	1.8875445E-5	0.00167039336283186
19.757217	1.9280901E-5	0.00170627442477876
19.256788	2.2138707E-5	0.00195917761061947
18.75038	2.0109907E-5	0.00177963778761062
18.248508	2.0590854E-5	0.00182219946902655
17.751583	2.1836433E-5	0.00193242769911504
17.255689	1.9908618E-5	0.00176182460176991
16.755363	1.8413972E-5	0.00162955504424779
16.25782	2.1546966E-5	0.00190681115044248
15.753577	1.8197985E-5	0.00161044115044248
15.252117	2.2354555E-5	0.00197827920353982
14.749729	2.0041926E-5	0.0017736217699115
14.257031	2.0248963E-5	0.00179194362831858
13.755571	2.2777508E-5	0.00201570867256637
13.254111	2.218488E-5	0.00196326371681416
12.748218	2.0481555E-5	0.00181252699115044
12.256755	2.0245971E-5	0.00179167884955752
11.752511	1.6959569E-5	0.00150084681415929
11.257544	1.8017532E-5	0.00159447185840708
10.757734	2.0241565E-5	0.0017912889380531
10.262355	1.697463E-5	0.0015021796460177
9.7584214	1.8756423E-5	0.00165986044247788
9.2525292	1.9927822E-5	0.00176352407079646
8.7520999	1.6257462E-5	0.00143871345132743
8.2538352	1.8273613E-5	0.00161713389380531
7.7514479	1.8503148E-5	0.00163744672566372
7.25442	1.5745852E-5	0.0013934382300885
6.7627522	1.8752897E-5	0.00165954840707965
6.2639721	1.9027171E-5	0.00168382044247788
5.7588014	1.7457106E-5	0.00154487663716814
5.2583722	1.3860663E-5	0.00122660734513274
4.7611383	1.7428355E-5	0.00154233230088496
4.2654505	1.8092047E-5	0.00160106610619469
3.7532708	1.5667894E-5	0.0013865392920354
3.2621182	1.9919429E-5	0.00176278132743363
2.7625136	2.0183711E-5	0.00178616911504425
2.2543538	1.6844689E-5	0.00149068044247788
1.7630982	1.6103695E-5	0.00142510575221239
1.2588552	1.6589307E-5	0.00146808026548673
0.76935195	1.6051666E-5	0.0014205014159292
0.269133	1.6063653E-5	0.00142156221238938
-0.23441353	1.4656635E-5	0.00129704734513274
-0.73689359	1.4359983E-5	0.00127079495575221
-1.2216784	1.3774686E-5	0.00121899876106195
-1.7350466	1.5084008E-5	0.00133486796460177
-2.2337119	1.1070964E-5	9.79731327433629E-4
-2.7278532	1.6079463E-5	0.00142296132743363
-3.2220973	1.947059E-5	0.0017230610619469
-3.7345401	1.7399377E-5	0.0015397678761062
-4.2358786	1.2847819E-5	0.00113697513274336
-4.7263184	1.5280961E-5	0.00135229743362832
-5.2385556	1.2925274E-5	0.00114382955752212
-5.7266306	1.5534279E-5	0.00137471495575221
-6.2259127	1.4598134E-5	0.00129187026548673
-6.7269428	1.5326636E-5	0.00135633946902655
-7.2285898	1.3916856E-5	0.00123158017699115
-7.7265355	1.6661951E-5	0.0014745089380531
-8.2272569	1.4389749E-5	0.00127342911504425
-8.7310629	1.1442187E-5	0.00101258292035398
-9.2290087	1.2977138E-5	0.0011484192920354
-9.7256176	1.3130617E-5	0.00116200150442478
-10.231274	1.5127434E-5	0.00133871097345133
-10.738576	1.1493429E-5	0.00101711761061947
-11.232409	1.3919772E-5	0.0012318382300885
-11.734057	1.966778E-5	0.00174051150442478
-12.227892	1.1802807E-5	0.00104449619469027
-12.734885	1.3856893E-5	0.00122627371681416
-13.242598	1.6134209E-5	0.00142780610619469
-13.736842	1.2219974E-5	0.00108141362831858
-14.231395	1.2082627E-5	0.00106925902654867
-14.722041	1.1471168E-5	0.00101514761061947
-15.232016	1.4326801E-5	0.00126785849557522
-15.738804	1.2210065E-5	0.00108053672566372
-16.233665	1.0085709E-5	8.92540619469027E-4
-16.736751	1.1168946E-5	9.88402300884956E-4
-17.237678	1.0776452E-5	9.53668318584071E-4
-17.730997	9.3301763E-6	8.25679318584071E-4
-18.236551	9.6902583E-6	8.57544982300885E-4
-18.72329	1.4316498E-5	0.00126694672566372
-19.236658	1.2840253E-5	0.00113630557522124
-19.729154	1.3576772E-5	0.00120148424778761
-20.227408	1.0652027E-5	9.42657256637168E-4
-20.728438	1.0866257E-5	9.61615663716814E-4
-21.234712	1.1218154E-5	9.92756991150443E-4
-21.739135	8.2415039E-6	7.29336628318584E-4
-22.239549	9.129532E-6	8.07923185840708E-4
-22.7377	1.3322936E-5	0.00117902088495575
-23.23071	1.1245524E-5	9.95179115044248E-4
-23.724364	1.111494E-5	9.83623008849558E-4
-24.237712	1.0237956E-5	9.06013805309735E-4
-24.743827	9.3796824E-6	8.30060389380531E-4
-25.227492	1.0664555E-5	9.4376592920354E-4
-25.734018	9.716599E-6	8.59876017699115E-4
-26.240442	7.8358313E-6	6.93436398230089E-4
-26.730079	1.3845829E-5	0.00122529460176991
-27.229192	9.1138008E-6	8.06531044247788E-4
-27.735306	1.0215815E-5	9.04054424778761E-4
-28.2373	1.0178872E-5	9.00785132743363E-4
-28.731985	8.2811326E-6	7.32843592920354E-4
-29.234186	7.9970558E-6	7.07704053097345E-4
-29.73268	4.6144692E-6	4.0836010619469E-4
-30.23344	4.0588011E-6	3.59185938053097E-4
-30.739039	7.9599831E-6	7.04423283185841E-4
-31.228265	7.9676728E-6	7.0510378761062E-4
-31.730467	1.164274E-5	0.00103033097345133
-32.226489	9.2829093E-6	8.21496398230088E-4
-32.737957	1.0619145E-5	9.39747345132743E-4
-33.234185	1.0060612E-5	8.90319646017699E-4
-33.729179	7.7931143E-6	6.89656132743363E-4
-34.238279	5.1761783E-6	4.58068876106195E-4
-34.73564	5.0580971E-6	4.47619212389381E-4
-35.241446	1.0797654E-5	9.55544601769912E-4
-35.734379	8.8550076E-6	7.83628991150443E-4
-36.236066	4.2272392E-6	3.7409196460177E-4
-36.74702	9.6586551E-6	8.54748238938053E-4
-37.241498	5.4481757E-6	4.82139442477876E-4
-37.73093	6.9053922E-6	6.11096654867257E-4
-38.230248	1.0096585E-5	8.93503097345133E-4
-38.731213	4.2527155E-6	3.76346504424779E-4
-39.240828	5.0330959E-6	4.45406716814159E-4
-39.742824	7.0971831E-6	6.28069300884956E-4
-40.244099	6.1004323E-6	5.39861265486726E-4
-40.730133	8.3600279E-6	7.39825477876106E-4
-41.246337	6.1151341E-6	5.41162309734513E-4
-41.733608	8.5423188E-6	7.55957415929204E-4
-42.227674	7.2773018E-6	6.44009008849558E-4
-42.734405	2.0781943E-6	1.83911E-4
-43.237224	5.0617746E-6	4.47944654867257E-4
-43.736337	8.6074726E-6	7.61723238938053E-4
-44.239979	8.8745295E-6	7.85356592920354E-4
-44.737855	7.2313506E-6	6.39942530973451E-4
-45.237585	4.8973896E-6	4.33397309734513E-4
-45.742669	4.9907024E-6	4.41655079646018E-4
-46.244047	1.9581691E-6	1.73289300884956E-4
-46.732759	5.2976511E-6	4.68818681415929E-4
-47.239491	3.5351309E-6	3.12843442477876E-4
-47.738808	1.0710282E-6	9.47812566371682E-5
-48.183654	3.6167271E-6	3.20064345132743E-4
-48.687708	9.8696484E-6	8.7342021238938E-4
-49.18301	2.819902E-6	2.49548849557522E-4
-49.681813	5.1121447E-6	4.52402185840708E-4
-50.182161	4.8039158E-6	4.25125292035398E-4
-50.686011	5.2645017E-6	4.6588510619469E-4
-51.185645	3.3496685E-6	2.96430840707965E-4
-51.679816	4.2447159E-6	3.75638575221239E-4
-52.177898	5.3867196E-6	4.76700849557522E-4
-52.676906	2.2282056E-6	1.97186336283186E-4
-53.178697	5.7978574E-6	5.13084725663717E-4
-53.679249	4.0561005E-6	3.58946946902655E-4
-54.179699	5.168114E-6	4.57355221238938E-4
-54.68705	2.9325673E-6	2.59519230088496E-4
-55.179778	4.7344729E-6	4.18979902654867E-4
-55.681258	8.0615814E-7	7.13414283185841E-5
-56.17759	7.7664956E-6	6.87300495575221E-4
-56.676805	7.110917E-6	6.29284690265487E-4
-57.191568	4.7914535E-6	4.24022433628319E-4
-57.677191	4.9929928E-6	4.41857769911504E-4
-58.18835	3.3745353E-6	2.98631442477876E-4
