Field	M	M over mass	M with diamagnetism	M/Ms
kOe	emu	emu/g	emu/g	
x=0,d=12%	x=0,d=12%	x=0,d=12%	x=0,d=12%	x=0,d=12%
1.9763748	4.7452082E-6	5.16792632158791E-4	5.23344916295707E-4	0.879525634568483
1.9257173	4.9227429E-6	5.32365851457037E-4	5.25660067185168E-4	0.883416442507515
1.8750595	4.9112926E-6	5.31361439176335E-4	5.27426377809631E-4	0.886384877710482
1.8244196	4.8755663E-6	5.28227553211422E-4	5.28643848169096E-4	0.888430940177384
1.7735588	4.8946556E-6	5.29902053211423E-4	5.29312478263564E-4	0.889554629908222
1.7226216	4.7797572E-6	5.19823246193879E-4	5.29432268093032E-4	0.889755946902995
1.6719881	4.9191821E-6	5.32053500579844E-4	5.29123845752215E-4	0.8892376169325
1.6213355	5.0024013E-6	5.39353430404405E-4	5.28677573556574E-4	0.888487618558885
1.5707033	4.7072642E-6	5.13464211106159E-4	5.23561690045349E-4	0.879889941288153
1.5200657	4.8435416E-6	5.25418369000896E-4	5.14232550062525E-4	0.864211528241841
1.4694236	4.8365657E-6	5.24806447948265E-4	5.18886766682162E-4	0.872033335043329
1.4187918	4.560899E-6	5.0062515847458E-4	5.14800576153393E-4	0.865166144389751
1.3681518	4.4533167E-6	4.91188114614931E-4	5.11679263226554E-4	0.859920512594764
1.3175187	4.72093E-6	5.14662965492124E-4	5.15697567463253E-4	0.866673614561795
1.2668804	5.3094218E-6	5.66285053211423E-4	5.12782529451557E-4	0.861774645302333
1.2162447	4.2884528E-6	4.76726369000896E-4	5.09313206893997E-4	0.855944153729857
1.1656017	4.6535561E-6	5.08752974264054E-4	5.09025104411684E-4	0.855459973009481
1.114965	4.7603826E-6	5.18123719878089E-4	5.10523330682489E-4	0.857977869659523
1.0643335	4.3066236E-6	4.78320298825457E-4	4.99137236113316E-4	0.83884256951733
1.0136945	4.4354446E-6	4.89620386544756E-4	4.85225956822431E-4	0.815463481720743
0.96305661	4.609602E-6	5.04897351457036E-4	4.8207338110575E-4	0.810165310148991
0.91242233	4.4534372E-6	4.9119868479037E-4	4.6770174265648E-4	0.78601254964001
0.86148956	3.6647596E-6	4.22016439176335E-4	4.6460563929493E-4	0.780809284663191
0.81064088	3.9168158E-6	4.44126632158791E-4	4.64832670845251E-4	0.781190830489176
0.76000851	4.0797465E-6	4.58418798825458E-4	4.48901192212772E-4	0.754416625911009
0.70937328	4.0850526E-6	4.58884246193879E-4	4.39479240529952E-4	0.738582234910594
0.65873382	4.2549728E-6	4.73789526895633E-4	4.41588515813148E-4	0.742127051386626
0.60810071	3.5817712E-6	4.14736754965808E-4	4.37930821133559E-4	0.73597998444482
0.55746428	3.1630491E-6	3.78006746193879E-4	4.32093253595833E-4	0.726169455799017
0.50683157	3.9410695E-6	4.4625414970265E-4	4.14313090200749E-4	0.696288379274034
0.45619244	3.709212E-6	4.25915772509668E-4	4.01195944083708E-4	0.674243899805356
0.40555983	2.9540713E-6	3.59675360228966E-4	3.82183651403873E-4	0.642292125243004
0.35492601	3.2861658E-6	3.88806456720194E-4	3.51466987047762E-4	0.590670158795218
0.30428453	2.1251249E-6	2.86960763737738E-4	3.1478791008379E-4	0.529027850945044
0.25365708	2.3700334E-6	3.08443965492124E-4	2.73638838661061E-4	0.459873337300107
0.20274615	1.3226933E-6	2.16572026895633E-4	2.46470515117119E-4	0.414214659321003
0.15187936	7.2590688E-7	1.64222340930721E-4	2.28980284037088E-4	0.384820838705916
0.10123391	1.3638571E-6	2.20182886544756E-4	1.82054354508605E-4	0.305957823778042
0.050600864	1.1278718E-6	1.99482421632475E-4	1.64230670255139E-4	0.276003606749745
-3.6918599E-5	6.250123E-7	1.55371939176335E-4	1.31791164249741E-4	0.221486258408169
-0.050676753	-6.2243116E-8	9.50863763693173E-5	1.12729176389356E-4	0.189450966869063
-0.1013165	-1.4670297E-6	-2.81405169640161E-5	6.13507276734517E-5	0.103105114825921
-0.15195454	5.6465022E-8	1.05499370930721E-4	-2.77361655056018E-7	-4.66129846822227E-4
-0.20259293	-1.6453661E-6	-4.37840608236652E-5	-3.82232452705633E-5	-0.0642374139980439
-0.25322777	-1.9051955E-6	-6.65761134552441E-5	-6.86286744755688E-5	-0.115336323308456
-0.30386262	-3.4652331E-6	-2.03421516964016E-4	-1.1243687098111E-4	-0.188959722774261
-0.35449851	-2.4725786E-6	-1.16346560823665E-4	-1.48509598038322E-4	-0.249583008045046
-0.40512833	-2.3681073E-6	-1.07182411700858E-4	-1.92134935275062E-4	-0.322899096960158
-0.45576483	-3.6448372E-6	-2.19176262578051E-4	-1.82093110633504E-4	-0.30602295674157
-0.50640194	-4.5224344E-6	-2.96158473104367E-4	-2.02139566773855E-4	-0.339712730939604
-0.55703048	-3.3612707E-6	-1.94302008192086E-4	-2.31859226611094E-4	-0.389659146512957
-0.60766937	-3.424805E-6	-1.99875192402613E-4	-2.61389466827019E-4	-0.439287226305358
-0.65830652	-3.4382079E-6	-2.01050885385069E-4	-2.77449014735251E-4	-0.466276662191824
-0.70893532	-5.9854013E-6	-4.24488902928928E-4	-2.88874782452913E-4	-0.485478636433666
-0.75956797	-5.1930127E-6	-3.54981130999104E-4	-3.13480120550488E-4	-0.526829999426201
-0.81020807	-3.9329211E-6	-2.44446780121911E-4	-3.42052600696073E-4	-0.574848481977089
-0.86084599	-5.2078688E-6	-3.56284297665771E-4	-3.61722553258131E-4	-0.607905509895749
-0.91147606	-5.6816011E-6	-3.97839762578051E-4	-3.65953632655342E-4	-0.615016198613396
-0.96211715	-5.5157757E-6	-3.83293674858753E-4	-3.52578929674113E-4	-0.592538872933052
-1.012751	-5.1340707E-6	-3.49810780121911E-4	-3.75355291817817E-4	-0.630816486307793
-1.063383	-5.9486785E-6	-4.21267604683314E-4	-4.1404744723842E-4	-0.695841943686841
-1.1140139	-5.5472307E-6	-3.86052885385069E-4	-4.28046168479168E-4	-0.719367985115815
-1.1646486	-6.1349756E-6	-4.37609455560507E-4	-4.52752333469148E-4	-0.760888796274872
