2theta	Theorical_peaks	2theta	Intensity	2theta	Intensity	2theta	Intensity	2theta	Intensity	2theta	Intensity
deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.
2H-WSe2	2H-WSe2	x=0%, d =4%	x=0%, d =4%	x=1.0%, d =1%	x=1.0%, d =1%	x=1.4%, d =9% 	x=1.4%, d =9% 	x=7.6%, d =38%	x=7.6%, d =38%	x=15%, d =21%	x=15%, d =21%
		26.31975	0.00191084360931689	26.31975	1.11176898810968	26.31975	2.00963526771965	26.31975	3.02346845473941	21.64	4.13402906448683
		26.34605	0.00333724799373657	26.34605	1.11112189597994	26.34605	2.01157112059484	26.34605	3.02301127704968	21.66	4.13827974568574
		26.37235	0.00309502838128797	26.37235	1.11221386394888	26.37235	2.01020722425096	26.37235	3.02263029564157	21.68	4.13827974568574
		26.39865	0.00371403405754551	26.39865	1.1127396263043	26.39865	2.00998724096969	26.39865	3.02270649192319	21.7	4.13450136239782
		26.42495	0.00347181444509691	26.42495	1.11326538865971	26.42495	2.01258304368868	26.42495	3.02194452910698	21.72	4.13780744777475
		26.45125	0.00357946760618518	26.45125	1.11565154088813	26.45125	2.01245105371992	26.45125	3.02148735141725	21.74	4.13591825613079
		26.47755	0.00331033470346451	26.47755	1.11536843808137	26.47755	2.01196709050112	26.47755	3.02141115513563	21.76	4.13875204359673
		26.50385	0.00349872773536898	26.50385	1.11561109763003	26.50385	2.01033921421972	26.50385	3.02644010972265	21.78	4.13355676657584
		26.53015	0.00320268154237624	26.53015	1.1164199627922	26.53015	2.01258304368868	26.53015	3.02293508076806	21.8	4.13639055404178
		26.55645	0.00495204541006072	26.55645	1.11581331392057	26.55645	2.01429891328259	26.55645	3.02209692167022	21.82	4.13780744777475
		26.58275	0.00360638089645725	26.58275	1.11601553021111	26.58275	2.01412292665757	26.58275	3.02529716549832	21.84	4.1401689373297
		26.60905	0.00411773341162652	26.60905	1.11904877456928	26.60905	2.01249505037617	26.60905	3.02377323986589	21.86	4.13450136239782
		26.63535	0.00322959483264831	26.63535	1.11654129256653	26.63535	2.01337498350125	26.63535	3.02377323986589	21.88	4.13166757493188
		26.66165	0.00317576825210417	26.66165	1.11613685998544	26.66165	2.0139029433763	26.66165	3.0248399878086	21.9	4.13969663941871
		26.68795	0.00374094734781758	26.68795	1.11670306559896	26.68795	2.01407893000132	26.68795	3.02362084730265	21.92	4.13969663941871
		26.71425	0.00376786063808965	26.71425	1.11540888133948	26.71425	2.01443090325135	26.71425	3.02499238037184	21.94	4.13497366030881
		26.74055	0.00476365237815625	26.74055	1.11613685998544	26.74055	2.01289102028246	26.74055	3.02240170679671	21.96	4.13591825613079
		26.76685	0.00430612644353099	26.76685	1.11326538865971	26.76685	2.01421091997008	26.76685	3.02232551051509	21.98	4.13450136239782
		26.79315	0.00371403405754551	26.79315	1.11427647011243	26.79315	2.01328699018875	26.79315	3.01965864065834	22	4.13969663941871
		26.81945	0.00403699354081032	26.81945	1.11439779988676	26.81945	2.01135113731356	26.81945	3.02171594026212	22.02	4.1354459582198
		26.84575	0.00489821882951658	26.84575	1.11407425382189	26.84575	2.01183510053236	26.84575	3.02270649192319	22.04	4.13402906448683
		26.87205	0.00352564102564105	26.87205	1.11480223246785	26.87205	2.01095516740728	26.87205	3.02072538860104	22.06	4.13261217075386
		26.89835	0.00363329418672931	26.89835	1.11180943136779	26.89835	2.01113115403229	26.89835	3.01950624809509	22.08	4.13402906448683
		26.92465	0.00406390683108239	26.92465	1.11197120440023	26.92465	2.0090193145321	26.92465	3.02247790307833	22.1	4.14111353315168
		26.95095	0.00352564102564105	26.95095	1.11217342069077	26.95095	2.01033921421972	26.95095	3.02285888448644	22.12	4.13686285195277
		26.97725	0.00387551379917792	26.97725	1.11059613362452	26.97725	2.01143913062607	26.97725	3.02224931423347	22.14	4.13450136239782
		27.00355	0.00435995302407513	27.00355	1.11132411227048	27.00355	2.01077918078226	27.00355	3.01859189271564	22.16	4.13402906448683
		27.02985	0.00258367586611861	27.02985	1.11087923643129	27.02985	2.00897531787584	27.02985	3.02141115513563	22.18	4.13780744777475
		27.05615	0.00322959483264831	27.05615	1.11087923643129	27.05615	2.01148312728233	27.05615	3.02064919231941	22.2	4.1354459582198
		27.08245	0.00403699354081032	27.08245	1.11055569036642	27.08245	2.01020722425096	27.08245	3.02377323986589	22.22	4.13450136239782
		27.10875	0.0044676061851634	27.10875	1.11087923643129	27.10875	2.0127590303137	27.10875	3.02133495885401	22.24	4.13119527702089
		27.13505	0.00492513211978865	27.13505	1.11164765833536	27.13505	2.0117031105636	27.13505	3.02232551051509	22.26	4.1354459582198
		27.16135	0.00476365237815625	27.16135	1.11168810159346	27.16135	2.01095516740728	27.16135	3.01920146296861	22.28	4.13402906448683
		27.18765	0.00629770992366408	27.18765	1.11136455552859	27.18765	2.01161511725109	27.18765	3.02034440719293	22.3	4.13450136239782
		27.21395	0.00662066940692899	27.21395	1.11375070775702	27.21395	2.01359496678252	27.21395	3.02080158488266	22.32	4.13875204359673
		27.24025	0.00950039146604029	27.24025	1.1132249454016	27.24025	2.01407893000132	27.24025	3.02194452910698	22.34	4.13733514986376
		27.26655	0.0109806224310041	27.26655	1.11557065437192	27.26655	2.01513484975142	27.26655	3.02057299603779	22.36	4.13213987284287
		27.29285	0.0112766686239968	27.29285	1.11581331392057	27.29285	2.01456289322012	27.29285	3.02110637000914	22.38	4.13969663941871
		27.31915	0.0124339401056958	27.31915	1.11553021111381	27.31915	2.01808262572045	27.31915	3.0177537336178	22.4	4.13639055404178
		27.34545	0.0131875122333137	27.34545	1.11722882795438	27.34545	2.01553081965771	27.34545	3.01912526668699	22.42	4.1354459582198
		27.37175	0.014075650812292	27.37175	1.11896788805306	27.37175	2.01561881297021	27.37175	3.02209692167022	22.44	4.14064123524069
		27.39805	0.0156366216480721	27.39805	1.11925099085982	27.39805	2.01685071934533	27.39805	3.02103017372752	22.46	4.13402906448683
		27.42435	0.0178165981601096	27.42435	1.12082827792607	27.42435	2.01575080293898	27.42435	3.02118256629077	22.48	4.13497366030881
		27.45065	0.0168477197103151	27.45065	1.11880611502063	27.45065	2.01768665581416	27.45065	3.01790612618104	22.5	4.1354459582198
		27.47695	0.0185701702877276	27.47695	1.12115182399094	27.47695	2.01693871265784	27.47695	3.01866808899726	22.52	4.13402906448683
		27.50325	0.0161748874535134	27.50325	1.11997896950578	27.50325	2.01306700690748	27.50325	3.01950624809509	22.54	4.1354459582198
		27.52955	0.0160403210021531	27.52955	1.11908921782739	27.52955	2.01346297681376	27.52955	3.01805851874429	22.56	4.13733514986376
		27.55585	0.0169015462908593	27.55585	1.11953409366659	27.55585	2.01293501693871	27.55585	3.01889667784212	22.58	4.13402906448683
		27.58215	0.014856136230182	27.58215	1.11904877456928	27.58215	2.01355097012627	27.58215	3.02034440719293	22.6	4.13780744777475
		27.60845	0.0169553728714035	27.60845	1.11969586669902	27.60845	2.01346297681376	27.60845	3.02186833282536	22.62	4.13639055404178
		27.63475	0.0132144255235858	27.63475	1.11864434198819	27.63475	2.013330986845	27.63475	3.01973483693996	22.64	4.13497366030881
		27.66105	0.0115458015267175	27.66105	1.11735015772871	27.66105	2.01240705706366	27.66105	3.02163974398049	22.66	4.13261217075386
		27.68735	0.0104961832061069	27.68735	1.11629863301788	27.68735	2.01183510053236	27.68735	3.0166869856751	22.68	4.13402906448683
		27.71365	0.00799324721080442	27.71365	1.11306317236917	27.71365	2.01086717409477	27.71365	3.02026821091131	22.7	4.1354459582198
		27.73995	0.00705128205128207	27.73995	1.11302272911106	27.73995	2.01047120418848	27.73995	3.01996342578482	22.72	4.13591825613079
		27.76625	0.005867097279311	27.76625	1.11302272911106	27.76625	2.01069118746975	27.76625	3.01859189271564	22.74	4.13686285195277
		27.79255	0.0067821491485614	27.79255	1.11225430720699	27.79255	2.01033921421972	27.79255	3.01828710758915	22.76	4.13261217075386
		27.81885	0.00557105108631826	27.81885	1.11031303081776	27.81885	2.0085353513133	27.81885	3.02133495885401	22.78	4.13355676657584
		27.84515	0.00444069289489133	27.84515	1.11124322575427	27.84515	2.00928329446962	27.84515	3.01920146296861	22.8	4.13497366030881
		27.87145	0.00425229986298686	27.87145	1.11100056620561	27.87145	2.00972326103216	27.87145	3.02163974398049	22.82	4.13450136239782
		27.89775	0.00435995302407513	27.89775	1.11071746339885	27.89775	2.00831536803203	27.89775	3.01973483693996	22.84	4.1354459582198
		27.92405	0.00368712076727345	27.92405	1.11108145272183	27.92405	2.00941528443838	27.92405	3.02125876257239	22.86	4.13497366030881
		27.95035	0.00403699354081032	27.95035	1.10978726846235	27.95035	2.00893132121959	27.95035	3.02163974398049	22.88	4.13780744777475
		27.97665	0.00355255431591311	27.97665	1.10918061959071	27.97665	2.00862334462581	27.97665	3.02087778116428	22.9	4.1354459582198
		28.00295	0.00382168721863378	28.00295	1.10994904149478	28.00295	2.00972326103216	28.00295	3.02110637000914	22.92	4.13733514986376
		28.02925	0.00285280876883925	28.02925	1.11100056620561	28.02925	2.00928329446962	28.02925	3.01927765925023	22.94	4.14064123524069
		28.05555	0.00422538657271479	28.05555	1.11043436059209	28.05555	2.01029521756347	28.05555	3.02293508076806	22.96	4.1354459582198
		28.08185	0.00349872773536898	28.08185	1.10970638194613	28.08185	2.00923929781337	28.08185	3.02194452910698	22.98	4.14347502270663
		28.10815	0.00341798786455278	28.10815	1.1109196796894	28.10815	2.0091073078446	28.10815	3.01683937823834	23	4.13780744777475
		28.13445	0.00379477392836172	28.13445	1.11067702014074	28.13445	2.00972326103216	28.13445	3.01805851874429	23.02	4.13827974568574
		28.16075	0.00274515560775099	28.16075	1.10885707352584	28.16075	2.01060319415724	28.16075	3.01836330387077	23.04	4.1354459582198
		28.18705	0.0024221961244862	28.18705	1.11035347407587	28.18705	2.01060319415724	28.18705	3.02110637000914	23.06	4.13686285195277
		28.21335	0.00290663534938339	28.21335	1.10966593868802	28.21335	2.00923929781337	28.21335	3.02026821091131	23.08	4.13402906448683
		28.23965	0.0031488549618321	28.23965	1.11039391733398	28.23965	2.00875533459457	28.23965	3.01973483693996	23.1	4.13875204359673
		28.26595	0.00312194167156004	28.26595	1.10889751678395	28.26595	2.00954727440715	28.26595	3.01836330387077	23.12	4.13639055404178
		28.29225	0.00285280876883925	28.29225	1.10946372239748	28.29225	2.0090193145321	28.29225	3.0177537336178	23.14	4.13355676657584
		28.31855	0.00244910941475827	28.31855	1.10982771172046	28.31855	2.00941528443838	28.31855	3.01790612618104	23.16	4.13875204359673
		28.34485	0.00301428851047177	28.34485	1.10829086791232	28.34485	2.00967926437591	28.34485	3.01821091130753	23.18	4.14347502270663
		28.37115	0.00234145625367	28.37115	1.10877618700963	28.37115	2.00884332790708	28.37115	3.01714416336483	23.2	4.13591825613079
		28.39745	0.00123801135251517	28.39745	1.10922106284882	28.39745	2.00954727440715	28.39745	3.01927765925023	23.22	4.13827974568574
		28.42375	0.00269132902720689	28.42375	1.10857397071908	28.42375	2.00923929781337	28.42375	3.01722035964645	23.24	4.13355676657584
		28.45005	0.00261058915639068	28.45005	1.10897840330017	28.45005	2.00915130450086	28.45005	3.01760134105456	23.26	4.1354459582198
		28.47635	0.00325650812292037	28.47635	1.10974682520424	28.47635	2.01020722425096	28.47635	3.01729655592807	23.28	4.13402906448683
		28.50265	0.0020723233509493	28.50265	1.1095850521718	28.50265	2.00862334462581	28.50265	3.01577263029564	23.3	4.14064123524069
		28.52895	0.00185701702877276	28.52895	1.10926150610693	28.52895	2.00994324431343	28.52895	3.01691557451996	23.32	4.14064123524069
		28.55525	0.0024221961244862	28.55525	1.10804820836367	28.55525	2.00915130450086	28.55525	3.01950624809509	23.34	4.13969663941871
		28.58155	0.00220688980230965	28.58155	1.11124322575427	28.58155	2.00950327775089	28.58155	3.01523925632429	23.36	4.13639055404178
		28.60785	0.00231454296339792	28.60785	1.11039391733398	28.60785	2.01033921421972	28.60785	3.01752514477294	23.38	4.13639055404178
		28.63415	0.00239528283421413	28.63415	1.10950416565559	28.63415	2.00879933125082	28.63415	3.01402011581835	23.4	4.14111353315168
		28.66045	0.00320268154237624	28.66045	1.10889751678395	28.66045	2.00950327775089	28.66045	3.01798232246266	23.42	4.13497366030881
		28.68675	0.00312194167156004	28.68675	1.10869530049341	28.68675	2.00831536803203	28.68675	3.01752514477294	23.44	4.13497366030881
		28.71305	0.00220688980230965	28.71305	1.11067702014074	28.71305	2.0106471908135	28.71305	3.01706796708321	23.46	4.13922434150772
		28.73935	0.00177627715795654	28.73935	1.10869530049341	28.73935	2.00919530115711	28.73935	3.01508686376105	23.48	4.1401689373297
		28.76565	0.00234145625367	28.76565	1.10869530049341	28.76565	2.00879933125082	28.76565	3.0166869856751	23.5	4.1401689373297
		28.79195	0.00183010373850069	28.79195	1.10982771172046	28.79195	2.00915130450086	28.79195	3.0177537336178	23.52	4.13827974568574
		28.81825	0.00196467018986103	28.81825	1.11035347407587	28.81825	2.00981125434467	28.81825	3.01554404145078	23.54	4.13497366030881
		28.84455	0.00371403405754551	28.84455	1.10857397071908	28.84455	2.01042720753223	28.84455	3.01920146296861	23.56	4.13308446866485
		28.87085	0.00285280876883925	28.87085	1.1090997330745	28.87085	2.00888732456333	28.87085	3.01722035964645	23.58	4.13591825613079
		28.89715	0.00285280876883925	28.89715	1.11043436059209	28.89715	2.00809538475076	28.89715	3.01622980798537	23.6	4.13827974568574
		28.92345	0.00142640438441965	28.92345	1.11019170104344	28.92345	2.0095912710634	28.92345	3.01973483693996	23.62	4.13308446866485
		28.94975	0.00215306322176551	28.94975	1.10954460891369	28.94975	2.00893132121959	28.94975	3.01722035964645	23.64	4.13639055404178
		28.97605	0.00239528283421413	28.97605	1.10877618700963	28.97605	2.0101632275947	28.97605	3.0188204815605	23.66	4.13780744777475
		29.00235	0.0025029359953024	29.00235	1.110029928011	29.00235	2.01047120418848	29.00235	3.01943005181347	23.68	4.13308446866485
		29.02865	0.00204541006067724	29.02865	1.10808865162177	29.02865	2.00884332790708	29.02865	3.01851569643401	23.7	4.13591825613079
		29.05495	0.0020723233509493	29.05495	1.10812909487988	29.05495	2.00831536803203	29.05495	3.0166869856751	23.72	4.13402906448683
		29.08125	0.00252984928557448	29.08125	1.10938283588126	29.08125	2.00875533459457	29.08125	3.01729655592807	23.74	4.13639055404178
		29.10755	0.00312194167156004	29.10755	1.10918061959071	29.10755	2.0091073078446	29.10755	3.01935385553185	23.76	4.13450136239782
		29.13385	0.00201849677040517	29.13385	1.11104100946372	29.13385	2.00941528443838	29.13385	3.01676318195672	23.78	4.1401689373297
		29.16015	0.00301428851047177	29.16015	1.10930194936504	29.16015	2.00945928109464	29.16015	3.01927765925023	23.8	4.13827974568574
		29.18645	0.00164171070659621	29.18645	1.10861441397719	29.18645	2.00844735800079	29.18645	3.01973483693996	23.82	4.13497366030881
		29.21275	0.00258367586611861	29.21275	1.10861441397719	29.21275	2.00849135465705	29.21275	3.01920146296861	23.84	4.13261217075386
		29.23905	0.00244910941475827	29.23905	1.10966593868802	29.23905	2.00989924765718	29.23905	3.01821091130753	23.86	4.13166757493188
		29.26535	0.00215306322176551	29.26535	1.10897840330017	29.26535	2.00835936468828	29.26535	3.01615361170375	23.88	4.13261217075386
		29.29165	0.00236836954394207	29.29165	1.10934239262315	29.29165	2.0091073078446	29.29165	3.01584882657726	23.9	4.1354459582198
		29.31795	0.00236836954394207	29.31795	1.10897840330017	29.31795	2.0090193145321	29.31795	3.01645839683023	23.92	4.13308446866485
		29.34425	0.00217997651203759	29.34425	1.1095850521718	29.34425	2.0090193145321	29.34425	3.01691557451996	23.94	4.13780744777475
		29.37055	0.0031488549618321	29.37055	1.11071746339885	29.37055	2.00950327775089	29.37055	3.01516306004267	23.96	4.13733514986376
		29.39685	0.0020723233509493	29.39685	1.10861441397719	29.39685	2.00915130450086	29.39685	3.01935385553185	23.98	4.1354459582198
		29.42315	0.0024221961244862	29.42315	1.10950416565559	29.42315	2.0095912710634	29.42315	3.01760134105456	24	4.13497366030881
		29.44945	0.00347181444509691	29.44945	1.10901884655828	29.44945	2.0090193145321	29.44945	3.01828710758915	24.02	4.13355676657584
		29.47575	0.00234145625367	29.47575	1.10938283588126	29.47575	2.01007523428219	29.47575	3.01577263029564	24.04	4.13261217075386
		29.50205	0.0031488549618321	29.50205	1.1090997330745	29.50205	2.00809538475076	29.50205	3.01379152697348	24.06	4.13355676657584
		29.52835	0.00174936386768448	29.52835	1.10857397071908	29.52835	2.00778740815698	29.52835	3.0156202377324	24.08	4.13780744777475
		29.55465	0.00188393031904482	29.55465	1.10768421904069	29.55465	2.01029521756347	29.55465	3.01645839683023	24.1	4.13450136239782
		29.58095	0.00201849677040517	29.58095	1.10998948475289	29.58095	2.00981125434467	29.58095	3.01653459311186	24.12	4.13497366030881
		29.60725	0.00239528283421413	29.60725	1.10918061959071	29.60725	2.00897531787584	29.60725	3.01592502285888	24.14	4.13355676657584
		29.63355	0.0012918379330593	29.63355	1.10922106284882	29.63355	2.00888732456333	29.63355	3.01607741542213	24.16	4.13686285195277
		29.65985	0.00204541006067724	29.65985	1.10905928981639	29.65985	2.01025122090721	29.65985	3.01851569643401	24.18	4.13355676657584
		29.68615	0.00236836954394207	29.68615	1.10998948475289	29.68615	2.007963394782	29.68615	3.01760134105456	24.2	4.13780744777475
		29.71245	0.00150714425523586	29.71245	1.10998948475289	29.71245	2.00761142153196	29.71245	3.01607741542213	24.22	4.13827974568574
		29.73875	0.00145331767469172	29.73875	1.10946372239748	29.73875	2.00893132121959	29.73875	3.01447729350808	24.24	4.13497366030881
		29.76505	0.00166862399686828	29.76505	1.10962549542991	29.76505	2.00884332790708	29.76505	3.01417250838159	24.26	4.13355676657584
		29.79135	0.00220688980230965	29.79135	1.10930194936504	29.79135	2.00972326103216	29.79135	3.01744894849131	24.28	4.13402906448683
		29.81765	0.00215306322176551	29.81765	1.10954460891369	29.81765	2.00862334462581	29.81765	3.01493447119781	24.3	4.13733514986376
		29.84395	0.00258367586611861	29.84395	1.10926150610693	29.84395	2.00963526771965	29.84395	3.01592502285888	24.32	4.13497366030881
		29.87025	0.00193775689958896	29.87025	1.10998948475289	29.87025	2.00963526771965	29.87025	3.01622980798537	24.34	4.1354459582198
		29.89655	0.00174936386768448	29.89655	1.10970638194613	29.89655	2.01029521756347	29.89655	3.01577263029564	24.36	4.13261217075386
		29.92285	0.00145331767469172	29.92285	1.10885707352584	29.92285	2.00923929781337	29.92285	3.01508686376105	24.38	4.13780744777475
		29.94915	0.00201849677040517	29.94915	1.10905928981639	29.94915	2.0085353513133	29.94915	3.01607741542213	24.4	4.13639055404178
		29.97545	0.00169553728714034	29.97545	1.10962549542991	29.97545	2.00884332790708	29.97545	3.01600121914051	24.42	4.13355676657584
		30.00175	0.0011303581914269	30.00175	1.10918061959071	30.00175	2.00994324431343	30.00175	3.01493447119781	24.44	4.13639055404178
		30.02805	0.00201849677040517	30.02805	1.10978726846235	30.02805	2.00989924765718	30.02805	3.01508686376105	24.46	4.13261217075386
		30.05435	0.00161479741632413	30.05435	1.10950416565559	30.05435	2.0090193145321	30.05435	3.01577263029564	24.48	4.13119527702089
		30.08065	7.26658837345858E-4	30.08065	1.11071746339885	30.08065	2.00835936468828	30.08065	3.01440109722646	24.5	4.13213987284287
		30.10695	0.00174936386768448	30.10695	1.10901884655828	30.10695	2.00919530115711	30.10695	3.01744894849131	24.52	4.13402906448683
		30.13325	0.00166862399686828	30.13325	1.10950416565559	30.13325	2.00857934796955	30.13325	3.01409631209997	24.54	4.13355676657584
		30.15955	0.00131875122333138	30.15955	1.10873574375152	30.15955	2.00893132121959	30.15955	3.01379152697348	24.56	4.1354459582198
		30.18585	8.34311998434137E-4	30.18585	1.11011081452722	30.18585	2.00866734128206	30.18585	3.01691557451996	24.58	4.13591825613079
		30.21215	0.00244910941475827	30.21215	1.10881663026773	30.21215	2.00778740815698	30.21215	3.01531545260591	24.6	4.13591825613079
		30.23845	0.00223380309258172	30.23845	1.10950416565559	30.23845	2.00871133793832	30.23845	3.01836330387077	24.62	4.13450136239782
		30.26475	0.00199158348013309	30.26475	1.11035347407587	30.26475	2.00888732456333	30.26475	3.0166869856751	24.64	4.13497366030881
		30.29105	0.00137257780387551	30.29105	1.10942327913937	30.29105	2.00906331118835	30.29105	3.01554404145078	24.66	4.13166757493188
		30.31735	0.00142640438441965	30.31735	1.10837175442854	30.31735	2.00954727440715	30.31735	3.01478207863456	24.68	4.13261217075386
		30.34365	0.00166862399686828	30.34365	1.10954460891369	30.34365	2.00897531787584	30.34365	3.01516306004267	24.7	4.13686285195277
		30.36995	4.30612644353107E-4	30.36995	1.10950416565559	30.36995	2.00844735800079	30.36995	3.01638220054861	24.72	4.13308446866485
		30.39625	0.00115727148169897	30.39625	1.10970638194613	30.39625	2.00893132121959	30.39625	3.01630600426699	24.74	4.13875204359673
		30.42255	0.00161479741632413	30.42255	1.10926150610693	30.42255	2.00875533459457	30.42255	3.01356293812862	24.76	4.13639055404178
		30.44885	0.00180319044822861	30.44885	1.10926150610693	30.44885	2.007963394782	30.44885	3.01523925632429	24.78	4.13450136239782
		30.47515	0.0012918379330593	30.47515	1.10885707352584	30.47515	2.00875533459457	30.47515	3.01630600426699	24.8	4.13639055404178
		30.50145	0.00166862399686828	30.50145	1.10914017633261	30.50145	2.00866734128206	30.50145	3.01584882657726	24.82	4.13733514986376
		30.52775	0.00236836954394207	30.52775	1.10986815497857	30.52775	2.00932729112587	30.52775	3.01478207863456	24.84	4.1354459582198
		30.55405	0.00188393031904482	30.55405	1.110029928011	30.55405	2.00967926437591	30.55405	3.01546784516916	24.86	4.1401689373297
		30.58035	0.00139949109414758	30.58035	1.10885707352584	30.58035	2.007963394782	30.58035	3.01828710758915	24.88	4.13497366030881
		30.60665	0.00220688980230965	30.60665	1.10841219768665	30.60665	2.00941528443838	30.60665	3.01462968607132	24.9	4.13591825613079
		30.63295	0.00236836954394207	30.63295	1.10970638194613	30.63295	2.00941528443838	30.63295	3.01683937823834	24.92	4.13733514986376
		30.65925	0.00174936386768448	30.65925	1.10946372239748	30.65925	2.00818337806327	30.65925	3.01577263029564	24.94	4.1354459582198
		30.68555	0.00102270503033862	30.68555	1.1086548572353	30.68555	2.00875533459457	30.68555	3.013486741847	24.96	4.13780744777475
		30.71185	0.00263750244666275	30.71185	1.10869530049341	30.71185	2.00805138809451	30.71185	3.01516306004267	24.98	4.13591825613079
		30.73815	0.00236836954394207	30.73815	1.10841219768665	30.73815	2.00778740815698	30.73815	3.01470588235294	25	4.13166757493188
		30.76445	0.00177627715795654	30.76445	1.10918061959071	30.76445	2.00818337806327	30.76445	3.01691557451996	25.02	4.13213987284287
		30.79075	0.00180319044822861	30.79075	1.10816953813799	30.79075	2.00976725768842	30.79075	3.01485827491618	25.04	4.13780744777475
		30.81705	0.00131875122333138	30.81705	1.10861441397719	30.81705	2.0091073078446	30.81705	3.01409631209997	25.06	4.13639055404178
		30.84335	0.00169553728714034	30.84335	1.10930194936504	30.84335	2.00972326103216	30.84335	3.01607741542213	25.08	4.13450136239782
		30.86965	0.00161479741632413	30.86965	1.10998948475289	30.86965	2.00835936468828	30.86965	3.01508686376105	25.1	4.14630881017257
		30.89595	0.00164171070659621	30.89595	1.10881663026773	30.89595	2.00888732456333	30.89595	3.01523925632429	25.12	4.13497366030881
		30.92225	8.0739870816207E-4	30.92225	1.10950416565559	30.92225	2.00866734128206	30.92225	3.01653459311186	25.14	4.13733514986376
		30.94855	9.95791740066551E-4	30.94855	1.10938283588126	30.94855	2.00893132121959	30.94855	3.01394391953673	25.16	4.1354459582198
		30.97485	0.00188393031904482	30.97485	1.10853352746097	30.97485	2.007963394782	30.97485	3.01424870466321	25.18	4.13119527702089
		31.00115	0.00145331767469172	31.00115	1.10998948475289	31.00115	2.00923929781337	31.00115	3.01866808899726	25.2	4.13402906448683
		31.02745	0.00177627715795654	31.02745	1.10986815497857	31.02745	2.00941528443838	31.02745	3.01744894849131	25.22	4.13639055404178
		31.05375	0.00110344490115482	31.05375	1.11189031788401	31.05375	2.00884332790708	31.05375	3.01737275220969	25.24	4.13875204359673
		31.08005	0.00191084360931689	31.08005	1.11039391733398	31.08005	2.00893132121959	31.08005	3.01767753733618	25.26	4.1354459582198
		31.10635	0.00199158348013309	31.10635	1.11132411227048	31.10635	2.00928329446962	31.10635	3.01782992989942	25.28	4.13497366030881
		31.13265	0.00312194167156004	31.13265	1.11152632856103	31.13265	2.00915130450086	31.13265	3.01744894849131	25.3	4.13497366030881
		31.15895	0.00287972205911132	31.15895	1.11116233923805	31.15895	2.01011923093845	31.15895	3.01813471502591	25.32	4.13497366030881
		31.18525	0.00360638089645725	31.18525	1.11326538865971	31.18525	2.00897531787584	31.18525	3.01767753733618	25.34	4.13213987284287
		31.21155	0.00347181444509691	31.21155	1.11476178920974	31.21155	2.00884332790708	31.21155	3.01973483693996	25.36	4.13780744777475
		31.23785	0.00379477392836172	31.23785	1.11423602685432	31.23785	2.0085353513133	31.23785	3.01722035964645	25.38	4.13213987284287
		31.26415	0.0020723233509493	31.26415	1.11484267572596	31.26415	2.0106471908135	31.26415	3.01851569643401	25.4	4.13213987284287
		31.29045	0.00425229986298686	31.29045	1.11492356224217	31.29045	2.00879933125082	31.29045	3.02003962206644	25.42	4.13827974568574
		31.31675	0.00174936386768448	31.31675	1.11650084930842	31.31675	2.0095912710634	31.31675	3.01790612618104	25.44	4.13497366030881
		31.34305	0.00333724799373657	31.34305	1.11815902289088	31.34305	2.00835936468828	31.34305	3.02080158488266	25.46	4.13591825613079
		31.36935	0.00479056566842831	31.36935	1.11787592008412	31.36935	2.00950327775089	31.36935	3.0166869856751	25.48	4.13402906448683
		31.39565	0.00551722450577413	31.39565	1.11763326053547	31.39565	2.00879933125082	31.39565	3.01760134105456	25.5	4.13166757493188
		31.42195	0.00341798786455278	31.42195	1.11735015772871	31.42195	2.00981125434467	31.42195	3.01790612618104	25.52	4.1354459582198
		31.44825	0.00349872773536898	31.44825	1.11654129256653	31.44825	2.00875533459457	31.44825	3.01744894849131	25.54	4.1354459582198
		31.47455	0.00409082012135445	31.47455	1.11573242740435	31.47455	2.00985525100092	31.47455	3.01821091130753	25.56	4.13261217075386
		31.50085	0.00387551379917792	31.50085	1.11411469708	31.50085	2.00919530115711	31.50085	3.01828710758915	25.58	4.13591825613079
		31.52715	0.00460217263652373	31.52715	1.11528755156515	31.52715	2.01038321087597	31.52715	3.01790612618104	25.6	4.13969663941871
		31.55345	0.00489821882951658	31.55345	1.11500444875839	31.55345	2.00906331118835	31.55345	3.01958244437671	25.62	4.1354459582198
		31.57975	0.00398316696026619	31.57975	1.11383159427323	31.57975	2.01025122090721	31.57975	3.01630600426699	25.64	4.13450136239782
		31.60605	0.00427921315325893	31.60605	1.11269918304619	31.60605	2.00989924765718	31.60605	3.01531545260591	25.66	4.13402906448683
		31.63235	0.00360638089645725	31.63235	1.11269918304619	31.63235	2.00932729112587	31.63235	3.01706796708321	25.68	4.13591825613079
		31.65865	0.0025029359953024	31.65865	1.11189031788401	31.65865	2.00893132121959	31.65865	3.01653459311186	25.7	4.13308446866485
		31.68495	0.00274515560775099	31.68495	1.11067702014074	31.68495	2.01025122090721	31.68495	3.01683937823834	25.72	4.13402906448683
		31.71125	0.00282589547856719	31.71125	1.10942327913937	31.71125	2.01029521756347	31.71125	3.01615361170375	25.74	4.13780744777475
		31.73755	0.00266441573693482	31.73755	1.110029928011	31.73755	2.00862334462581	31.73755	3.01676318195672	25.76	4.13402906448683
		31.76385	0.00290663534938339	31.76385	1.10914017633261	31.76385	2.00791939812574	31.76385	3.01493447119781	25.78	4.13166757493188
