2theta	Theorical_peaks	2theta	Intensity	2theta	Intensity	2theta	Intensity	2theta	Intensity	2theta	Intensity
deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.	deg	a.u.
2H-WSe2	2H-WSe2	x=0%, d =4%	x=0%, d =4%	x=1.0%, d =1%	x=1.0%, d =1%	x=1.4%, d =9% 	x=1.4%, d =9% 	x=7.6%, d =38%	x=7.6%, d =38%	x=15%, d =21%	x=15%, d =21%
		51.59405	0.00355255431591311	51.59405	1.11059613362452	51.59405	2.00994324431343	51.59405	3.01501066747943	40.86	4.19495549500454
		51.62035	0.0030681150910159	51.62035	1.10990859823667	51.62035	2.00994324431343	51.62035	3.01722035964645	40.88	4.17086830154405
		51.64665	0.00392934037972205	51.64665	1.11116233923805	51.64665	2.01038321087597	51.64665	3.01661078939348	40.9	4.15717166212534
		51.67295	0.00209923664122137	51.67295	1.10938283588126	51.67295	2.01095516740728	51.67295	3.01546784516916	40.92	4.14819800181653
		51.69925	0.00150714425523586	51.69925	1.10998948475289	51.69925	2.00967926437591	51.69925	3.01485827491618	40.94	4.14819800181653
		51.72555	0.00174936386768448	51.72555	1.11007037126911	51.72555	2.00875533459457	51.72555	3.0177537336178	40.96	4.14205812897366
		51.75185	0.00183010373850069	51.75185	1.11083879317318	51.75185	2.00963526771965	51.75185	3.01645839683023	40.98	4.14819800181653
		51.77815	0.00279898218829512	51.77815	1.1095850521718	51.77815	2.01069118746975	51.77815	3.01600121914051	41	4.13827974568574
		51.80445	0.00134566451360345	51.80445	1.11225430720699	51.80445	2.00932729112587	51.80445	3.01554404145078	41.02	4.13875204359673
		51.83075	0.00236836954394207	51.83075	1.10905928981639	51.83075	2.00884332790708	51.83075	3.01752514477294	41.04	4.13686285195277
		51.85705	0.00282589547856719	51.85705	1.11067702014074	51.85705	2.00967926437591	51.85705	3.01523925632429	41.06	4.13969663941871
		51.88335	0.00255676257584655	51.88335	1.11011081452722	51.88335	2.00941528443838	51.88335	3.01470588235294	41.08	4.13497366030881
		51.90965	0.00279898218829512	51.90965	1.11015125778533	51.90965	2.01047120418848	51.90965	3.01729655592807	41.1	4.14064123524069
		51.93595	0.00188393031904482	51.93595	1.11023214430155	51.93595	2.00879933125082	51.93595	3.01683937823834	41.12	4.13733514986376
		51.96225	0.00161479741632413	51.96225	1.11055569036642	51.96225	2.00915130450086	51.96225	3.01744894849131	41.14	4.1354459582198
		51.98855	0.00199158348013309	51.98855	1.10934239262315	51.98855	2.00981125434467	51.98855	3.01813471502591	41.16	4.13308446866485
		52.01485	0.00193775689958896	52.01485	1.1104748038502	52.01485	2.00923929781337	52.01485	3.01813471502591	41.18	4.13308446866485
		52.04115	0.00169553728714034	52.04115	1.10946372239748	52.04115	2.00989924765718	52.04115	3.01706796708321	41.2	4.13639055404178
		52.06745	0.00296046192992763	52.06745	1.11015125778533	52.06745	2.00879933125082	52.06745	3.01714416336483	41.22	4.13497366030881
		52.09375	0.00177627715795654	52.09375	1.11027258755965	52.09375	2.00871133793832	52.09375	3.01531545260591	41.24	4.13780744777475
		52.12005	0.00282589547856719	52.12005	1.11120278249616	52.12005	2.00981125434467	52.12005	3.01462968607132	41.26	4.13639055404178
		52.14635	0.00217997651203759	52.14635	1.1095850521718	52.14635	2.01033921421972	52.14635	3.01638220054861	41.28	4.13402906448683
		52.17265	0.00228762967312585	52.17265	1.11075790665696	52.17265	2.00967926437591	52.17265	3.01722035964645	41.3	4.13450136239782
		52.19895	0.00228762967312585	52.19895	1.11059613362452	52.19895	2.00981125434467	52.19895	3.01546784516916	41.32	4.13355676657584
		52.22525	9.95791740066551E-4	52.22525	1.1095850521718	52.22525	2.00897531787584	52.22525	3.01798232246266	41.34	4.13308446866485
		52.25155	0.00269132902720689	52.25155	1.11108145272183	52.25155	2.00932729112587	52.25155	3.01630600426699	41.36	4.13261217075386
		52.27785	0.00158788412605206	52.27785	1.11100056620561	52.27785	2.00941528443838	52.27785	3.0166869856751	41.38	4.13166757493188
		52.30415	0.00209923664122137	52.30415	1.11011081452722	52.30415	2.00849135465705	52.30415	3.01485827491618	41.4	4.13261217075386
		52.33045	0.00188393031904482	52.33045	1.11019170104344	52.33045	2.00923929781337	52.33045	3.01592502285888	41.42	4.13213987284287
		52.35675	0.00223380309258172	52.35675	1.11104100946372	52.35675	2.0095912710634	52.35675	3.01722035964645	41.44	4.13213987284287
		52.38305	0.00274515560775099	52.38305	1.11160721507725	52.38305	2.00945928109464	52.38305	3.01714416336483	41.46	4.13025068119891
		52.40935	0.00274515560775099	52.40935	1.11063657688263	52.40935	2.00862334462581	52.40935	3.01683937823834	41.48	4.12883378746594
		52.43565	0.00139949109414758	52.43565	1.11104100946372	52.43565	2.00937128778213	52.43565	3.01699177080158	41.5	4.13025068119891
		52.46195	0.00177627715795654	52.46195	1.11148588530292	52.46195	2.00928329446962	52.46195	3.01851569643401	41.52	4.13119527702089
		52.48825	0.00185701702877276	52.48825	1.10986815497857	52.48825	2.00879933125082	52.48825	3.01760134105456	41.54	4.13119527702089
		52.51455	0.00204541006067724	52.51455	1.1109196796894	52.51455	2.00945928109464	52.51455	3.01607741542213	41.56	4.1307229791099
		52.54085	0.00201849677040517	52.54085	1.11051524710831	52.54085	2.0095912710634	52.54085	3.01645839683023	41.58	4.1354459582198
		52.56715	0.00234145625367	52.56715	1.11055569036642	52.56715	2.0095912710634	52.56715	3.01531545260591	41.6	4.13213987284287
		52.59345	0.00263750244666275	52.59345	1.11027258755965	52.59345	2.00937128778213	52.59345	3.0166869856751	41.62	4.13308446866485
		52.61975	0.00215306322176551	52.61975	1.11023214430155	52.61975	2.00879933125082	52.61975	3.01767753733618	41.64	4.13402906448683
		52.64605	0.00180319044822861	52.64605	1.11104100946372	52.64605	2.00928329446962	52.64605	3.01729655592807	41.66	4.12788919164396
		52.67235	0.00274515560775099	52.67235	1.1109196796894	52.67235	2.00985525100092	52.67235	3.01889667784212	41.68	4.1307229791099
		52.69865	0.00266441573693482	52.69865	1.11059613362452	52.69865	2.00954727440715	52.69865	3.01676318195672	41.7	4.13213987284287
		52.72495	0.00261058915639068	52.72495	1.11148588530292	52.72495	2.00941528443838	52.72495	3.01577263029564	41.72	4.12977838328792
		52.75125	0.00142640438441965	52.75125	1.11007037126911	52.75125	2.00897531787584	52.75125	3.01577263029564	41.74	4.13450136239782
		52.77755	0.00290663534938339	52.77755	1.11100056620561	52.77755	2.01086717409477	52.77755	3.01653459311186	41.76	4.13261217075386
		52.80385	0.00234145625367	52.80385	1.11128366901238	52.80385	2.01011923093845	52.80385	3.01661078939348	41.78	4.13402906448683
		52.83015	0.00196467018986103	52.83015	1.11071746339885	52.83015	2.01038321087597	52.83015	3.01577263029564	41.8	4.12930608537693
		52.85645	0.00201849677040517	52.85645	1.1114049987867	52.85645	2.01077918078226	52.85645	3.01782992989942	41.82	4.12977838328792
		52.88275	0.00209923664122137	52.88275	1.11189031788401	52.88275	2.00937128778213	52.88275	3.01600121914051	41.84	4.13261217075386
		52.90905	0.00325650812292037	52.90905	1.11075790665696	52.90905	2.01086717409477	52.90905	3.01722035964645	41.86	4.13119527702089
		52.93535	0.00236836954394207	52.93535	1.11189031788401	52.93535	2.01196709050112	52.93535	3.01691557451996	41.88	4.1307229791099
		52.96165	0.00341798786455278	52.96165	1.11205209091644	52.96165	2.01055919750099	52.96165	3.01661078939348	41.9	4.1307229791099
		52.98795	0.00252984928557448	52.98795	1.11180943136779	52.98795	2.01196709050112	52.98795	3.0166869856751	41.92	4.12977838328792
		53.01425	0.00341798786455278	53.01425	1.11132411227048	53.01425	2.01249505037617	53.01425	3.01676318195672	41.94	4.12977838328792
		53.04055	0.00309502838128797	53.04055	1.11205209091644	53.04055	2.01245105371992	53.04055	3.01493447119781	41.96	4.13119527702089
		53.06685	0.0030681150910159	53.06685	1.11290139933673	53.06685	2.01231906375115	53.06685	3.01607741542213	41.98	4.13119527702089
		53.09315	0.00220688980230965	53.09315	1.11253741001375	53.09315	2.01135113731356	53.09315	3.01729655592807	42	4.13261217075386
		53.11945	0.00296046192992763	53.11945	1.11286095607862	53.11945	2.0112191473448	53.11945	3.01798232246266	42.02	4.12977838328792
		53.14575	0.00352564102564105	53.14575	1.11354849146647	53.14575	2.01187909718861	53.14575	3.01592502285888	42.04	4.12977838328792
		53.17205	0.00287972205911132	53.17205	1.11245652349753	53.17205	2.01047120418848	53.17205	3.01402011581835	42.06	4.13025068119891
		53.19835	0.0031488549618321	53.19835	1.11371026449891	53.19835	2.01055919750099	53.19835	3.01501066747943	42.08	4.1307229791099
		53.22465	0.00252984928557448	53.22465	1.11362937798269	53.22465	2.01060319415724	53.22465	3.01607741542213	42.1	4.12930608537693
		53.25095	0.00263750244666275	53.25095	1.11346760495026	53.25095	2.01020722425096	53.25095	3.01447729350808	42.12	4.12930608537693
		53.27725	0.0029873752201997	53.27725	1.11362937798269	53.27725	2.01033921421972	53.27725	3.01760134105456	42.14	4.13025068119891
		53.30355	0.00145331767469172	53.30355	1.1136698212408	53.30355	2.01183510053236	53.30355	3.01539164888753	42.16	4.1307229791099
		53.32985	0.0024221961244862	53.32985	1.11358893472458	53.32985	2.00967926437591	53.32985	3.01516306004267	42.18	4.13025068119891
		53.35615	0.00285280876883925	53.35615	1.11314405888538	53.35615	2.01003123762594	53.35615	3.01462968607132	42.2	4.13025068119891
		53.38245	0.00185701702877276	53.38245	1.11290139933673	53.38245	2.01025122090721	53.38245	3.01554404145078	42.22	4.1307229791099
		53.40875	0.00296046192992763	53.40875	1.11318450214349	53.40875	2.01007523428219	53.40875	3.01790612618104	42.24	4.12930608537693
		53.43505	0.00360638089645725	53.43505	1.11055569036642	53.43505	2.00963526771965	53.43505	3.01592502285888	42.26	4.13025068119891
		53.46135	0.00368712076727345	53.46135	1.11261829652997	53.46135	2.00998724096969	53.46135	3.01699177080158	42.28	4.12836148955495
		53.48765	0.00282589547856719	53.48765	1.11108145272183	53.48765	2.01082317743851	53.48765	3.01615361170375	42.3	4.12977838328792
		53.51395	0.00344490115482484	53.51395	1.1118498746259	53.51395	2.0091073078446	53.51395	3.01676318195672	42.32	4.12883378746594
		53.54025	0.00290663534938339	53.54025	1.11164765833536	53.54025	2.01011923093845	53.54025	3.0156202377324	42.34	4.12836148955495
		53.56655	0.0024221961244862	53.56655	1.11079834991507	53.56655	2.01055919750099	53.56655	3.01379152697348	42.36	4.13025068119891
		53.59285	0.00287972205911132	53.59285	1.10978726846235	53.59285	2.00998724096969	53.59285	3.01782992989942	42.38	4.13261217075386
		53.61915	0.00239528283421413	53.61915	1.11172854485157	53.61915	2.00985525100092	53.61915	3.01790612618104	42.4	4.13166757493188
		53.64545	0.00347181444509691	53.64545	1.11051524710831	53.64545	2.00919530115711	53.64545	3.01478207863456	42.42	4.12883378746594
		53.67175	0.0031488549618321	53.67175	1.11055569036642	53.67175	2.00915130450086	53.67175	3.01722035964645	42.44	4.12883378746594
		53.69805	0.00277206889802305	53.69805	1.11221386394888	53.69805	2.00985525100092	53.69805	3.01767753733618	42.46	4.13119527702089
		53.72435	0.00269132902720689	53.72435	1.11087923643129	53.72435	2.00893132121959	53.72435	3.01691557451996	42.48	4.13119527702089
		53.75065	0.00304120180074383	53.75065	1.11087923643129	53.75065	2.00941528443838	53.75065	3.01478207863456	42.5	4.13119527702089
		53.77695	0.00392934037972205	53.77695	1.11156677181914	53.77695	2.00893132121959	53.77695	3.01897287412374	42.52	4.12977838328792
		53.80325	0.00290663534938339	53.80325	1.10930194936504	53.80325	2.00888732456333	53.80325	3.01897287412374	42.54	4.13308446866485
		53.82955	0.00320268154237624	53.82955	1.11265873978808	53.82955	2.00888732456333	53.82955	3.02057299603779	42.56	4.12788919164396
		53.85585	0.0029873752201997	53.85585	1.11128366901238	53.85585	2.00893132121959	53.85585	3.01729655592807	42.58	4.13166757493188
		53.88215	0.00352564102564105	53.88215	1.11152632856103	53.88215	2.00831536803203	53.88215	3.02019201462969	42.6	4.12977838328792
		53.90845	0.00417155999217066	53.90845	1.11197120440023	53.90845	2.00963526771965	53.90845	3.01950624809509	42.62	4.13119527702089
		53.93475	0.00449451947543546	53.93475	1.11019170104344	53.93475	2.01011923093845	53.93475	3.0198872295032	42.64	4.12930608537693
		53.96105	0.00411773341162652	53.96105	1.11116233923805	53.96105	2.00937128778213	53.96105	3.02186833282536	42.66	4.1307229791099
		53.98735	0.00360638089645725	53.98735	1.11116233923805	53.98735	2.00994324431343	53.98735	3.01843950015239	42.68	4.1307229791099
		54.01365	0.00395625366999412	54.01365	1.11205209091644	54.01365	2.00941528443838	54.01365	3.01790612618104	42.7	4.13025068119891
		54.03995	0.00296046192992763	54.03995	1.11168810159346	54.03995	2.0091073078446	54.03995	3.01805851874429	42.72	4.12883378746594
		54.06625	0.00304120180074383	54.06625	1.11087923643129	54.06625	2.00844735800079	54.06625	3.02049679975617	42.74	4.12836148955495
		54.09255	0.00398316696026619	54.09255	1.11079834991507	54.09255	2.00945928109464	54.09255	3.01782992989942	42.76	4.13025068119891
		54.11885	0.00360638089645725	54.11885	1.11209253417455	54.11885	2.00818337806327	54.11885	3.01699177080158	42.78	4.13025068119891
		54.14515	0.00384860050890585	54.14515	1.11237563698132	54.14515	2.00871133793832	54.14515	3.01920146296861	42.8	4.12741689373297
		54.17145	0.00263750244666275	54.17145	1.11257785327186	54.17145	2.01038321087597	54.17145	3.01729655592807	42.82	4.13355676657584
		54.19775	0.00296046192992763	54.19775	1.11132411227048	54.19775	2.0106471908135	54.19775	3.0166869856751	42.84	4.1307229791099
		54.22405	0.0029873752201997	54.22405	1.11180943136779	54.22405	2.01011923093845	54.22405	3.01950624809509	42.86	4.12930608537693
		54.25035	0.00390242708944999	54.25035	1.11152632856103	54.25035	2.00897531787584	54.25035	3.01836330387077	42.88	4.1307229791099
		54.27665	0.00379477392836172	54.27665	1.11075790665696	54.27665	2.01038321087597	54.27665	3.01897287412374	42.9	4.1307229791099
		54.30295	0.00357946760618518	54.30295	1.11201164765834	54.30295	2.00989924765718	54.30295	3.01836330387077	42.92	4.13119527702089
		54.32925	0.00401008025053825	54.32925	1.11124322575427	54.32925	2.00989924765718	54.32925	3.01935385553185	42.94	4.12694459582198
		54.35555	0.00489821882951658	54.35555	1.11104100946372	54.35555	2.00972326103216	54.35555	3.01531545260591	42.96	4.13025068119891
		54.38185	0.00417155999217066	54.38185	1.11136455552859	54.38185	2.01055919750099	54.38185	3.01798232246266	42.98	4.12788919164396
		54.40815	0.00430612644353099	54.40815	1.11152632856103	54.40815	2.01385894672005	54.40815	3.01516306004267	43	4.12930608537693
		54.43445	0.00441377960461926	54.43445	1.11221386394888	54.43445	2.01104316071979	54.43445	3.01729655592807	43.02	4.12930608537693
		54.46075	0.00460217263652373	54.46075	1.11197120440023	54.46075	2.01174710721985	54.46075	3.01645839683023	43.04	4.12788919164396
		54.48705	0.0056248776668624	54.48705	1.11225430720699	54.48705	2.01223107043865	54.48705	3.01836330387077	43.06	4.13025068119891
		54.51335	0.0059478371501272	54.51335	1.11269918304619	54.51335	2.01192309384487	54.51335	3.02034440719293	43.08	4.1307229791099
		54.53965	0.00505969857114899	54.53965	1.11225430720699	54.53965	2.01214307712614	54.53965	3.02026821091131	43.1	4.1307229791099
		54.56595	0.00567870424740653	54.56595	1.11338671843404	54.56595	2.01293501693871	54.56595	3.01851569643401	43.12	4.12977838328792
		54.59225	0.00624388334311994	54.59225	1.11387203753134	54.59225	2.01262704034493	54.59225	3.01752514477294	43.14	4.12836148955495
		54.61855	0.00740115482481894	54.61855	1.11435735662865	54.61855	2.01157112059484	54.61855	3.0209539774459	43.16	4.13025068119891
		54.64485	0.00567870424740653	54.64485	1.11257785327186	54.64485	2.01209908046988	54.64485	3.01897287412374	43.18	4.1307229791099
		54.67115	0.00600166373067134	54.67115	1.11455957291919	54.67115	2.01403493334507	54.67115	3.01767753733618	43.2	4.12977838328792
		54.69745	0.00740115482481894	54.69745	1.11516622179083	54.69745	2.01267103700119	54.69745	3.02171594026212	43.22	4.12883378746594
		54.72375	0.0067014092777452	54.72375	1.11524710830705	54.72375	2.01205508381363	54.72375	3.02331606217617	43.24	4.12930608537693
		54.75005	0.00707819534155413	54.75005	1.1164199627922	54.75005	2.01297901359497	54.75005	3.0198872295032	43.26	4.12977838328792
		54.77635	0.00707819534155413	54.77635	1.11500444875839	54.77635	2.01236306040741	54.77635	3.02148735141725	43.28	4.13025068119891
		54.80265	0.00637844979448028	54.80265	1.11601553021111	54.80265	2.01253904703243	54.80265	3.02529716549832	43.3	4.12883378746594
		54.82895	0.00804707379134855	54.82895	1.11743104424492	54.82895	2.01355097012627	54.82895	3.02499238037184	43.32	4.13166757493188
		54.85525	0.00909669211195928	54.85525	1.11573242740435	54.85525	2.01368296009503	54.85525	3.02773544651021	43.34	4.12883378746594
		54.88155	0.00667449598747313	54.88155	1.11706705492194	54.88155	2.0139029433763	54.88155	3.02476379152697	43.36	4.13119527702089
		54.90785	0.00767028772753961	54.90785	1.11650084930842	54.90785	2.01487086981389	54.90785	3.02887839073453	43.38	4.12788919164396
		54.93415	0.00799324721080442	54.93415	1.11767370379358	54.93415	2.01416692331383	54.93415	3.02788783907345	43.4	4.12977838328792
		54.96045	0.00761646114699548	54.96045	1.11609641672733	54.96045	2.01328699018875	54.96045	3.02895458701615	43.42	4.1307229791099
		54.98675	0.00767028772753961	54.98675	1.11670306559896	54.98675	2.01328699018875	54.98675	3.02750685766535	43.44	4.12977838328792
		55.01305	0.00958113133685649	55.01305	1.11714794143816	55.01305	2.01337498350125	55.01305	3.02506857665346	43.46	4.13119527702089
		55.03935	0.00783176746917202	55.03935	1.11605597346922	55.03935	2.01223107043865	55.03935	3.026973483694	43.48	4.12788919164396
		55.06565	0.00923125856331962	55.06565	1.11637951953409	55.06565	2.01416692331383	55.06565	3.03398354160317	43.5	4.12788919164396
		55.09195	0.00939273830495202	55.09195	1.11585375717868	55.09195	2.01231906375115	55.09195	3.02682109113075	43.52	4.12930608537693
		55.11825	0.00941965159522409	55.11825	1.11625818975977	55.11825	2.01469488318888	55.11825	3.02872599817129	43.54	4.12836148955495
		55.14455	0.00912360540223135	55.14455	1.11455957291919	55.14455	2.01267103700119	55.14455	3.02491618409022	43.56	4.12977838328792
		55.17085	0.00971569778821683	55.17085	1.11553021111381	55.17085	2.01192309384487	55.17085	3.03070710149345	43.58	4.12977838328792
		55.19715	0.00871990604815034	55.19715	1.11455957291919	55.19715	2.01306700690748	55.19715	3.02887839073453	43.6	4.12883378746594
		55.22345	0.00993100411039348	55.22345	1.11650084930842	55.22345	2.01368296009503	55.22345	3.03192624199939	43.62	4.12788919164396
		55.24975	0.00958113133685649	55.24975	1.11443824314487	55.24975	2.01289102028246	55.24975	3.02933556842426	43.64	4.12977838328792
		55.27605	0.010953709140732	55.27605	1.11565154088813	55.27605	2.01363896343878	55.27605	3.03024992380372	43.66	4.12883378746594
		55.30235	0.0103347034644745	55.30235	1.11613685998544	55.30235	2.01315500021998	55.30235	3.02971654983237	43.68	4.12883378746594
		55.32865	0.0106845762380114	55.32865	1.11516622179083	55.32865	2.01223107043865	55.32865	3.03505028954587	43.7	4.13119527702089
		55.35495	0.0122993736543355	55.35495	1.11682439537329	55.35495	2.01425491662634	55.35495	3.03276440109723	43.72	4.12741689373297
		55.38125	0.0125685065570562	55.38125	1.11694572514762	55.38125	2.01245105371992	55.38125	3.03322157878696	43.74	4.13025068119891
		55.40755	0.0159326678410648	55.40755	1.11565154088813	55.40755	2.0128470236262	55.40755	3.03825053337397	43.76	4.12930608537693
		55.43385	0.01873165002936	55.43385	1.11985763973146	55.43385	2.01403493334507	55.43385	3.04007924413289	43.78	4.13025068119891
		55.46015	0.02263407711881	55.46015	1.11981719647335	55.46015	2.01619076950152	55.46015	3.04541298384639	43.8	4.12977838328792
		55.48645	0.0305734977490702	55.48645	1.12317398689638	55.48645	2.01341898015751	55.48645	3.04884181651935	43.82	4.12883378746594
		55.51275	0.0391588373458602	55.51275	1.12891692954784	55.51275	2.01218707378239	55.51275	3.05798537031393	43.84	4.12647229791099
		55.53905	0.0516735173223723	55.53905	1.13514519129661	55.53905	2.01355097012627	55.53905	3.07246266382201	43.86	4.13025068119891
		55.56535	0.065991387747113	55.56535	1.144204481113	55.56535	2.01377095340754	55.56535	3.08549222797927	43.88	4.12977838328792
		55.59165	0.0794749461734195	55.59165	1.15431529564022	55.59165	2.01359496678252	55.59165	3.09387381895763	43.9	4.12930608537693
		55.61795	0.095703660207477	55.61795	1.16899619833374	55.61795	2.01535483303269	55.61795	3.11490399268516	43.92	4.12836148955495
		55.64425	0.115296535525544	55.64425	1.18015853757179	55.64425	2.01473887984513	55.64425	3.13768668088997	43.94	4.12741689373297
		55.67055	0.132332648267763	55.67055	1.18893472458141	55.67055	2.01385894672005	55.67055	3.17197500761963	43.96	4.13166757493188
		55.69685	0.145277940888628	55.69685	1.19912642562485	55.69685	2.01394694003256	55.69685	3.19788174337092	43.98	4.12883378746594
		55.72315	0.155585731062831	55.72315	1.20774083960204	55.72315	2.01614677284526	55.72315	3.21891191709845	44	4.12977838328792
		55.74945	0.16793893129771	55.74945	1.2175685513225	55.74945	2.01579479959523	55.74945	3.25868637610485	44.02	4.12836148955495
		55.77575	0.183521726365238	55.77575	1.22286661813476	55.77575	2.01803862906419	55.77575	3.28245961597074	44.04	4.12883378746594
		55.80205	0.199481307496575	55.80205	1.23087438324031	55.80205	2.01751066918914	55.80205	3.31309052118257	44.06	4.12883378746594
		55.82835	0.20357212761793	55.82835	1.23386718434037	55.82835	2.0176426591579	55.82835	3.3199481865285	44.08	4.13025068119891
		55.85465	0.201338324525347	55.85465	1.22788158214026	55.85465	2.01799463240794	55.85465	3.3409021639744	44.1	4.12930608537693
		55.88095	0.194044822861617	55.88095	1.22056135242255	55.88095	2.01808262572045	55.88095	3.34989332520573	44.12	4.1307229791099
		55.90725	0.180588177725582	55.90725	1.21546550190083	55.90725	2.01993048528312	55.90725	3.34341664126791	44.14	4.13025068119891
		55.93355	0.164709336465062	55.93355	1.21016743508857	55.93355	2.01931453209556	55.93355	3.32688204815605	44.16	4.12930608537693
		55.95985	0.156689175963985	55.95985	1.20385828682359	55.95985	2.01949051872058	55.95985	3.31309052118257	44.18	4.13025068119891
		55.98615	0.144093756116657	55.98615	1.19289816387608	55.98615	2.01997448193937	55.98615	3.29609875038098	44.2	4.13025068119891
		56.01245	0.130690937561167	56.01245	1.18517350157729	56.01245	2.02437414756479	56.01245	3.26965864065834	44.22	4.13025068119891
		56.03875	0.116830593071051	56.03875	1.16931974439861	56.03875	2.02529807734612	56.03875	3.24542822310271	44.24	4.12836148955495
		56.06505	0.103077901742023	56.06505	1.16139286580927	56.06505	2.02837784328391	56.06505	3.20306309052118	44.26	4.12930608537693
		56.09135	0.0865800548052457	56.09135	1.15306155463884	56.09135	2.03233754234678	56.09135	3.18477598293203	44.28	4.12883378746594
		56.11765	0.0720199647680564	56.11765	1.14849146647254	56.11765	2.04311672312904	56.11765	3.15772630295642	44.3	4.13025068119891
		56.14395	0.067956057936974	56.14395	1.14327428617649	56.14395	2.05508381363016	56.14395	3.13547698872295	44.32	4.12788919164396
		56.17025	0.0561680367978078	56.17025	1.13769311655747	56.17025	2.06731488406881	56.17025	3.11879000304785	44.34	4.12977838328792
		56.19655	0.0498972401644158	56.19655	1.13542829410337	56.19655	2.08768533591447	56.19655	3.09227369704358	44.36	4.12883378746594
		56.22285	0.0485515756508123	56.22285	1.13591361320068	56.22285	2.11857098860487	56.22285	3.07444376714416	44.38	4.12930608537693
		56.24915	0.0500587199060482	56.24915	1.1327994823263	56.24915	2.15082053763914	56.24915	3.06347150259067	44.4	4.13261217075386
		56.27545	0.057002348796242	56.27545	1.13304214187495	56.27545	2.18597386598619	56.27545	3.0504419384334	44.42	4.13025068119891
		56.30175	0.0689787629673126	56.30175	1.13534740758716	56.30175	2.22750670949008	56.30175	3.04419384334045	44.44	4.12788919164396
		56.32805	0.0884370718340184	56.32805	1.14109035023862	56.32805	2.27933477055744	56.32805	3.03985065528802	44.46	4.12930608537693
		56.35435	0.11734194558622	56.35435	1.14938121815093	56.35435	2.33204276474988	56.35435	3.0312404754648	44.48	4.12883378746594
		56.38065	0.147861616754746	56.38065	1.1660842837499	56.38065	2.38721457169255	56.38065	3.03040231636696	44.5	4.13025068119891
		56.40695	0.188500685065571	56.40695	1.18254468980021	56.40695	2.44951383694839	56.40695	3.02666869856751	44.52	4.13025068119891
		56.43325	0.239339890389509	56.43325	1.20082504246542	56.43325	2.50362972414097	56.43325	3.02544955806157	44.54	4.13025068119891
		56.45955	0.306892248972401	56.45955	1.22994418830381	56.45955	2.55233402261428	56.45955	3.02369704358427	44.56	4.12930608537693
		56.48585	0.384617831278137	56.48585	1.26169214591928	56.48585	2.59980641471248	56.48585	3.02042060347455	44.58	4.12883378746594
		56.51215	0.465169309062439	56.51215	1.29404675240637	56.51215	2.62919618109024	56.51215	3.02103017372752	44.6	4.13025068119891
		56.53845	0.543675376786064	56.53845	1.33194208525439	56.53845	2.64714681684192	56.53845	3.01958244437671	44.62	4.12883378746594
		56.56475	0.608913192405559	56.56475	1.37129337539432	56.56475	2.65383430859255	56.56475	3.01767753733618	44.64	4.13166757493188
		56.59105	0.672939909962811	56.59105	1.40935048127477	56.59105	2.63610365612214	56.59105	3.01889667784212	44.66	4.12883378746594
		56.61735	0.739092777451556	56.61735	1.45153279948233	56.61735	2.62611641515245	56.61735	3.01973483693996	44.68	4.13166757493188
		56.64365	0.789151497357604	56.64365	1.46762921620966	56.64365	2.59127106339918	56.64365	3.01874428527888	44.7	4.12883378746594
		56.66995	0.822954589939323	56.66995	1.49496885869126	56.66995	2.56628096264684	56.66995	3.01912526668699	44.72	4.12836148955495
		56.69625	0.847607163828538	56.69625	1.51417940629297	56.69625	2.501385894672	56.69625	3.01935385553185	44.74	4.12883378746594
		56.72255	0.841201800743785	56.72255	1.51559492032678	56.72255	2.44946984029214	56.72255	3.01798232246266	44.76	4.12977838328792
		56.74885	0.832428068115091	56.74885	1.51296610854971	56.74885	2.38981037441155	56.74885	3.02064919231941	44.78	4.12977838328792
		56.77515	0.77986641221374	56.77515	1.49784033001699	56.77515	2.3371023802191	56.77515	3.01760134105456	44.8	4.12836148955495
		56.80145	0.739308083773733	56.80145	1.4837660761951	56.80145	2.27748691099476	56.80145	3.01866808899726	44.82	4.12883378746594
		56.82775	0.68281708749266	56.82775	1.44647739221872	56.82775	2.2234590171147	56.82775	3.01683937823834	44.84	4.12836148955495
		56.85405	0.626945096887845	56.85405	1.41570007279787	56.85405	2.18417000307977	56.85405	3.01813471502591	44.86	4.12647229791099
		56.88035	0.565286748874535	56.88035	1.39564021677586	56.88035	2.14589291213868	56.88035	3.01981103322158	44.88	4.12788919164396
		56.90665	0.502740262282247	56.90665	1.35952438728464	56.90665	2.11359936644815	56.90665	3.01782992989942	44.9	4.12883378746594
		56.93295	0.420224114308084	56.93295	1.32704845102321	56.93295	2.08588147300805	56.93295	3.01897287412374	44.92	4.1307229791099
		56.95925	0.362199060481503	56.95925	1.28911267491709	56.95925	2.07008667341282	56.95925	3.01729655592807	44.94	4.12883378746594
		56.98555	0.289290957134469	56.98555	1.26084283749899	56.98555	2.04945224162964	56.98555	3.0188204815605	44.96	4.12836148955495
		57.01185	0.238236445488353	57.01185	1.23192590795115	57.01185	2.04091689031634	57.01185	3.01600121914051	44.98	4.12977838328792
		57.03815	0.194044822861617	57.03815	1.20871147779665	57.03815	2.03084165603414	57.03815	3.01920146296861	45	4.12694459582198
		57.06445	0.154374633000587	57.06445	1.18812585941924	57.06445	2.0250340974086	57.06445	3.01767753733618	45.02	4.12836148955495
