H	M	M_over_mass	M_without_diamagnetism	M/Ms
Oe	emu	emu/g	emu/g	-
x=0%, d =8.7% -  after 15 days in soft vacuum	x=0%, d =8.7% -  after 15 days in soft vacuum	x=0%, d =8.7% -  after 15 days in soft vacuum	x=0%, d =8.7% -  after 15 days in soft vacuum	x=0%, d =8.7% -  after 15 days in soft vacuum
-1161.159	3.5244888E-6	4.25580918531268E-4	-1.13963326581135E-4	-0.533941467898956
-1176.2816	3.3806938E-6	4.17781946069994E-4	-1.282419427638E-4	-0.600839701855914
-1191.3499	3.8267807E-6	4.2700648020654E-4	-1.25490407169718E-4	-0.587948195455087
-1206.4058	3.4128002E-6	4.08178874354561E-4	-1.50777600719045E-4	-0.706423863442541
-1221.4747	3.1542294E-6	4.21574760183592E-4	-1.4383895002248E-4	-0.673914867353134
-1236.532	3.4574404E-6	4.05890432013769E-4	-1.65983006798483E-4	-0.777664297410349
-1251.5998	4.0477546E-6	4.58063757314974E-4	-1.20270137111357E-4	-0.563490163723219
-1266.6637	3.3413935E-6	4.48685057372346E-4	-1.3610882909842E-4	-0.637697671549444
-1281.7263	4.6381521E-6	4.75145990246701E-4	-1.16108768438175E-4	-0.543993301315948
-1296.7913	2.9191584E-6	4.72274541021228E-4	-1.25439574597253E-4	-0.58771003446792
-1311.8548	5.0603634E-6	5.15430917957544E-4	-8.87431692838016E-5	-0.415779878447689
-1326.9128	3.8109516E-6	5.10946123924268E-4	-9.96882004203553E-5	-0.467059585407548
-1341.9833	4.8346377E-6	5.18895111302352E-4	-9.81989681964937E-5	-0.460082228186539
-1357.0449	3.8495886E-6	5.11175666666667E-4	-1.12378504942309E-4	-0.526516254739788
-1372.1053	4.0093476E-6	5.45782183017785E-4	-8.42323032964344E-5	-0.39464554972067
-1387.1716	5.3665517E-6	5.26131290877797E-4	-1.10342670815134E-4	-0.516977955930227
-1402.2345	4.1624482E-6	5.34185547905909E-4	-1.08748544698135E-4	-0.509509149389898
-1417.2979	3.8008975E-6	4.99186537578887E-4	-1.50208694761835E-4	-0.703758422804736
-1432.3636	4.0870678E-6	4.62355764199656E-4	-1.93499460185503E-4	-0.906584503178285
-1447.4311	3.8116803E-6	4.76819547905909E-4	-1.85495609301131E-4	-0.869084826587124
-1462.4851	4.3055829E-6	5.02624499713138E-4	-1.66759439008243E-4	-0.781302040939255
-1477.5509	4.1836608E-6	5.23022592082616E-4	-1.53134446281058E-4	-0.717466166407402
-1492.6127	4.7783988E-6	5.63762322432587E-4	-1.16411789899248E-4	-0.54541301876878
-1492.758	4.7491407E-6	5.75353219162364E-4	-1.04851503060969E-4	-0.491250713148746
-1477.7572	5.0675027E-6	6.02721076878944E-4	-7.35206456518281E-5	-0.344459245249115
-1462.7654	4.638862E-6	5.680816821572E-4	-1.01434651645622E-4	-0.475242066200337
-1447.7645	4.9458652E-6	5.46994969592656E-4	-1.15464180105513E-4	-0.540973273287135
-1432.7775	3.7758609E-6	5.45793098680436E-4	-1.10218007633993E-4	-0.516393883457718
-1417.6406	4.7769057E-6	5.45092510040161E-4	-1.04467530498145E-4	-0.489451723245783
-1402.6367	4.9015572E-6	5.30542823866896E-4	-1.12569324407287E-4	-0.527410282917894
-1387.6494	4.0610834E-6	5.43550226047045E-4	-9.3122423228348E-5	-0.436297577865569
-1372.6544	4.1181729E-6	5.03356604704532E-4	-1.26892586715424E-4	-0.594517693093951
-1357.6657	4.3277959E-6	4.80555917383821E-4	-1.43265002816613E-4	-0.671225807435437
-1342.6762	3.7837715E-6	4.83787341365462E-4	-1.33604837919337E-4	-0.625965961306556
-1327.6839	3.9638023E-6	4.90446615031555E-4	-1.20516502718958E-4	-0.56464443692767
-1312.6937	4.108442E-6	4.81530416523236E-4	-1.23003445688074E-4	-0.576296272823891
-1297.6977	4.234767E-6	4.77430503729202E-4	-1.20674339833118E-4	-0.565383936053852
-1282.7121	3.5331975E-6	4.59120790017212E-4	-1.3255523298535E-4	-0.621048347755078
-1267.7209	3.6575367E-6	4.47504554790591E-4	-1.37748249288905E-4	-0.645378690077693
-1252.7293	3.7867716E-6	4.54886750430293E-4	-1.23930690018368E-4	-0.580640601948626
-1237.7404	3.9097436E-6	4.55985706827309E-4	-1.16385491420098E-4	-0.545289805021147
-1222.618	3.8695877E-6	4.40544842226047E-4	-1.25375531219765E-4	-0.587409978160237
-1207.604	3.181572E-6	4.31353108433735E-4	-1.28118792775362E-4	-0.60026271900037
-1192.6079	3.6394917E-6	4.40832573149742E-4	-1.1219913472718E-4	-0.525675868636326
-1177.6219	3.905879E-6	4.49529843947217E-4	-9.70773196467355E-5	-0.454827075576561
-1162.6305	4.0069791E-6	4.65349537578887E-4	-7.48299592740208E-5	-0.350593647063684
-1147.6435	3.4871218E-6	4.4351543545611E-4	-9.02358718635565E-5	-0.422773494995057
-1132.6489	3.566916E-6	4.23999093516925E-4	-1.03324003847931E-4	-0.484094067265442
-1117.6624	3.2762566E-6	3.9957330292599E-4	-1.21321596736997E-4	-0.568416466884009
-1102.6745	3.4079531E-6	4.01034258175559E-4	-1.13437036596685E-4	-0.53147569180003
-1087.6777	3.0393395E-6	3.86226795180723E-4	-1.21806084978106E-4	-0.570686393275228
-1072.6806	3.3514049E-6	3.65351440619621E-4	-1.36233398197623E-4	-0.638281303228852
-1057.5475	2.8148481E-6	3.64219676993689E-4	-1.30914968048478E-4	-0.613363371417419
-1042.5565	2.8258381E-6	3.72175934595525E-4	-1.16512382883225E-4	-0.545884317450001
-1027.5684	3.5265321E-6	3.72024900172117E-4	-1.10226040313197E-4	-0.516431518200877
-1012.5748	3.0828068E-6	3.8834495869191E-4	-8.74834208533273E-5	-0.409877699682558
-997.58479	3.0914193E-6	3.7941037578887E-4	-8.99889814314963E-5	-0.421616762880796
-982.59727	3.1548232E-6	3.69753217441193E-4	-9.32168299185932E-5	-0.436739892496786
-967.6001	2.9555587E-6	3.74468207114171E-4	-8.20732020504784E-5	-0.384529719275975
-952.61244	3.3645414E-6	3.89161548479633E-4	-6.09515610795124E-5	-0.285570516146332
-937.62547	3.1033125E-6	3.89757990246701E-4	-5.39266030340807E-5	-0.252657152494772
-922.6362	3.4769359E-6	3.89083618473896E-4	-4.81729835670913E-5	-0.225700269819457
-907.64174	2.8932989E-6	3.685910562249E-4	-6.22362045062898E-5	-0.291589333055226
-892.65188	3.03708E-6	3.71200831899025E-4	-5.31972261848285E-5	-0.24923987294332
-877.65843	2.8973459E-6	3.53127846815835E-4	-6.48413018744296E-5	-0.303794746449981
-862.67291	3.1823295E-6	3.48945767641996E-4	-6.25954766001461E-5	-0.293272596214732
-847.68151	2.5371475E-6	3.39753585771658E-4	-6.53590451896629E-5	-0.30622047965753
-832.69365	2.692581E-6	3.25705439472174E-4	-7.29789065871729E-5	-0.34192108705316
-817.69793	2.7322024E-6	2.98084150315548E-4	-9.41745156130985E-5	-0.441226845632064
-802.71162	2.3024652E-6	2.87082987378084E-4	-9.87443330678705E-5	-0.462637374027742
-787.71804	2.1767003E-6	2.95825016064257E-4	-8.3558849724769E-5	-0.391490282149915
-772.64437	2.4582555E-6	2.9362776993689E-4	-7.93080016186849E-5	-0.371574190318723
-757.58801	2.9551612E-6	2.94785765920826E-4	-7.17012779241924E-5	-0.335935135745781
-742.60128	1.9579274E-6	2.75913342512909E-4	-8.41357012765686E-5	-0.394192949521672
-727.60437	2.0682051E-6	2.59363545037292E-4	-9.42524202950504E-5	-0.441591844983044
-712.61659	1.9659263E-6	2.48477872059667E-4	-9.86974006331096E-5	-0.462417485982525
-697.53208	2.3365694E-6	2.33912641422834E-4	-1.0681304299442E-4	-0.5004409284823
-682.48868	1.8860864E-6	2.28813971313827E-4	-1.05464251121788E-4	-0.494121562998964
-667.49173	1.2510785E-6	2.26408457831325E-4	-1.0142862371126E-4	-0.475213824096336
-652.50952	2.3695423E-6	2.1740285427424E-4	-1.04005493704475E-4	-0.48728698647268
-637.51428	1.8581063E-6	2.25102113597246E-4	-8.98795493053008E-5	-0.421104051012434
-622.52063	1.740251E-6	2.39610676993689E-4	-6.89427994388524E-5	-0.323011100480967
-607.53583	1.7772304E-6	2.10784691336776E-4	-9.13419584981165E-5	-0.42795573685301
-592.5461	1.8714797E-6	1.87129503155479E-4	-1.08570220628717E-4	-0.508673664692822
-577.55442	1.2252726E-6	1.6129588410786E-4	-1.27963058202941E-4	-0.599533070711784
-562.51319	9.411387E-7	1.47850214572576E-4	-1.34959409027428E-4	-0.632312403688723
-547.41893	1.41333E-6	1.56095777969019E-4	-1.20264035985642E-4	-0.563461578702776
-532.42578	1.7149626E-6	2.17557424325875E-4	-5.23580268246327E-5	-0.245308052491204
-517.43871	1.9270801E-6	2.16884964199656E-4	-4.65972436916457E-5	-0.218317606577143
-502.44386	2.1682612E-6	1.94108058634538E-4	-6.29478223749357E-5	-0.294923408154353
-487.44464	5.0229712E-7	1.71615220080321E-4	-7.90078544873319E-5	-0.370167939687857
-472.43789	1.4252291E-6	1.33531323981641E-4	-1.10657885489995E-4	-0.518454801080748
-457.4331	1.2574861E-6	1.14468017096959E-4	-1.23286646219295E-4	-0.577623125170923
-442.43668	6.4413109E-7	1.26134855421687E-4	-1.05185458398907E-4	-0.492815362134521
-427.4274	9.2190496E-7	8.95458491107286E-5	-1.35340426030501E-4	-0.634097546190427
-412.42611	6.0143615E-7	4.97179602409638E-5	-1.68733798560377E-4	-0.790552318805409
-397.42166	3.376801E-7	6.64964120481927E-5	-1.45521147356027E-4	-0.681796305536062
-382.4194	1.2696853E-7	6.70383652897303E-5	-1.38546200406871E-4	-0.649117254087888
-367.42262	1.4500248E-6	8.40541012621916E-5	-1.1509659852153E-4	-0.539251078468741
-352.41812	4.8569563E-7	9.56524032702237E-5	-9.7064851693394E-5	-0.454768660667935
-337.41199	6.7390373E-7	8.68597165806081E-5	-9.94240594588839E-5	-0.465822031038688
-322.41463	5.0370395E-7	5.01035532989099E-5	-1.29745558344309E-4	-0.607884448041358
-307.41109	3.4394197E-7	4.69002333907057E-5	-1.2651513078474E-4	-0.592749234943928
-292.40259	3.2101912E-7	4.56776574297189E-5	-1.21303712585387E-4	-0.56833267597996
-277.40588	2.1002358E-7	2.57918604016064E-5	-1.3475565411562E-4	-0.631357770299492
-262.39948	4.308061E-7	2.03817256454389E-6	-1.52080335965067E-4	-0.71252744422078
-247.39884	-4.6748293E-7	5.06505981640849E-6	-1.42609785143611E-4	-0.668155978775539
-232.38272	5.3782166E-8	2.46116837177281E-5	-1.16610172775339E-4	-0.546342483073165
-217.24212	7.7607652E-7	4.48149830522088E-5	-8.99577336230157E-5	-0.421470360514093
