Raman schift	Intensity	Normalized Y1	I
cm-1	Counts		a.u
x=15%, d =21%	x=15%, d =21%	x=15%, d =21%	x=15%, d =21%
329.126	246.147	0.11299736138536	3.61299736138536
331.124	243.936	0.0936795568525345	3.59367955685253
333.119	247.351	0.123516871406853	3.62351687140685
335.113	246.669	0.117558145630559	3.61755814563056
337.105	247.041	0.120808359690356	3.62080835969036
339.099	248.454	0.133153930836843	3.63315393083684
341.09	254.156	0.182973072151257	3.68297307215126
343.081	256.822	0.206266272913135	3.70626627291313
345.071	254.986	0.190224893843815	3.69022489384381
347.061	256.699	0.205191605361105	3.7051916053611
349.048	254.673	0.187490170723609	3.68749017072361
351.035	264.435	0.272782078389571	3.77278207838957
353.022	263.016	0.260384084435669	3.76038408443567
355.008	267.005	0.295236514232792	3.79523651423279
356.991	267.801	0.302191273349993	3.80219127334999
358.977	265.924	0.285791671763328	3.78579167176333
360.957	269.386	0.316039631642407	3.81603963164241
362.942	272.368	0.342093766928198	3.8420937669282
364.919	269.473	0.31679976234994	3.81679976234994
366.901	279.227	0.402021772939347	3.90202177293935
368.882	266.246	0.288605029094658	3.78860502909466
370.858	261.71	0.248973386688102	3.7489733866881
372.834	259.345	0.228310063431597	3.7283100634316
374.81	257.359	0.210958114176875	3.71095811417687
376.787	259.201	0.227051916053611	3.72705191605361
378.76	259.935	0.233464972827512	3.73346497282751
380.734	262.582	0.256592168032572	3.75659216803257
382.708	263.67	0.266098170444021	3.76609817044402
384.678	262.602	0.256766910723959	3.75676691072396
386.651	263.455	0.264219686511612	3.76421968651161
388.621	265.881	0.285415974976847	3.78541597497685
390.589	253.165	0.174314571793035	3.67431457179303
392.557	252.396	0.167595715309207	3.66759571530921
394.526	245.137	0.10417285547032	3.60417285547032
396.491	243.562	0.0904118685235986	3.5904118685236
398.458	241.281	0.0704824645709194	3.57048246457092
400.421	240.545	0.0640519335278798	3.56405193352788
402.385	238.343	0.0448127632061786	3.54481276320618
404.348	240.062	0.0598318975308854	3.55983189753088
406.313	238.871	0.0494259702587938	3.54942597025879
408.273	240.989	0.0679312212766699	3.56793122127667
410.233	240.78	0.0661051601516764	3.56610516015168
412.192	238.837	0.0491289076834361	3.54912890768344
414.151	240	0.0592901951875863	3.55929019518759
416.105	239.481	0.0547556223460953	3.5547556223461
418.064	239.811	0.0576388767539796	3.55763887675398
420.019	240.85	0.0667167595715306	3.56671675957153
421.974	239.871	0.0581631048281404	3.55816310482814
423.927	243.862	0.0930330088944027	3.5930330088944
425.882	243.005	0.0855452845684729	3.58554528456847
427.833	238.778	0.0486134167438449	3.54861341674384
429.785	242.094	0.0775857549757981	3.5775857549758
431.734	238.633	0.0473465322312893	3.54734653223129
433.687	239.747	0.0570797001415417	3.55707970014154
435.633	240.539	0.063999510720464	3.56399951072046
437.581	238.731	0.0482027714190854	3.54820277141908
439.528	240.696	0.0653712408478513	3.56537124084785
441.473	242.324	0.079595295926748	3.57959529592675
443.419	240	0.0592901951875863	3.55929019518759
445.363	240	0.0592901951875863	3.55929019518759
447.307	240.931	0.0674244674716479	3.56742446747165
449.248	241.973	0.0765285616929073	3.57652856169291
451.189	243.955	0.0938455624093521	3.59384556240935
453.13	241.877	0.07568979677425	3.57568979677425
455.07	239.838	0.0578747793873518	3.55787477938735
457.009	243.363	0.088673178744299	3.5886731787443
458.946	244.529	0.0988606776521572	3.59886067765216
460.885	244.696	0.100319779125238	3.60031977912524
462.819	244.511	0.0987034092299087	3.59870340922991
464.755	241.132	0.0691806315200867	3.56918063152009
466.688	244.741	0.100712950180859	3.60071295018086
468.621	243.475	0.089651737816066	3.58965173781607
470.554	244.826	0.101455606619253	3.60145560661925
472.488	249.349	0.140973666276408	3.64097366627641
474.418	243.623	0.0909448337323291	3.59094483373233
476.347	248.479	0.133372359201076	3.63337235920108
478.276	248.129	0.130314362101805	3.6303143621018
480.205	250.25	0.148845824523389	3.64884582452339
482.129	253.395	0.176324112743984	3.67632411274398
484.057	252.122	0.165201740437206	3.66520174043721
485.982	253.06	0.173397172663253	3.67339717266325
487.907	251.825	0.162606811470111	3.66260681147011
489.829	250.117	0.147683785625666	3.64768378562567
491.751	249.307	0.140606706624496	3.6406067066245
493.673	252.592	0.169308193684799	3.6693081936848
495.594	245.37	0.106208607824978	3.60620860782498
497.515	249.952	0.146242158421724	3.64624215842172
499.433	249.182	0.139514564803327	3.63951456480333
501.351	247.859	0.127955335768081	3.62795533576808
503.267	253.791	0.179784018033446	3.67978401803345
505.184	247.654	0.126164223181365	3.62616422318136
507.1	251.934	0.163559159138169	3.66355915913817
509.015	247.908	0.12838345536198	3.62838345536198
510.929	243.68	0.091442850402782	3.59144285040278
512.84	245.053	0.103438936166495	3.60343893616649
514.751	244.679	0.100171247837559	3.60017124783756
516.664	242.398	0.0802418438848792	3.58024184388488
518.572	242.113	0.0777517605326157	3.57775176053262
520.482	240.648	0.0649518583885226	3.56495185838852
522.389	241.764	0.0747025005679133	3.57470250056791
524.298	242.068	0.077358589476995	3.57735858947699
526.205	241.333	0.0709367955685251	3.57093679556852
528.109	242.229	0.0787652681426598	3.57876526814266
530.013	240	0.0592901951875863	3.55929019518759
531.919	244.688	0.100249882048683	3.60024988204868
533.822	239.85	0.057979625002184	3.55797962500218
535.722	238.852	0.0492599647019766	3.54925996470198
537.624	240.293	0.0618501756164049	3.5618501756164
539.524	237.738	0.0395267967917242	3.53952679679172
541.424	240.389	0.0626889405350622	3.56268894053506
543.321	241.016	0.0681671239100426	3.56816712391004
545.219	242.487	0.0810194488615516	3.58101944886155
547.115	238.543	0.0465601901200483	3.54656019012005
549.011	238.97	0.050290946581159	3.55029094658116
550.905	241.116	0.069040837366977	3.56904083736698
552.8	240.035	0.0595959948975136	3.55959599489751
554.692	241.631	0.0735404616701904	3.57354046167019
556.584	238.792	0.0487357366278153	3.54873573662781
558.476	238.374	0.0450836143778284	3.54508361437783
560.368	241.805	0.075060723085257	3.57506072308526
562.255	238.909	0.0497579813724295	3.54975798137243
564.143	240.583	0.0643839446415156	3.56438394464152
566.031	243.637	0.0910671536163	3.5910671536163
567.917	245.379	0.106287242036102	3.6062872420361
569.802	242.126	0.0778653432820175	3.57786534328202
571.688	238.065	0.0423838397959005	3.5423838397959
573.572	242.266	0.0790885421217259	3.57908854212173
575.456	241.129	0.0691544201163788	3.56915442011638
577.338	243.893	0.0933038600660525	3.59330386006605
579.22	241.509	0.0724745312527305	3.57247453125273
581.099	242.858	0.084260925786779	3.58426092578678
582.979	240.965	0.0677215300470056	3.56772153004701
584.857	243.129	0.0866286892550721	3.58662868925507
586.735	245.702	0.109109336502001	3.609109336502
588.611	242.415	0.0803903751725586	3.58039037517256
590.488	242.572	0.0817621052999459	3.58176210529995
592.363	242.308	0.0794555017736383	3.57945550177364
594.237	243.071	0.08612193545005	3.58612193545005
596.109	242.332	0.0796651930033026	3.5796651930033
597.984	242.344	0.0797700386181348	3.57977003861813
599.855	243.012	0.0856064445104584	3.58560644451046
601.722	242.053	0.0772275324584549	3.57722753245845
603.592	241.961	0.0764237160780751	3.57642371607807
605.462	245.588	0.108113303161095	3.60811330316109
607.33	241.68	0.0739685812640887	3.57396858126409
609.197	242.869	0.084357034267042	3.58435703426704
611.062	244.468	0.0983277124434267	3.59832771244343
612.928	240.318	0.0620686039806384	3.56206860398064
614.792	243.14	0.0867247977353346	3.58672479773533
616.656	240.972	0.0677826899889915	3.56778268998899
618.517	242.6	0.0820067450678872	3.58200674506789
620.382	244.052	0.094693064462579	3.59469306446258
622.241	241.627	0.0735055131319134	3.57350551313191
624.101	244.544	0.0989917346706977	3.5989917346707
625.96	241.445	0.0719153546402921	3.57191535464029
627.818	241.533	0.0726842224823948	3.57268422248239
629.675	241.73	0.0744054379925561	3.57440543799256
631.531	241.673	0.0739074213221032	3.5739074213221
633.385	243.647	0.0911545249619939	3.59115452496199
635.239	236.89	0.0321177066769186	3.53211770667692
637.095	242.619	0.0821727506247049	3.5821727506247
638.948	242.907	0.0846890453806768	3.58468904538068
640.798	244.223	0.0961871144739372	3.59618711447394
642.648	239.746	0.0570709630069721	3.55707096300697
644.498	240.899	0.0671448791654289	3.56714487916543
646.348	240.975	0.067808901392699	3.5678089013927
648.195	240.156	0.0606531881804044	3.5606531881804
650.046	242.134	0.0779352403585721	3.57793524035857
651.89	240.903	0.0671798277037065	3.56717982770371
653.734	239.968	0.0590106068813673	3.55901060688137
655.58	241.793	0.0749558774704249	3.57495587747042
657.423	240.343	0.0622870323448718	3.56228703234487
659.266	240.491	0.0635801282611354	3.56358012826113
661.108	239.876	0.0582067905009871	3.55820679050099
662.949	242.773	0.0835182693483847	3.58351826934838
664.79	241.278	0.070456253167211	3.57045625316721
666.628	240.214	0.0611599419854265	3.56115994198543
668.467	241.64	0.0736190958813147	3.57361909588131
670.303	236.064	0.0249008335226381	3.52490083352264
672.14	239.033	0.0508413860590282	3.55084138605903
673.975	240.911	0.0672497247802611	3.56724972478026
675.809	240.13	0.0604260226816013	3.5604260226816
677.644	242.749	0.0833085781187199	3.58330857811872
679.477	239.689	0.0565729463365192	3.55657294633652
681.309	240.679	0.0652227095601724	3.56522270956017
683.139	240.312	0.0620161811732225	3.56201618117322
684.969	240.581	0.0643664703723763	3.56436647037238
686.798	240.66	0.0650567040033548	3.56505670400335
688.627	241.394	0.071469760777255	3.57146976077725
690.456	241.2	0.0697747566708022	3.5697747566708
692.28	240.453	0.0632481171475006	3.5632481171475
694.108	244.044	0.0946231673860244	3.59462316738602
695.933	239.396	0.054012965907701	3.5540129659077
697.754	239.407	0.0541090743879636	3.55410907438796
699.579	240.819	0.0664459083998813	3.56644590839988
701.399	240.355	0.0623918779597045	3.5623918779597
703.223	238.773	0.0485697310709982	3.548569731071
705.043	239.713	0.0567826375661835	3.55678263756618
706.862	241.272	0.0704038303597956	3.5704038303598
708.681	241.839	0.0753577856606147	3.57535778566061
710.497	240.994	0.0679749069495166	3.56797490694952
712.316	241.67	0.0738812099183948	3.57388120991839
714.131	242.956	0.0851171649745751	3.58511716497457
715.945	242	0.0767644643262796	3.57676446432628
717.76	241.665	0.0738375242455486	3.57383752424555
719.573	241.809	0.0750956716235346	3.57509567162353
721.385	240.422	0.0629772659758508	3.56297726597585
723.197	241.194	0.0697223338633863	3.56972233386339
725.009	240.855	0.0667604452443778	3.56676044524438
726.816	240.685	0.0652751323675888	3.56527513236759
728.627	239.838	0.0578747793873523	3.55787477938735
730.433	240.862	0.0668216051863633	3.56682160518636
732.24	241.479	0.0722124172156498	3.57221241721565
734.047	241.263	0.0703251961486709	3.57032519614867
735.851	240.251	0.0614832159644921	3.56148321596449
737.654	242.689	0.0827843500445596	3.58278435004456
739.459	242.595	0.0819630593950405	3.58196305939504
741.261	237.944	0.0413266465130093	3.54132664651301
743.061	246.196	0.113425480979258	3.61342548097926
744.863	243.344	0.0885071731874814	3.58850717318748
746.662	241.035	0.0683331294668598	3.56833312946686
748.461	241.432	0.0718017718908908	3.57180177189089
750.26	242.785	0.0836231149632169	3.58362311496322
752.056	240.896	0.0671186677617205	3.56711866776172
753.852	241.992	0.076694567249725	3.57669456724972
755.648	238.959	0.0501948381008965	3.5501948381009
757.441	241.48	0.072221154350219	3.57222115435022
759.236	242.187	0.0783983084907475	3.57839830849075
761.026	241.227	0.0700106593041744	3.57001065930417
762.82	240.933	0.0674419417407866	3.56744194174079
764.61	240.679	0.0652227095601724	3.56522270956017
766.4	241.506	0.0724483198490221	3.57244831984902
768.189	239.292	0.0531043039124886	3.55310430391249
769.977	240.796	0.0662449543047861	3.56624495430479
771.762	240.871	0.066900239397487	3.56690023939749
773.55	243.585	0.0906128226186938	3.59061282261869
775.336	241.849	0.0754451570063081	3.57544515700631
777.121	241.109	0.0689796774249915	3.56897967742499
778.904	241.721	0.0743268037814319	3.57432680378143
780.687	241.202	0.0697922309399409	3.56979223093994
782.469	241.161	0.0694340084225977	3.5694340084226
784.249	242.308	0.0794555017736388	3.57945550177364
786.031	241.31	0.0707358414734304	3.57073584147343
787.808	241.019	0.0681933353137506	3.56819333531375
789.587	241.424	0.0717318748143357	3.57173187481434
791.364	241.685	0.0740122669369354	3.57401226693694
793.14	241.153	0.0693641113460431	3.56936411134604
794.916	243.973	0.0940028308316006	3.5940028308316
796.691	243.534	0.0901672287556572	3.59016722875566
798.464	242.295	0.079341919024237	3.57934191902424
800.237	241.546	0.0727978052317961	3.5727978052318
802.01	240.277	0.0617103814632952	3.56171038146329
803.78	243.055	0.0859821412969403	3.58598214129694
805.552	240.418	0.0629423174375732	3.56294231743757
807.319	241.084	0.0687612490607581	3.56876124906076
809.091	240.351	0.0623569294214269	3.56235692942143
810.856	240	0.0592901951875863	3.55929019518759
812.622	240.706	0.0654586121935452	3.56545861219354
814.388	240.951	0.0675992101630351	3.56759921016303
816.152	241.475	0.0721774686773728	3.57217746867737
817.915	240.952	0.0676079472976043	3.5676079472976
819.679	240.885	0.067022559281458	3.56702255928146
821.441	239.862	0.0580844706170162	3.55808447061702
823.204	240.311	0.0620074440386529	3.56200744403865
824.964	242.068	0.077358589476995	3.57735858947699
826.724	239.561	0.0554545931116434	3.55545459311164
828.481	242.514	0.0812553514949238	3.58125535149492
830.238	241.235	0.0700805563807295	3.57008055638073
831.995	242.53	0.081395145648033	3.58139514564803
833.752	238.102	0.0427071137749662	3.54270711377497
835.506	242.906	0.0846803082461072	3.58468030824611
837.26	241.347	0.0710591154524965	3.5710591154525
839.015	246.641	0.117313505862617	3.61731350586262
840.766	240.081	0.0599979030877035	3.5599979030877
842.517	241.571	0.0730162335960301	3.57301623359603
844.268	241.75	0.0745801806839429	3.57458018068394
846.018	240.664	0.0650916525416323	3.56509165254163
847.763	240.055	0.0597707375889004	3.5597707375889
849.513	242.916	0.0847676795918011	3.5847676795918
851.26	238.955	0.0501598895626194	3.55015988956262
853.007	242.078	0.0774459608226889	3.57744596082269
854.751	236.542	0.0290771838467859	3.52907718384679
856.497	242.547	0.0815436769357119	3.58154367693571
858.239	239.095	0.0513830884023273	3.55138308840233
859.983	240.461	0.0633180142240552	3.56331801422406
861.724	242.552	0.0815873626085591	3.58158736260856
863.465	244.711	0.100450836143778	3.60045083614378
865.203	240.56	0.0641829905464204	3.56418299054642
866.944	245.413	0.106584304611459	3.60658430461146
868.682	242.181	0.0783458856833312	3.57834588568333
870.417	242.161	0.0781711429919444	3.57817114299194
872.154	243.934	0.0936620825833957	3.59366208258339
873.889	239.55	0.0553584846313799	3.55535848463138
875.624	243.455	0.0894769951246788	3.58947699512468
877.358	242.934	0.0849249480140491	3.58492494801405
879.09	240.371	0.0625316721128137	3.56253167211281
880.824	241.597	0.0732433990948327	3.57324339909483
882.553	243.188	0.0871441801946633	3.58714418019466
884.282	245.647	0.108628794100687	3.60862879410069
886.012	244.636	0.0997955510510775	3.59979555105108
887.739	239.725	0.0568874831810162	3.55688748318102
889.467	240.048	0.0597095776469149	3.55970957764691
891.194	244.05	0.0946755901934403	3.59467559019344
892.92	239.549	0.0553497474968108	3.55534974749681
894.645	242.342	0.079752564348996	3.579752564349
896.368	240.165	0.0607318223915287	3.56073182239153
898.09	240.242	0.0614045817533683	3.56140458175337
899.81	242.013	0.0768780470756809	3.57687804707568
901.534	244.025	0.0944571618292063	3.59445716182921
903.253	240.619	0.0646984814860116	3.56469848148601
904.972	241.046	0.0684292379471228	3.56842923794712
906.691	242.575	0.0817883167036538	3.58178831670365
908.408	243.636	0.0910584164817309	3.59105841648173
910.124	242.299	0.0793768675625145	3.57937686756251
911.84	241.232	0.0700543449770216	3.57005434497702
913.555	244.36	0.0973841019099377	3.59738410190994
915.269	239.235	0.0526062872420362	3.55260628724204
916.982	239.64	0.0561448267426214	3.55614482674262
918.694	242.878	0.0844356684781658	3.58443566847817
920.403	238.45	0.0457476366050994	3.5457476366051
922.115	237.75	0.0396316424065564	3.53963164240656
923.824	239.621	0.0559788211858042	3.5559788211858
925.534	243.059	0.0860170898352174	3.58601708983522
927.241	241.618	0.0734268789207896	3.57342687892079
928.948	240.182	0.060880353679207	3.56088035367921
930.654	241.531	0.072666748213256	3.57266674821326
932.358	241.668	0.073863735649256	3.57386373564926
934.062	240.873	0.0669177136666258	3.56691771366663
935.765	241.601	0.0732783476331102	3.57327834763311
937.469	242.017	0.0769129956139584	3.57691299561396
939.17	241.659	0.0737851014381323	3.57378510143813
940.87	241.379	0.0713387037587155	3.57133870375871
942.568	238.85	0.0492424904328379	3.54924249043284
944.268	240.094	0.0601114858371048	3.5601114858371
945.966	241.005	0.0680710154297796	3.56807101542978
947.663	240.375	0.0625666206510913	3.56256662065109
949.359	243.563	0.0904206056581682	3.59042060565817
951.055	240.531	0.0639296136439094	3.56392961364391
952.748	241.664	0.073828787110979	3.57382878711098
954.444	242.359	0.0799010956366748	3.57990109563667
956.134	242.591	0.0819281108567635	3.58192811085676
957.825	241.307	0.0707096300697225	3.57070963006972
959.517	243.045	0.0858947699512469	3.58589476995125
961.206	248.434	0.132979188145456	3.63297918814546
962.894	241.467	0.0721075716008177	3.57210757160082
964.582	240.146	0.060565816834711	3.56056581683471
966.271	240.92	0.0673283589913853	3.56732835899138
967.956	242.584785714286	0.0818738158062253	3.58187381580622
969.642	238.904971428571	0.0497227832017357	3.54972278320174
971.325	241.378157142857	0.0713313396024356	3.57133133960244
973.01	241.26	0.070298984744963	3.57029898474496
974.692	239.612342857143	0.0559031825636753	3.55590318256367
976.374	241.772342857143	0.0747753932334638	3.57477539323346
978.054	240.987342857143	0.0679167425965269	3.56791674259653
979.736	239.230528571429	0.0525672197688904	3.55256721976889
981.413	242.324528571429	0.0795999141264488	3.57959991412645
983.091	245.999528571429	0.111708883668798	3.6117088836688
984.769	240.054528571429	0.0597666186540321	3.55976661865403
986.446	239.553714285714	0.0553909368454952	3.5553909368455
988.122	239.4709	0.0546673772869452	3.55466737728694
989.796	241.554085714286	0.0728684512056001	3.5728684512056
991.467	242.512271428571	0.0812402487337399	3.58124024873374
993.143	239.298457142857	0.0531607208385654	3.55316072083856
994.815	240.578642857143	0.0643458756980346	3.56434587569803
996.484	239.643828571429	0.0561782774864015	3.5561782774864
998.157	240.894014285714	0.0671013183087904	3.56710131830879
999.825	241.1362	0.069217327485278	3.56921732748528
