H	M	M_over_mass	M_without_diamagnetism
Oe	emu	emu/g	emu/g
x=1.0% at 80K	x=1.0% at 80K	x=1.0% at 80K	x=1.0% at 80K
0.99385192	4.620427E-5	0.00408887345132743	0.00554617144577964
0.99454063	5.1112948E-5	0.00452326973451328	0.00553490850723051
0.98456243	4.5808808E-5	0.00405387681415929	0.00552535945052867
0.97457813	4.8297259E-5	0.00427409371681416	0.00551752427567409
0.96458924	4.6216203E-5	0.00408992946902655	0.00551140298266679
0.95458955	4.904605E-5	0.00434035840707965	0.00550699557150676
0.94460539	4.9595681E-5	0.00438899831858407	0.005504302042194
0.93462283	5.0399983E-5	0.00446017548672566	0.00550332239472852
0.92463636	4.9992702E-5	0.00442413292035398	0.00550405662911032
0.9146522	4.9520984E-5	0.00438238796460177	0.00550650474533938
0.90466511	5.098958E-5	0.00451235221238938	0.00551066674341572
0.89467833	4.6313784E-5	0.00409856495575221	0.00551654262333933
0.88469212	4.7622137E-5	0.00421434840707965	0.00552413238511022
0.87470561	5.4330454E-5	0.00480800477876106	0.00552534529428709
0.86472394	4.9563591E-5	0.00438615849557522	0.00556177553879743
0.85473396	5.010338E-5	0.00443392743362832	0.00555747681313467
0.84474492	4.8926442E-5	0.00432977362831859	0.00557017423784113
0.83475248	5.2498161E-5	0.00464585495575221	0.00556890979679824
0.82477579	5.3165994E-5	0.00470495522123894	0.00560130756209638
0.81478453	5.6981075E-5	0.00504257300884956	0.00563405277995186
0.80480594	5.3861476E-5	0.00476650230088496	0.00567501441187548
0.79482522	5.3146433E-5	0.00470322415929204	0.00569445780716823
0.78483808	5.3970846E-5	0.0047761810619469	0.00572009352612832
0.77484925	5.8353574E-5	0.00516403309734513	0.00573897851116343
0.76485793	5.2495913E-5	0.00464565601769912	0.00572435994894131
0.75487074	5.5601472E-5	0.00492048424778761	0.00572903730395947
0.74489586	5.483933E-5	0.00485303805309735	0.00575624003604004
0.73489864	5.8019355E-5	0.00513445619469027	0.00574935825511051
0.72491083	5.7967126E-5	0.00512983415929204	0.0057685139056191
0.71493729	5.906422E-5	0.00522692212389381	0.00573131922014904
0.70495324	5.5496904E-5	0.00491123044247788	0.00571596941776634
0.69496827	5.5604123E-5	0.00492071884955752	0.00569317540868609
0.68496839	5.4360514E-5	0.00481066495575221	0.00569847162516748
0.67490504	5.7807141E-5	0.00511567619469027	0.00568275879848713
0.66480909	5.5945378E-5	0.00495091840707965	0.00566674691166477
0.65481418	5.8563741E-5	0.00518263194690266	0.00563462416382683
0.64483898	5.9904979E-5	0.00530132557522124	0.00564110383780271
0.63485299	5.5798951E-5	0.00493796026548673	0.00561589089549026
0.62485847	5.7309333E-5	0.00507162238938053	0.0055688577947005
0.61488093	5.870231E-5	0.00519489469026549	0.00553722389857756
0.60489402	5.2099542E-5	0.0046105789380531	0.00550874909695928
0.59651896	5.8861812E-5	0.00520900991150443	0.00551271467469954
0.58896867	5.7009809E-5	0.00504511584070797	0.00551242085688203
0.58140928	5.8286149E-5	0.00515806628318584	0.00550880206450869
0.5738926	5.6830898E-5	0.00502928300884956	0.00550574119716909
0.56640592	5.7555812E-5	0.00509343469026549	0.00549484343446663
0.55890545	5.5776558E-5	0.0049359785840708	0.00548249146190229
0.55141727	5.8631664E-5	0.00518864283185841	0.00546334621387089
0.5439187	5.5804995E-5	0.00493849513274336	0.00545094055969495
0.53643032	5.4807071E-5	0.00485018327433628	0.00544497651819441
0.52892233	6.1450465E-5	0.00543809424778761	0.00542466456100704
0.52142871	5.8304943E-5	0.00515972946902655	0.00541905690689445
0.51393869	6.1814738E-5	0.00547033079646018	0.00543499059583272
0.50644626	5.6885213E-5	0.0050340896460177	0.00540603842540971
0.49895112	5.9737472E-5	0.00528650194690266	0.00539987435744451
