H	M	M_over_mass	M_without_diamagnetism
Oe	emu	emu/g	emu/g
x=1.4%_at_80K	x=1.4%_at_80K	x=1.4%_at_80K	x=1.4%_at_80K
0.96670787	7.2237493E-6	6.56704481818182E-4	0.00623275216115497
0.96173911	6.3895527E-6	5.80868427272727E-4	0.00623869508348556
0.95675941	7.3674928E-6	6.69772072727273E-4	0.00624458936081436
0.95177399	1.0302574E-5	9.36597636363636E-4	0.00625043499314137
0.9467965	7.8800236E-6	7.16365781818182E-4	0.00625623198046659
0.94180857	1.0263323E-5	9.33029363636364E-4	0.00626198032279003
0.93682089	8.8294311E-6	8.02675554545454E-4	0.00626768002011168
0.93184627	8.6720857E-6	7.88371427272727E-4	0.00627333107243154
0.92686004	1.0927072E-5	9.93370181818182E-4	0.00627893347974962
0.92188856	1.3973965E-5	0.00127036045454545	0.0062844872420659
0.91689723	1.4209817E-5	0.00129180154545455	0.00628999235938041
0.91192483	1.1345723E-5	0.00103142936363636	0.00629544883169312
0.90695393	1.0296529E-5	9.36048090909091E-4	0.00630085665900404
0.90196904	9.443769E-6	8.58524454545454E-4	0.00630763060814263
0.89698556	1.2330367E-5	0.00112094245454545	0.00629507862323606
0.89200437	1.402422E-5	0.00127492909090909	0.00627644902563475
0.88703258	1.1620353E-5	0.00105639572727273	0.00628791428455497
0.88204377	1.3497841E-5	0.00122707645454545	0.00627800127381473
0.87706139	1.0619663E-5	9.65423909090909E-4	0.00630775480914483
0.87207339	1.0124712E-5	9.20428363636364E-4	0.00633986263108024
0.86709204	1.4710083E-5	0.00133728027272727	0.0063443802307847
0.86211876	1.6061051E-5	0.00146009554545455	0.0063583876848377
0.85714344	1.5892562E-5	0.00144477836363636	0.00637701881569284
0.85215298	1.7141949E-5	0.001558359	0.00641760703936054
0.84716977	1.5233168E-5	0.00138483345454545	0.00642235529901646
0.84220041	1.5183085E-5	0.00138028045454545	0.00643035619016514
0.83721097	1.7644012E-5	0.00160400109090909	0.00642070792593814
0.83222295	2.0189531E-5	0.00183541190909091	0.00640084769150943
0.82725043	1.8752922E-5	0.00170481109090909	0.00643141715113857
0.82227655	2.1300273E-5	0.00193638845454546	0.00641318537410863
0.81728387	1.6824497E-5	0.00152949972727273	0.00641392645917337
0.81231472	1.3745856E-5	0.00124962327272727	0.00638804517108223
0.80733836	1.6889731E-5	0.00153543009090909	0.00635489067262134
0.80235201	1.644539E-5	0.00149503545454545	0.00633365095813503
0.79737181	1.8956132E-5	0.00172328472727273	0.0063432806274564
0.79239693	1.5914223E-5	0.00144674754545455	0.00635363567801655
