H	M	M_over_mass	M_without_diamagnetism	M/Ms
Oe	emu	emu/g	emu/g	-
x=15% after 3 months in soft vacuum	x=15% after 3 months in soft vacuum	x=15% after 3 months in soft vacuum	x=15% after 3 months in soft vacuum	x=15% after 3 months in soft vacuum
989.17597	1.4053074E-6	9.82732447552447E-5	2.50042341278039E-4	0.730959601725968
1014.1732	8.8814679E-7	6.21081671328671E-5	2.18155455092892E-4	0.772519605055244
1039.1769	2.2758155E-6	1.59147937062937E-4	3.19474523778827E-4	0.764002399736655
1064.1749	1.2672835E-6	8.86212237762238E-5	2.53226133712242E-4	0.731011690131028
1089.1827	1.5441869E-6	1.07985097902098E-4	2.76870008295125E-4	0.757866678685606
1114.1663	2.3453469E-7	1.64010272727273E-5	1.89561796374547E-4	0.693495246448291
1139.1698	1.2112984E-6	8.47061818181818E-5	2.62146215446542E-4	0.754160754413021
1164.1718	3.2166553E-7	2.2494093006993E-5	2.04213134441964E-4	0.772458457149276
1189.1744	2.4344463E-6	1.70241E-4	3.56239151929554E-4	0.831905093100691
1214.2714	1.6534642E-6	1.15626867132867E-4	3.05920285797982E-4	0.850105293685858
1239.4269	1.3705429E-6	9.58421608391608E-5	2.90440858317138E-4	0.881780232907052
1264.4261	1.3176788E-6	9.21453706293706E-5	2.9102259670342E-4	0.836134915711605
1289.4274	7.6442328E-7	5.34561734265734E-5	2.56612287504599E-4	0.84730310202502
1314.4218	9.4705753E-7	6.62277993006993E-5	2.73661620471019E-4	0.857916409598379
1339.4244	1.5845866E-6	1.10810251748252E-4	3.22523183413154E-4	0.857109058974347
1364.4246	1.2882462E-6	9.00871468531469E-5	3.06078778260742E-4	0.851501127533357
1389.4243	9.5028465E-7	6.6453472027972E-5	2.8672371760495E-4	0.872750003478315
1414.4235	2.7719692E-7	1.93844E-5	2.43933174173051E-4	0.865957811011088
1439.4345	1.1302173E-6	7.90361748251748E-5	3.07865497124421E-4	0.879170018523388
1464.4274	1.067778E-6	7.46697902097902E-5	3.077765628814E-4	0.849598506958612
1489.4231	1.2708249E-6	8.88688741258741E-5	3.26253576380384E-4	0.853069230799169
1514.4341	-1.3518834E-7	-9.45373006993007E-6	2.32211520310775E-4	0.795194008856607
1539.4311	1.6570795E-8	1.15879685314685E-6	2.4710219930736E-4	0.790142391374817
1564.4306	-6.617685E-7	-4.62775174825175E-5	2.03944464911754E-4	0.77253176011
1589.4332	5.9441186E-7	4.15672629370629E-5	2.96068355825917E-4	0.811129453046976
1614.4352	4.8392788E-7	3.38411104895105E-5	2.92621211184975E-4	0.841901336476129
1639.428	4.8110629E-7	3.36437965034965E-5	2.96701330456662E-4	0.910337496039514
1664.4228	4.3751412E-7	3.0595393006993E-5	2.97930702511101E-4	0.923363727970948
1689.6652	6.987192E-7	4.88614825174825E-5	3.20516943475777E-4	0.927147460463338
1714.6778	5.7166153E-7	3.99763307692308E-5	3.15912613688314E-4	0.913214362386562
1739.6719	2.304877E-7	1.6118020979021E-5	2.96331959646412E-4	0.979513418374902
1764.6842	-2.146673E-7	-1.50116993006993E-5	2.69483009983493E-4	0.986270779128859
1789.6762	1.7446005E-6	1.22000034965035E-4	4.10772040589632E-4	0.975919349105072
1814.671	5.2014385E-7	3.63736958041958E-5	3.29423476979736E-4	1.02473429439545
1839.6668	-3.3958401E-8	-2.37471335664336E-6	2.94953014516459E-4	1.02325982123891
1864.6704	1.1018247E-6	7.70506783216783E-5	3.78657687835984E-4	0.980359147103561
1889.7839	-5.9899811E-7	-4.18879797202797E-5	2.64017120448826E-4	0.987750745847688
1914.9288	3.2571256E-7	2.27771020979021E-5	3.32985666925692E-4	0.981183671134986
1939.9251	3.5671358E-7	2.49450055944056E-5	3.39431602693069E-4	0.982042646514682
1964.918	-5.4583268E-7	-3.81701174825175E-5	2.80593929988509E-4	0.990723232995478
1989.9348	7.7528535E-7	5.42157587412587E-5	3.7726134698888E-4	0.993257795794754
2014.9299	-7.2995507E-7	-5.10458090909091E-5	2.7627760605164E-4	0.988083609534398
