Voltage	Current
V	nA
x=1.0%	x=1.0%
5.9826904907823E-4	0.00230367
0.208763971924782	0.78866497
0.416604578495026	0.94182484
0.624734103679657	0.9318476
0.833259344100952	1.01399855
1.04075503349304	1.08358944
1.24926853179932	1.03040831
1.45784854888916	1.15135668
1.66618502140045	1.09503562
1.87476170063019	1.13960574
2.08370614051819	1.11539677
2.29199385643005	1.11651066
2.50062227249146	1.11129428
2.70911312103271	1.04195697
2.91694641113281	1.1477107
3.12512063980103	1.11139609
3.33352947235107	1.19359678
3.54138469696045	1.19121679
3.74952936172485	1.21876975
3.95769143104553	1.23791399
4.16598606109619	1.27969879
4.37497568130493	1.34422484
4.58359718322754	1.27478628
4.79186105728149	1.22991195
5.00047397613525	1.29646305
5.00050401687622	0.35349787
4.79617834091187	-0.45852155
4.59218883514404	-0.52725507
4.38786029815674	-0.57076477
4.18317031860352	-0.48871007
3.97881102561951	-0.60292876
3.77492356300354	-0.71785639
3.57139587402344	-0.77053391
3.3675320148468	-0.75067857
3.16368770599365	-0.84752416
2.95950841903687	-0.63301592
2.75562715530396	-0.90308899
2.55151557922363	-0.85233615
2.34758257865906	-0.82873197
2.14321160316467	-0.9541955
1.93892812728882	-0.89680707
1.73427903652191	-0.9813953
1.52993738651276	-0.91022967
1.32593655586243	-0.9803317
1.12191843986511	-1.02693176
0.918040037155152	-1.03042552
0.714150607585907	-1.06932685
0.509979069232941	-0.99380471
0.306077569723129	-0.94680008
0.102545998990536	-1.04936992
-0.101794004440308	-1.08087406
-0.305373013019562	-1.11151688
-0.509266495704651	-1.1398823
-0.713430404663086	-1.1312703
-0.917347609996796	-1.11374587
-1.12122714519501	-1.17711119
-1.3249546289444	-1.1942316
-1.52929902076721	-1.27192923
-1.73364651203156	-1.24928923
-1.93832790851593	-1.25946886
-2.14261317253113	-1.2673711
-2.34697389602661	-1.15912913
-2.55096912384033	-1.21135102
-2.75503635406494	-1.29821742
-2.95894193649292	-1.28823918
-3.16314816474915	-1.37095224
-3.36700630187988	-1.29791378
-3.57054352760315	-1.36067135
-3.77441740036011	-1.44683066
-3.9783239364624	-1.35940614
-4.18269824981689	-1.41831313
-4.38739347457886	-1.36467293
-4.59175252914429	-1.35636524
-4.79573631286621	-1.37733569
-5.00003051757813	-1.48618517
-5.00005102157593	-0.53510546
-4.79572629928589	0.31216818
-4.59173727035522	0.43818046
-4.38740825653076	0.4727731
-4.18271017074585	0.45990822
-3.9783239364624	0.51597576
-3.77443242073059	0.59610072
-3.57055044174194	0.61767702
-3.36699104309082	0.57295485
-3.1631395816803	0.61560052
-2.95894908905029	0.70038525
-2.75505685806274	0.70256312
-2.55096101760864	0.67825184
-2.34698820114136	0.75235035
-2.1426408290863	0.88925101
-1.93833422660828	0.76237733
-1.7336665391922	0.84047763
-1.52930378913879	0.78501788
-1.32495629787445	0.82442231
-1.12123370170593	0.86645907
-0.917356252670288	0.86058516
-0.713450014591217	0.90135593
-0.50924962759018	0.90743496
-0.305363178253174	0.94866204
-0.10177281498909	0.93286079
0.102526679635048	0.94714303
0.30608469247818	0.97272024
0.509969890117645	0.99951314
0.714118659496307	1.07558684
0.918038487434387	0.96573127
1.12192988395691	1.01237818
1.32592737674713	1.09219944
1.52993559837341	1.08662834
1.73428654670715	1.12410914
1.93893504142761	1.18969734
2.14321565628052	1.24789157
2.3475615978241	1.16285381
2.55153369903564	1.18103594
2.75561118125916	1.18746846
2.95949172973633	1.21476784
3.16367435455322	1.23148169
3.36751818656921	1.28780264
3.5713791847229	1.2693675
3.77491331100464	1.22317556
3.97879076004028	1.23249455
4.18317556381226	1.29935052
4.38785696029663	1.2745327
4.59218263626099	1.34933964
4.79616641998291	1.13003407
5.00050258636475	1.24824717
5.00046873092651	0.45454018
4.79186010360718	-0.44626364
4.5835862159729	-0.52188637
4.3749737739563	-0.64137345
4.16596651077271	-0.63063471
3.95770382881165	-0.77559881
3.7495379447937	-0.73948436
3.54138231277466	-0.75422413
3.33352518081665	-0.77727025
3.12508988380432	-0.80543239
2.91692304611206	-0.87421698
2.70909214019775	-0.8114604
2.50061202049255	-0.87219099
2.29197835922241	-0.94462294
2.08369064331055	-0.94568653
1.87479186058044	-0.98134478
1.66617131233215	-0.94335639
1.45784544944763	-1.00332831
1.24926459789276	-0.97683706
1.04074549674988	-1.09561504
0.833259463310242	-0.99350084
0.624749183654785	-1.03305953
0.416607320308685	-1.077885
0.208760023117065	-1.01517972
6.0637248679996E-4	-1.13350151
