Voltage	Current
V	nA
x=0%	x=0%
2.0329642575234E-4	-0.00600211
0.208383426070213	23.33550952
0.41625115275383	64.85498005
0.624354898929596	134.20563505
0.832909643650055	242.99905022
1.04043138027191	390.99734295
1.24900114536285	578.40156842
1.45760524272919	800.64501162
1.66579604148865	1052.13507595
1.87440359592438	1339.1891116
2.08330106735229	1655.32446772
2.29163408279419	1996.96796699
2.50024390220642	2361.02573581
2.7087299823761	2771.64917861
2.91656589508057	3201.05777973
3.12474966049194	3668.41004507
3.33317804336548	4177.89487983
3.54104065895081	4703.43684356
3.74920201301575	5278.44440512
3.95738530158997	5882.42073718
4.16569471359253	6520.34395898
4.37466382980347	7190.43282515
4.58329200744629	7887.92931417
4.79158639907837	8615.65240484
5.00019884109497	9369.92273637
5.00021266937256	9369.94911171
4.79588460922241	8628.38260218
4.59188938140869	7920.87757873
4.38756799697876	7256.99192117
4.18285131454468	6598.02935843
3.97847461700439	5977.02046434
3.77462315559387	5381.92261956
3.57105612754822	4815.23647977
3.36718535423279	4280.52862844
3.16332697868347	3778.51370104
2.95913434028625	3296.63885168
2.75524091720581	2858.57686322
2.55116128921509	2453.39879257
2.34719347953796	2078.25428333
2.14284706115723	1737.11475782
1.93857204914093	1424.46822338
1.7338981628418	1136.68511403
1.52970016002655	878.53413788
1.32565975189209	645.37454136
1.12159466743469	448.4554097
0.91769802570343	289.34198326
0.713775515556335	167.71925004
0.509620249271393	86.44473581
0.305695027112961	36.04139565
0.102172620594502	7.03166725
-0.101999796926975	-12.01468613
-0.305564731359482	-44.04050458
-0.50947105884552	-94.00935141
-0.713664591312408	-159.8952224
-0.91760915517807	-274.16959369
-1.12152230739594	-438.56547904
-1.32530057430267	-642.26577479
-1.52969646453857	-886.91524525
-1.73385107517242	-1176.26836982
-1.93854701519012	-1500.63692672
-2.14283037185669	-1871.08025784
-2.34721255302429	-2314.42299992
-2.55119323730469	-2867.13270725
-2.75528788566589	-3489.62362295
-2.95922064781189	-4160.94053435
-3.16343641281128	-4878.69056087
-3.36730360984802	-5629.91044717
-3.57085704803467	-6421.506896
-3.77475833892822	-7240.04667063
-3.97866415977478	-8088.08090369
-4.18305253982544	-8986.51978787
-4.3877854347229	-9911.83242149
-4.59190368652344	-10909.03606382
-4.79589223861694	-11938.43036162
-5.00023174285889	-13020.93460254
-5.00023126602173	-13021.96687902
-4.79590272903442	-11958.78940052
-4.59191799163818	-10925.9490273
-4.38777732849121	-9938.78529698
-4.18306255340576	-9008.37039808
-3.97866892814636	-8108.52998256
-3.7747700214386	-7246.26306692
-3.57086801528931	-6418.89391773
-3.36729717254639	-5639.83985558
-3.16343641281128	-4889.12610308
-2.95920324325562	-4177.43012804
-2.75531196594238	-3507.96062776
-2.55120420455933	-2889.15612146
-2.34721446037292	-2354.53194364
-2.14284873008728	-1914.84173229
-1.93854057788849	-1531.56486249
-1.73385548591614	-1199.28449749
-1.52971541881561	-916.10093023
-1.32529377937317	-662.7507787
-1.12153327465057	-445.98252202
-0.917608797550202	-267.04864808
-0.713664352893829	-149.19490354
-0.50947904586792	-84.32816401
-0.305560320615768	-36.70089299
-0.101980581879616	-6.51878462
0.102144211530685	9.92939331
0.305716246366501	37.82140823
0.509610295295715	89.11320037
0.713783979415894	172.46490813
0.91769540309906	295.4784577
1.12159025669098	457.45409238
1.32567155361176	655.62016971
1.5297235250473	887.3198567
1.7338958978653	1144.50119781
1.93857359886169	1437.16806633
2.14284729957581	1755.91912921
2.34718728065491	2098.78839996
2.55115795135498	2475.90310209
2.75523996353149	2881.0418371
2.95913982391357	3315.6554764
3.1633415222168	3791.94193556
3.36720323562622	4290.96280641
3.57105469703674	4820.57339468
3.77460980415344	5371.36384082
3.97848415374756	5980.42834099
4.18286466598511	6596.50368107
4.38756847381592	7253.21478967
4.59189414978027	7952.42158347
4.79588747024536	8665.68552738
5.00019979476929	9407.26840781
5.00022125244141	9402.62543736
4.79157543182373	8639.96774569
4.58329582214355	7885.92842582
4.37466716766357	7199.32177162
4.16566610336304	6519.7996264
3.95739078521729	5891.37380302
3.74920082092285	5284.9286476
3.54103517532349	4714.61726193
3.33319020271301	4182.61242885
3.12473583221436	3677.89039046
2.91657209396362	3207.32510772
2.70874071121216	2767.46527561
2.50025272369385	2359.26245296
2.2916407585144	1983.4426439
2.08331394195557	1641.68272931
1.87440824508667	1329.14078677
1.66579878330231	1046.69823031
1.45761466026306	793.48603776
1.24896192550659	565.87884956
1.04043352603912	379.29231667
0.832904398441315	232.07100242
0.624344289302826	126.08080624
0.416236847639084	58.70702324
0.208388164639473	19.40457217
2.1139939781278E-4	-2.02952743
