Voltage	Current
V	mA
x=0%	x=0%
4.949887515977E-4	-7.52341478E-5
0.10238142311573	0.18140066822525
0.204020604491234	0.35347489756532
0.305983006954193	0.52083720220253
0.407970815896988	0.68627030123025
0.509921789169312	0.85219513857737
0.611840605735779	1.02019391488284
0.713966429233551	1.19274784810841
0.815898895263672	1.36602506972849
0.917871534824371	1.54523504897952
1.01979172229767	1.72972260043025
1.12173116207123	1.91983033437282
1.22368478775024	2.11589364334941
1.32576966285706	2.31776409782469
1.4276180267334	2.52498197369277
1.52978682518005	2.73883435875177
1.6319465637207	2.95882043428719
1.7341194152832	3.18468455225229
1.83630990982056	3.41754360124469
1.93879675865173	3.65710980258882
2.04091048240662	3.90391238033772
2.14308905601501	4.15774621069431
2.24524450302124	4.41945297643542
2.34742903709412	4.68950206413865
2.44959211349487	4.96700825169683
2.55140542984009	5.25289354845881
2.65355825424194	5.54950768128037
2.75549387931824	5.85577078163624
2.8574526309967	6.17273431271315
2.95938777923584	6.49946928024292
3.06132411956787	6.83778384700418
3.16359281539917	7.18909595161676
3.26552677154541	7.55330407992005
3.36744284629822	7.93082639575005
3.46937298774719	8.31928011029959
3.57131695747375	8.72206687927246
3.67291641235352	9.13798343390226
3.77486634254456	9.56732872873545
3.8768196105957	10.0125065073371
3.97859501838684	10.5641493573785
4.08078908920288	10.9525257721543
4.18296194076538	11.4373909309506
4.28514766693115	11.9408806785941
4.38765668869019	12.4612841755152
4.48982334136963	12.9949348047376
4.59199905395508	13.5424807667732
4.6941089630127	14.1036324203014
4.79595422744751	14.6783357486129
4.89812660217285	15.2692636474967
5.00029182434082	15.9301646053791
5.00028848648071	16.1352194845676
4.89912366867065	15.6901367008686
4.7979564666748	15.1035701856017
4.69708108901978	14.5154874771833
4.5959587097168	13.9443567022681
4.49477624893188	13.3810080587864
4.39361906051636	12.8266476094723
4.29243755340576	12.2867776080966
4.19122552871704	11.7597263306379
4.09038257598877	11.2447822466493
3.98918223381042	10.7452813535929
3.88821005821228	10.262536816299
3.78742671012878	9.68722347170115
3.6864640712738	9.32857673615217
3.58551692962646	8.89648031443357
3.48488354682922	8.47594067454338
3.38394236564636	8.07141233235598
3.28303861618042	7.68048316240311
3.18207240104675	7.30329798534513
3.08112382888794	6.94004679098725
2.9801721572876	6.58917939290404
2.87955665588379	6.25333283096552
2.77861618995666	5.92859974130988
2.67764735221863	5.61522040516138
2.57654142379761	5.31191052868962
2.47504639625549	5.02036605030298
2.37387204170227	4.73940651863813
2.27270603179932	4.46667848154902
2.17153358459473	4.20296471565962
2.07033729553223	3.94705403596163
1.96946620941162	3.6996251437813
1.8683648109436	3.45924659632146
1.76720464229584	3.22640384547412
1.66601848602295	3.00030852667987
1.56482398509979	2.78094876557589
1.46364307403564	2.56761885248125
1.36279082298279	2.36148340627551
1.2616263628006	2.16091331094503
1.1606810092926	1.96654978208244
1.05970752239227	1.77818106021732
0.958749830722809	1.59581587649882
0.857798159122467	1.4187676133588
0.757188141345978	1.24725128989667
0.656238615512848	1.079166890122
0.555444359779358	0.91344985412434
0.454484581947327	0.75219658901915
0.353501945734024	0.59091829461977
0.252530336380005	0.42865119758062
0.151898875832558	0.26317508309148
0.0510213747620583	0.09058259456651
-0.0506552048027515	-0.09369285544381
-0.151135548949242	-0.28948442195542
-0.252141445875168	-0.49866928020492
-0.353142350912094	-0.72006322443485
-0.454157471656799	-0.95173588488251
-0.554911315441132	-1.19147775694728
-0.655852317810059	-1.43786903936416
-0.756485760211944	-1.69022486079484
-0.857446134090424	-1.94842903874815
-0.958400845527649	-2.21143197268248
-1.05936062335968	-2.47850292362273
-1.16035079956055	-2.74975830689073
-1.26131117343903	-3.02440742962062
-1.362144947052	-3.30263981595635
-1.46334397792816	-3.58559377491474
-1.56454014778137	-3.87188117019832
-1.66573321819305	-4.16214019060135
-1.76692724227905	-4.45644790306687
-1.86811745166779	-4.75438311696053
-1.96923100948334	-5.05599286407232
-2.0700957775116	-5.36110484972596
-2.17130041122437	-5.67162455990911
-2.2724916934967	-5.98677387461066
-2.37366318702698	-6.30676234140992
-2.47483372688293	-6.63078716024756
-2.57634711265564	-6.96114031597972
-2.67747020721436	-7.29517312720418
-2.77843832969666	-7.63393705710769
-2.87939286231995	-7.97856319695711
-2.98000574111938	-8.3270100876689
-3.08097410202026	-8.68455041199923
-3.1819269657135	-9.04630590230227
-3.28289437294006	-9.41374246031046
-3.38380861282349	-9.78752225637436
-3.4847731590271	-10.1692620664835
-3.58516693115234	-10.5848908424377
-3.68612265586853	-10.9486049041152
-3.78710460662842	-11.348751373589
-3.88804006576538	-11.7587558925152
-3.98901510238647	-12.1766384691
-4.09021949768066	-12.60438375175
-4.1910719871521	-13.0363572388887
-4.29227590560913	-13.4798809885979
-4.39346408843994	-13.9370178803802
-4.49462509155273	-14.4044468179345
-4.59582662582397	-14.8829258978367
-4.69695520401001	-15.3727643191814
-4.79783153533936	-15.8726312220097
-4.89900588989258	-16.3814555853605
-5.00016498565674	-16.9847402721643
-4.89900970458984	-16.5490321815014
-4.79783487319946	-16.0249993205071
-4.69696092605591	-15.5048305168748
-4.59582710266113	-14.9956019595265
-4.49462699890137	-14.4976694136858
-4.39346075057983	-14.0144908800721
-4.29227924346924	-13.5432351380587
-4.19107532501221	-13.0819417536259
-4.0902304649353	-12.6333655789495
-3.98901081085205	-12.1945673599839
-3.88803720474243	-11.7652490735054
-3.78710317611694	-11.3467052578926
-3.68612384796143	-10.9376152977347
-3.58517026901245	-10.5376364663243
-3.48454833030701	-10.1458355784416
-3.3838038444519	-9.72593855112791
-3.28290867805481	-9.38372686505318
-3.18193197250366	-9.01581346988678
-3.08097124099731	-8.65275878459215
-2.98001718521118	-8.29634349793196
-2.87939405441284	-7.94653035700321
-2.77844452857971	-7.60188139975071
-2.67747521400452	-7.26299453526735
-2.57635831832886	-6.92903203889728
-2.47484660148621	-6.59855687990785
-2.37366127967834	-6.27380516380072
-2.27248930931091	-5.95504185184836
-2.17130613327026	-5.64103573560715
-2.07009410858154	-5.33106736838818
-1.96924126148224	-5.02685271203518
-1.86811506748199	-4.72603412345052
-1.76693665981293	-4.42927097901702
-1.66573715209961	-4.13642916828394
-1.56453490257263	-3.84745397605002
